event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,CAPTARI Dumitru,76.90,136,141,145,-175,175,180,145,180,325
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,MOHD Hafifi Bin Mansor,72.65,135,140,-143,177,181,-185,140,181,321
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,ROZSNYIK Ervin,76.70,-130,130,135,160,167,-171,135,167,302
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,YOUN Yeowon,69.80,121,-130,130,-150,150,-160,130,150,280
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,ALDUHAYLIB Mohsen Hussain A,70.50,-130,130,-135,155,161,-167,130,161,291
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,ABDYRAMANOV Syrgak,69.55,-120,120,-125,140,145,-150,120,145,265
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,ALMAJED Hussain Abdulrazaq A,75.85,105,111,114,135,141,146,114,146,260
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,ZECIC Nermin,72.15,105,109,111,-130,130,135,111,135,246
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,SHUKUROV Ilkhomjon,72.20,105,110,-115,130,135,140,110,140,250
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,XU Runxu,72.15,-100,100,108,133,138,-142,108,138,246
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,AL AJMI Murshid Mohamed Murshid,76.40,104,-110,-112,136,142,-147,104,142,246
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,EISSA Hasan Ali Ali Radman,76.50,80,90,-95,115,120,-126,90,120,210
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,ABDULLAH Bin Hamoud Alghabishi,73.60,76,-90,-90,-95,95,-115,76,95,171
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,ALHASAN Hamad Najem Hamad Mubarak M,74.50,-55,55,56,65,72,80,56,80,136
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,KRASNIQI Arbnor,71.80,-95,-95,-95,115,-118,120,0,120,0
3rd INTERNATIONAL QATAR CUP,2015-12-06,77 kg Men,ASHEER Ahmed Hasan,76.30,-75,-75,-80,0,0,0,0,0,0
3rd INTERNATIONAL QATAR CUP,2015-12-06,85 kg Men,PIZZOLATO Antonino,84.95,150,160,-164,190,195,-200,160,195,355
3rd INTERNATIONAL QATAR CUP,2015-12-06,85 kg Men,TOVMASJAN Karen,84.55,136,141,-144,165,-171,171,141,171,312
3rd INTERNATIONAL QATAR CUP,2015-12-06,85 kg Men,AL-HASHIMI Raad Ameen Yasir,84.95,136,141,-145,170,-172,172,141,172,313
3rd INTERNATIONAL QATAR CUP,2015-12-06,85 kg Men,TAHIR Muhammad,84.55,-131,131,136,155,-160,160,136,160,296
3rd INTERNATIONAL QATAR CUP,2015-12-06,85 kg Men,LEE Minwoong,80.20,130,-140,-140,161,170,-173,130,170,300
3rd INTERNATIONAL QATAR CUP,2015-12-06,85 kg Men,ALOTHMAN Sami Ahmed M,77.90,115,120,124,140,150,-156,124,150,274
3rd INTERNATIONAL QATAR CUP,2015-12-06,85 kg Men,SHARIPOV Azamat,83.00,110,115,117,130,135,140,117,140,257
3rd INTERNATIONAL QATAR CUP,2015-12-06,85 kg Men,MICALLEF Kyle Sean,84.85,-114,-114,114,134,-139,139,114,139,253
3rd INTERNATIONAL QATAR CUP,2015-12-06,85 kg Men,ALSHERAWI Yusuf Khaled Yusuf A. M.,82.75,100,107,-116,125,132,-143,107,132,239
3rd INTERNATIONAL QATAR CUP,2015-12-06,85 kg Men,RAHMAN Md Azuzur,82.70,95,100,105,115,-125,125,105,125,230
3rd INTERNATIONAL QATAR CUP,2015-12-06,85 kg Men,ALASIF Hassan Mohammed M,82.80,85,90,95,115,-120,120,95,120,215
3rd INTERNATIONAL QATAR CUP,2015-12-06,85 kg Men,AFZALY Khaled,82.45,90,-95,-95,110,-115,-115,90,110,200
3rd INTERNATIONAL QATAR CUP,2015-12-06,85 kg Men,KHALID Alhamadi,82.65,72,-81,81,95,-105,-110,81,95,176
3rd INTERNATIONAL QATAR CUP,2015-12-06,94 kg Men,HAN Junghoon,93.60,-144,-144,144,-170,-170,170,144,170,314
3rd INTERNATIONAL QATAR CUP,2015-12-06,94 kg Men,MAZAMEL Khamis Eissa Koko,94.00,127,135,141,160,-175,0,141,160,301
3rd INTERNATIONAL QATAR CUP,2015-12-06,94 kg Men,GUIRI Salah Eddine,85.50,115,120,125,140,150,155,125,155,280
3rd INTERNATIONAL QATAR CUP,2015-12-06,94 kg Men,ALKHAZAL Ali Ahmed A,85.60,105,115,-122,133,-145,145,115,145,260
3rd INTERNATIONAL QATAR CUP,2015-12-06,94 kg Men,FANG Minxu,90.80,85,90,93,-110,110,-115,93,110,203
3rd INTERNATIONAL QATAR CUP,2015-12-06,94 kg Men,RAHMAN Md Shajedar,85.30,80,85,90,105,110,115,90,115,205
3rd INTERNATIONAL QATAR CUP,2015-12-06,94 kg Men,ABDULLAH Al Muhannadi,87.75,-75,-75,81,90,-100,100,81,100,181
3rd INTERNATIONAL QATAR CUP,2015-12-06,94 kg Men,SHRESTHA Dinesh,93.35,-113,-116,-116,-135,0,0,0,0,0
3rd INTERNATIONAL QATAR CUP,2015-12-06,63 kg Women,DIAZ Hidilyn,58.10,85,88,90,105,110,115,90,115,205
3rd INTERNATIONAL QATAR CUP,2015-12-06,63 kg Women,KOHA Rebeka,58.10,82,85,87,98,101,105,87,105,192
3rd INTERNATIONAL QATAR CUP,2015-12-06,63 kg Women,PARK Minkyung,62.85,80,83,86,100,105,107,86,107,193
3rd INTERNATIONAL QATAR CUP,2015-12-06,63 kg Women,WANG Xiyuan,60.70,60,63,65,-75,75,78,65,78,143
3rd INTERNATIONAL QATAR CUP,2015-12-06,63 kg Women,AHLAM Al Muhallal,58.10,25,-30,30,35,-40,0,30,35,65
3rd INTERNATIONAL QATAR CUP,2015-12-06,+75 kg Women,NOGAY Nadezhda,97.25,115,120,125,140,146,152,125,152,277
3rd INTERNATIONAL QATAR CUP,2015-12-06,+75 kg Women,HARIDY Shaimaa Ahmed Khalaf,120.06,113,117,-120,145,150,155,117,155,272
3rd INTERNATIONAL QATAR CUP,2015-12-06,+75 kg Women,MUNKHJANTSAN Ankhtsetseg,75.10,108,112,-114,0,0,0,112,0,0
3rd INTERNATIONAL QATAR CUP,2015-12-06,+75 kg Women,KHENJANTUEK Praeonapa,155.05,110,-115,-115,145,153,-163,110,153,263
3rd INTERNATIONAL QATAR CUP,2015-12-06,+75 kg Women,GAO Wenping,119.25,90,95,100,-110,110,115,100,115,215
3rd INTERNATIONAL QATAR CUP,2015-12-06,+75 kg Women,KAYA Rabia,75.10,81,-85,86,105,110,-113,86,110,196
3rd INTERNATIONAL QATAR CUP,2015-12-06,+75 kg Women,OUASS Samira,75.25,70,75,80,-92,92,100,80,100,180
3rd INTERNATIONAL QATAR CUP,2015-12-06,+75 kg Women,ALI Rola Khaled Abdeljmil,116.35,80,-85,-86,-100,100,-106,80,100,180
3rd INTERNATIONAL QATAR CUP,2015-12-06,+75 kg Women,NISHA Juhora Khaton,78.95,65,68,-71,82,-85,-85,68,82,150
3rd INTERNATIONAL QATAR CUP,2015-12-06,+75 kg Women,ARAFAT Akbar Adam,75.80,35,40,-50,50,55,60,40,60,100
3rd INTERNATIONAL QATAR CUP,2015-12-06,+75 kg Women,DHIEB Yosra,115.45,-105,-105,-105,0,0,0,0,0,0
3rd INTERNATIONAL QATAR CUP,2015-12-06,+75 kg Women,ANANIADOU Eftychia,91.25,110,-114,114,128,133,139,0,0,0
