event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
African Junior Championships,2025-08-15,60 kg Men,MBOYA Joshua Amunga,58.20,105,-110,-112,125,-130,130,105,130,235
African Junior Championships,2025-08-15,60 kg Men,OUIRTHI Idriss,59.40,97,-102,-102,112,-118,-118,97,112,209
African Junior Championships,2025-08-15,60 kg Men,KONDEH Francis,60.00,70,80,85,90,100,-105,85,100,185
African Junior Championships,2025-08-15,60 kg Men,RANDRIAMIFIDISOA Miranto Fitiavana,56.30,82,-86,-86,-100,-100,107,82,107,189
African Junior Championships,2025-08-15,60 kg Men,ONJATIANA Herman,56.00,-77,77,81,100,103,106,81,106,187
African Junior Championships,2025-08-15,60 kg Men,MOYENGWA Jomson,58.60,70,75,80,85,90,-95,80,90,170
African Junior Championships,2025-08-15,60 kg Men,QANAW Mahmoud,59.50,70,75,-81,80,91,94,75,94,169
African Junior Championships,2025-08-15,60 kg Men,MALIBE Eric,57.90,66,70,-74,87,92,-96,70,92,162
African Junior Championships,2025-08-15,60 kg Men,KIVUMBI Najib,47.30,62,66,-70,82,86,-90,66,86,152
African Junior Championships,2025-08-15,60 kg Men,MUNYENGWA Thabo,53.60,58,62,-66,-71,76,82,62,82,144
African Junior Championships,2025-08-15,60 kg Men,MAMBA Wilson,59.30,50,-55,-55,55,-60,-60,50,55,105
African Junior Championships,2025-08-15,65 kg Men,MOHAMED Sadek,64.15,97,101,103,127,131,135,103,135,238
African Junior Championships,2025-08-15,65 kg Men,SHALABI Kamal,62.70,92,96,102,117,124,130,102,130,232
African Junior Championships,2025-08-15,65 kg Men,YEMGOUA WAFO Gaston,64.50,-90,95,-100,126,131,136,95,136,231
African Junior Championships,2025-08-15,65 kg Men,DONFACK NGABAN Alex Stephen,64.15,90,-94,94,-126,126,-131,94,126,220
African Junior Championships,2025-08-15,65 kg Men,TARWIREI Golge,63.40,62,66,70,70,75,80,70,80,150
African Junior Championships,2025-08-15,71 kg Men,BOATENG Emmanuel Amo,70.20,110,115,121,142,147,155,121,155,276
African Junior Championships,2025-08-15,71 kg Men,SHALABI Mohamed,70.70,108,114,120,143,149,-157,120,149,269
African Junior Championships,2025-08-15,71 kg Men,KHALLEEFAH Abdulrauf,70.60,-106,107,113,125,130,-135,113,130,243
African Junior Championships,2025-08-15,71 kg Men,MOHAMED ISLAM Tewarry,68.20,107,-112,-112,132,137,-143,107,137,244
