event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Pan-American Junior Championships,2024-06-19,55 kg Men,MEZA Domingo Francisco,54.80,-96,96,99,-122,122,125,99,125,224
Pan-American Junior Championships,2024-06-19,55 kg Men,SOLORZANO CARMONA Angello Rafael,55.00,95,98,-100,117,120,124,98,124,222
Pan-American Junior Championships,2024-06-19,55 kg Men,HORTIGUERA Bruno,54.50,92,96,-100,111,115,118,96,118,214
Pan-American Junior Championships,2024-06-19,55 kg Men,GRIJALBA SARRIA Yilver Esteban,54.50,95,-98,-99,115,118,-121,95,118,213
Pan-American Junior Championships,2024-06-19,55 kg Men,ANDRADE RODRIGUEZ Samuel,54.70,95,-98,-98,112,-116,116,95,116,211
Pan-American Junior Championships,2024-06-19,55 kg Men,JORDAN Elkin,55.00,-95,95,-99,112,116,-119,95,116,211
Pan-American Junior Championships,2024-06-19,55 kg Men,RIOS CHUMBE Nol Jermis,55.00,90,93,-96,-106,-106,106,93,106,199
Pan-American Junior Championships,2024-06-19,55 kg Men,INUMA ROJAS Michael Angel,54.60,-87,-87,87,112,116,-119,87,116,203
Pan-American Junior Championships,2024-06-19,61 kg Men,GONZALEZ MARMOLEJO Jose Eber,60.30,119,122,-125,133,138,142,122,142,264
Pan-American Junior Championships,2024-06-19,61 kg Men,CHHUM Gabe,60.80,-120,121,-126,152,-157,0,121,152,273
Pan-American Junior Championships,2024-06-19,61 kg Men,RINCON NARANJO Santiago,60.80,107,-109,110,133,-138,-138,110,133,243
Pan-American Junior Championships,2024-06-19,61 kg Men,TORRES Vasquez Benjamin Aquiles J,60.90,102,-106,107,132,-137,-137,107,132,239
Pan-American Junior Championships,2024-06-19,61 kg Men,VARGAS CAMPOS Dionangel David,60.70,103,106,-108,125,-131,132,106,132,238
Pan-American Junior Championships,2024-06-19,61 kg Men,RIVERA GAMEZ Abraham Jose,60.10,-105,105,-109,-130,130,-134,105,130,235
Pan-American Junior Championships,2024-06-19,61 kg Men,SEPULVEDA ARANEDA Luis Yacier,60.80,90,95,97,110,115,120,97,120,217
Pan-American Junior Championships,2024-06-19,61 kg Men,RUIZ DIAZ Tobias Ali,60.10,95,-100,-100,126,-130,131,95,131,226
Pan-American Junior Championships,2024-06-19,61 kg Men,NAHSHON Paul,60.90,86,90,-95,115,120,-125,90,120,210
Pan-American Junior Championships,2024-06-19,67 kg Men,CAICEDO SOLIS Daniel Stiven,66.30,125,128,131,155,-160,160,131,160,291
Pan-American Junior Championships,2024-06-19,67 kg Men,MARQUEZ LUCES Fabian Jose,65.90,121,127,130,155,159,162,130,162,292
Pan-American Junior Championships,2024-06-19,67 kg Men,VERA Darwin,65.90,113,117,-120,140,145,149,117,149,266
Pan-American Junior Championships,2024-06-19,67 kg Men,RIQUELME Benjamin,65.90,107,-112,-114,133,137,-142,107,137,244
Pan-American Junior Championships,2024-06-19,67 kg Men,KING Marco,65.10,90,94,96,105,110,115,96,115,211
Pan-American Junior Championships,2024-06-19,67 kg Men,POLVERINI Dominik Anthony,65.70,-114,-114,-114,140,145,-150,0,145,0
Pan-American Junior Championships,2024-06-19,73 kg Men,CAHOY Caden Taiyo,72.70,135,139,143,170,178,182,143,182,325
Pan-American Junior Championships,2024-06-19,73 kg Men,OLIVARES Sebastian,70.30,-132,132,136,163,167,-175,136,167,303
Pan-American Junior Championships,2024-06-19,73 kg Men,ARANGO MENDEZ Reinner Josue,71.70,131,-135,-135,160,-166,-168,131,160,291
Pan-American Junior Championships,2024-06-19,73 kg Men,MCDONALD Ryan Patrick,72.70,122,-127,127,151,-157,-161,127,151,278
Pan-American Junior Championships,2024-06-19,73 kg Men,ELIZALDE CASTRO Franchesco Joel,72.10,-117,117,120,140,-145,-145,120,140,260
Pan-American Junior Championships,2024-06-19,73 kg Men,BOGADO Kyle,71.70,110,116,-119,-145,145,148,116,148,264
Pan-American Junior Championships,2024-06-19,73 kg Men,ESTUPINAN VACACELA Erick Wellington,69.90,112,116,-119,143,-147,149,116,149,265
Pan-American Junior Championships,2024-06-19,73 kg Men,SILVA ANGULO Hidver,72.50,108,111,-115,140,144,-148,111,144,255
Pan-American Junior Championships,2024-06-19,73 kg Men,TORRES VASQUEZ Sebastian Ignacio,72.30,-110,110,-117,140,-146,-146,110,140,250
Pan-American Junior Championships,2024-06-19,73 kg Men,RECABARREN Bastian,71.70,98,103,107,120,125,-128,107,125,232
Pan-American Junior Championships,2024-06-19,81 kg Men,SENA Jhon,79.90,145,150,-154,-170,-173,173,150,173,323
Pan-American Junior Championships,2024-06-19,81 kg Men,RODRIGUEZ Angel,78.30,140,146,-151,165,170,-175,146,170,316
Pan-American Junior Championships,2024-06-19,81 kg Men,BOLES Hutton,80.10,137,-142,144,163,169,174,144,174,318
Pan-American Junior Championships,2024-06-19,81 kg Men,MEDINA PINZON Jorge Luis,80.60,-124,124,128,-150,-150,-150,128,0,0
Pan-American Junior Championships,2024-06-19,81 kg Men,MARMANILLO LAZO Frank Josue,79.30,120,125,-130,150,-155,-155,125,150,275
Pan-American Junior Championships,2024-06-19,81 kg Men,OLIVERA DELFINO Ramiro Valentin,76.30,110,-115,115,153,161,-168,115,161,276
Pan-American Junior Championships,2024-06-19,81 kg Men,VALDIZON CRUZ Jonathan Fernando,79.70,108,113,-117,-138,-140,-140,113,0,0
Pan-American Junior Championships,2024-06-19,81 kg Men,PEREZ Marco,76.30,100,105,110,125,130,135,110,135,245
Pan-American Junior Championships,2024-06-19,89 kg Men,ALBORNOZ Jokser,87.30,150,-155,155,177,181,0,155,181,336
Pan-American Junior Championships,2024-06-19,89 kg Men,LOAIZA MEDINA Mauricio Osvaldo,84.50,135,139,143,168,173,176,143,176,319
Pan-American Junior Championships,2024-06-19,89 kg Men,RAMOS DIAZ Felipe,87.90,137,142,-145,173,-179,-180,142,173,315
Pan-American Junior Championships,2024-06-19,89 kg Men,MARTIN JR Kyle Justin,88.90,138,142,-144,170,-174,-175,142,170,312
Pan-American Junior Championships,2024-06-19,89 kg Men,RAMIREZ MARTINEZ Elkin Shamir,88.70,135,-139,-139,170,174,178,135,178,313
Pan-American Junior Championships,2024-06-19,89 kg Men,MORENO Matias,88.90,116,121,125,146,156,160,125,160,285
Pan-American Junior Championships,2024-06-19,96 kg Men,DIAZ CANGA Luis Alfredo,91.60,135,140,144,165,171,173,144,173,317
Pan-American Junior Championships,2024-06-19,96 kg Men,DAVIS JR Timothy Allen,91.90,-138,138,143,175,181,-187,143,181,324
Pan-American Junior Championships,2024-06-19,96 kg Men,UPMEYER George,95.70,136,-141,142,168,172,-176,142,172,314
Pan-American Junior Championships,2024-06-19,96 kg Men,LEON Carlos,94.10,133,-137,137,164,167,172,137,172,309
Pan-American Junior Championships,2024-06-19,96 kg Men,LOPEZ ORDONEZ Julio Abrahan De J,93.90,108,113,-117,135,-140,140,113,140,253
Pan-American Junior Championships,2024-06-19,102 kg Men,DE SOUSA PESSANHA Matheus,100.30,150,155,157,193,198,201,157,201,358
Pan-American Junior Championships,2024-06-19,102 kg Men,MUNOZ RIOS Sergio Alexander,96.90,-151,151,156,192,197,-201,156,197,353
Pan-American Junior Championships,2024-06-19,102 kg Men,MONTOYA MAYO Ronaldo Andres,96.90,125,133,-137,-156,156,162,133,162,295
Pan-American Junior Championships,2024-06-19,109 kg Men,DIAZ MERCADO Daniel David,107.50,150,-156,-157,180,186,-188,150,186,336
Pan-American Junior Championships,2024-06-19,109 kg Men,REIS Colin James,108.50,135,-140,140,175,182,187,140,187,327
Pan-American Junior Championships,2024-06-19,109 kg Men,ALOMIA FERRIN Hans Nikolay,106.40,125,-130,130,157,165,170,130,170,300
Pan-American Junior Championships,2024-06-19,+109 kg Men,BIZAMA CONEJERO Alonso Javier,142.30,145,150,154,185,194,-201,154,194,348
Pan-American Junior Championships,2024-06-19,+109 kg Men,ROSERO ARBOLEDA Luis Gerardo,127.50,130,140,-151,170,180,-190,140,180,320
Pan-American Junior Championships,2024-06-19,+109 kg Men,ESPINOSA Luis Alberto,117.10,120,-131,0,158,0,0,120,158,278
Pan-American Junior Championships,2024-06-19,45 kg Women,ESTRADA VELEZ Lawren Sofia,44.50,64,67,-70,82,86,-88,67,86,153
Pan-American Junior Championships,2024-06-19,45 kg Women,ARREAGA CHICA Samantha Dalila,44.80,57,60,62,71,75,-78,62,75,137
Pan-American Junior Championships,2024-06-19,45 kg Women,RONDON Maria,44.30,58,-61,61,-75,75,78,61,78,139
Pan-American Junior Championships,2024-06-19,45 kg Women,CARDONA Nafer,44.40,48,52,55,63,67,70,55,70,125
Pan-American Junior Championships,2024-06-19,45 kg Women,ORTEGA Martina,44.50,30,35,-37,-40,40,-45,35,40,75
Pan-American Junior Championships,2024-06-19,49 kg Women,MONTILLA MADRID Kerlys Maria,48.50,72,74,76,94,-97,-97,76,94,170
Pan-American Junior Championships,2024-06-19,49 kg Women,LOPEZ ALVAREZ Karoll Dahyanne,48.90,70,73,75,88,91,94,75,94,169
Pan-American Junior Championships,2024-06-19,49 kg Women,RODRIGUEZ Isabella Mia,48.90,-72,-72,72,96,-99,-99,72,96,168
Pan-American Junior Championships,2024-06-19,49 kg Women,OLIVERA ASPAJO Katerin Tatiana,48.70,68,-71,71,86,88,90,71,90,161
Pan-American Junior Championships,2024-06-19,49 kg Women,ALVAREZ GREFA Thaily Sadek,48.90,66,69,-71,85,90,-92,69,90,159
