event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,56 kg Men,ZHENG Liangrun,53.95,105,-110,110,135,-140,-140,110,135,245
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,56 kg Men,KHASSAROV Timur,55.65,-105,105,108,120,-125,-125,108,120,228
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,56 kg Men,LAI Yung-En,55.75,95,98,102,118,-124,-124,102,118,220
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,56 kg Men,DERU Jimjang,55.30,98,101,-104,130,136,141,101,141,242
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,56 kg Men,MANGALARAJ Manojkumar,55.15,95,99,-101,-125,125,-129,99,125,224
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,56 kg Men,ASLANOV Ruzimurod,54.75,93,96,-101,112,117,-120,96,117,213
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,56 kg Men,AL-BADRI Karrar Hameed Zayed,55.55,90,-96,96,-117,117,-122,96,117,213
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,56 kg Men,CHINEN Hayato,55.55,93,-96,-96,120,125,-126,93,125,218
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,56 kg Men,BUTT Fahad Hussain,49.90,-84,84,86,101,-105,-105,86,101,187
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,56 kg Men,AL-LAMI Qasim Hasan Abdulhussein,49.95,60,68,72,82,89,-93,72,89,161
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,56 kg Men,AL-HABSI Ahmed Salim Said,48.30,63,68,71,89,-93,93,71,93,164
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,56 kg Men,BUDEBS Ahmad Jassim Abdulla Ali,55.50,67,71,-75,-87,87,-92,71,87,158
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,56 kg Men,ALMURI Rashid,50.00,30,-36,38,35,40,-45,38,40,78
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,56 kg Men,AL-MARRI Qassim Ali M A,51.35,30,36,-40,35,-40,-45,36,35,71
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,62 kg Men,ZHENG Zhijun,61.80,121,-132,132,150,-162,-162,132,150,282
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,62 kg Men,AL-ZUBAIDI Mohammed Ali Wahhab,61.15,110,116,-120,137,143,148,116,148,264
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,62 kg Men,HAMDAYI Sajjad Abbas Yaseen,61.50,110,116,-120,137,143,149,116,149,265
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,62 kg Men,DROZDOV Mikhail,61.75,-115,115,-120,132,139,-142,115,139,254
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,62 kg Men,DEEPAK Lather,61.80,108,112,115,125,130,-134,115,130,245
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,62 kg Men,TAKU Lalu,61.90,-108,108,-112,130,138,142,108,142,250
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,62 kg Men,USMAN Muhammad,61.35,87,92,-94,-107,107,109,92,109,201
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,62 kg Men,AL-BATTASHI Mahmood Shamis Obaid,61.35,-90,90,-95,113,118,-120,90,118,208
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,69 kg Men,YUAN Chengfei,68.55,141,-145,145,166,-180,-180,145,166,311
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,69 kg Men,LINDER Albert,67.85,-140,-140,140,165,171,0,140,171,311
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,69 kg Men,WEI Yinting,68.85,-135,135,-142,163,-173,-173,135,163,298
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,69 kg Men,MIYAMOTO Masanori,68.00,120,125,127,145,150,-155,127,150,277
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,69 kg Men,KHUDAYBERGANOV Shakhzod,68.75,123,-126,127,151,-156,-156,127,151,278
22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,69 kg Men,SUEPSUAN Natthawut,68.95,121,-126,126,140,-147,-148,126,140,266
