event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
OLYMPIC TEST EVENT,2008-01-22,56 kg Men,HOANG Anh Tuan,55.56,122,125,128,-150,150,-154,128,150,278
OLYMPIC TEST EVENT,2008-01-22,56 kg Men,ALVAREZ BOULET Sergio,55.91,-118,118,120,-151,151,-155,120,151,271
OLYMPIC TEST EVENT,2008-01-22,56 kg Men,LU Linbi,55.86,113,118,-121,143,-151,153,118,153,271
OLYMPIC TEST EVENT,2008-01-22,56 kg Men,WU Jingbiao,55.64,110,116,-123,130,135,140,116,140,256
OLYMPIC TEST EVENT,2008-01-22,56 kg Men,ADAM Robert,55.65,93,97,-100,120,-125,-125,97,120,217
OLYMPIC TEST EVENT,2008-01-22,+105 kg Men,STEINER Matthias,137.33,185,190,193,216,-225,230,193,230,423
OLYMPIC TEST EVENT,2008-01-22,+105 kg Men,BURGENER Casey,125.64,-170,170,180,210,-220,-220,180,210,390
OLYMPIC TEST EVENT,2008-01-22,+105 kg Men,SUN Hai Bo,142.63,180,-190,0,-211,0,0,180,0,0
OLYMPIC TEST EVENT,2008-01-22,+105 kg Men,KLESZCZ Grzegorz,132.06,-175,175,-180,220,-225,-225,175,220,395
OLYMPIC TEST EVENT,2008-01-22,+105 kg Men,GAO Le,139.53,150,-165,171,211,220,-226,171,220,391
OLYMPIC TEST EVENT,2008-01-22,+105 kg Men,DOLEGA Robert,106.23,165,170,-175,205,210,-213,170,210,380
OLYMPIC TEST EVENT,2008-01-22,+105 kg Men,OTA Kazuomi,141.99,155,-160,160,190,200,-203,160,200,360
OLYMPIC TEST EVENT,2008-01-22,53 kg Women,WANG Mingjuan,49.04,85,90,92,105,110,113,92,113,205
OLYMPIC TEST EVENT,2008-01-22,53 kg Women,CEN Lijuan,52.23,80,85,90,100,105,111,90,111,201
OLYMPIC TEST EVENT,2008-01-22,53 kg Women,SUDA Chaleephay,52.52,85,89,-91,105,110,-114,89,110,199
OLYMPIC TEST EVENT,2008-01-22,53 kg Women,MIYAKE Hiromi,49.11,78,80,82,103,108,110,82,110,192
OLYMPIC TEST EVENT,2008-01-22,53 kg Women,DE LA PUENTE Maria Alvarez,52.72,75,80,-85,90,95,-100,80,95,175
OLYMPIC TEST EVENT,2008-01-22,53 kg Women,LACHAUME ANDRIEUX Virginie C. R.,52.84,73,77,-79,92,-96,96,77,96,173
OLYMPIC TEST EVENT,2008-01-22,53 kg Women,AMNUAIPORN Maneewan,50.19,-73,73,-75,92,95,-98,73,95,168
OLYMPIC TEST EVENT,2008-01-22,53 kg Women,ROWINSKA Malwina,52.96,70,73,-75,95,99,-101,73,99,172
OLYMPIC TEST EVENT,2008-01-22,53 kg Women,TOUA Loa Dika,51.80,60,65,70,85,90,95,70,95,165
OLYMPIC TEST EVENT,2008-01-22,+75 kg Women,HUANG Huang,127.54,110,116,119,143,148,150,119,150,269
OLYMPIC TEST EVENT,2008-01-22,+75 kg Women,RODITI Aikaterini,101.34,110,115,117,132,-137,137,117,137,254
OLYMPIC TEST EVENT,2008-01-22,+75 kg Women,KASAPI Vasiliki,130.96,-115,115,-118,-135,135,-142,115,135,250
OLYMPIC TEST EVENT,2008-01-22,+75 kg Women,VALENTIN PEREZ Lidia,78.10,105,110,-116,120,125,-131,110,125,235
OLYMPIC TEST EVENT,2008-01-22,+75 kg Women,LI Rongyan,76.90,95,102,-107,120,-127,127,102,127,229
OLYMPIC TEST EVENT,2008-01-22,+75 kg Women,SHIMAMOTO Mami,108.96,94,98,-103,130,-135,-135,98,130,228
OLYMPIC TEST EVENT,2008-01-22,+75 kg Women,JONAI Fumiko,109.77,92,-95,-95,125,-131,-131,92,125,217
OLYMPIC TEST EVENT,2008-01-22,+75 kg Women,ABORNEVA Alexandra,83.22,80,85,-87,-105,-105,0,85,0,0
