meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Development Meet (September),2016-09-30,Open Men's 77 kg,Nelson Umanzor Mejia,76.6,115,120,122,140,145,-150,122,145,267
Development Meet (September),2016-09-30,Open Men's 77 kg,Jeremy Briggs,76.6,110,-116,-119,145,-151,-153,110,145,255
Development Meet (September),2016-09-30,Open Men's 62 kg,Bradford Kim,61.7,95,100,-105,120,125,-130,100,125,225
Development Meet (September),2016-09-30,Open Men's 62 kg,Martin Peralta,61.6,90,95,100,115,120,124,100,124,224
Development Meet (September),2016-09-30,Open Men's 77 kg,Jesse Lisby,76.8,80,86,92,105,110,-115,92,110,202
Development Meet (September),2016-09-30,Open Men's 85 kg,David Holland,83.5,86,89,91,104,109,111,91,111,202
Development Meet (September),2016-09-30,Open Women's 58 kg,Hannah Wilson,56,65,68,71,89,91,-93,71,91,162
Development Meet (September),2016-09-30,Open Women's 58 kg,Carley Lyons,57.9,65,-67,67,87,-90,-90,67,87,154
Development Meet (September),2016-09-30,Open Women's 53 kg,Susan Denum,52.9,66,68,-70,75,78,-80,68,78,146
Development Meet (September),2016-09-30,Open Women's 63 kg,Devhen Murdock,62.7,55,60,-65,82,-87,-87,60,82,142
Development Meet (September),2016-09-30,Open Women's 63 kg,Sally Kenworthy,61.8,50,-52,-52,56,60,-62,50,60,110
Development Meet (September),2016-09-30,Open Men's 69 kg,Dylan Kucish,68.7,90,95,-100,-130,-130,-130,95,0,95
