meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Iron Fest III,2013-05-04,Open Men's+105 kg,Matt Foreman,119.6,117,122,127,135,142,145,127,145,272
Iron Fest III,2013-05-04,Open Men's+105 kg,Shawn Hanrahan,116.6,112,112,116,145,150,155,116,155,271
Iron Fest III,2013-05-04,Open Men's 94 kg,Daniel Lazzeri,86,100,105,107,130,135,140,107,140,247
Iron Fest III,2013-05-04,Open Men's 105 kg,Jon Peckham,104.8,102,107,111,127,132,133,111,133,244
Iron Fest III,2013-05-04,Open Men's 105 kg,Barry Schroeder,97.8,85,89,91,100,105,110,91,110,201
Iron Fest III,2013-05-04,Open Men's 77 kg,Mitch Medeiros,76,84,87,87,104,106,110,87,110,197
Iron Fest III,2013-05-04,Open Men's 62 kg,Fred Martinez,60.8,70,70,80,80,90,100,80,100,180
Iron Fest III,2013-05-04,Open Women's 58 kg,Stephanie Palacol,57.2,65,70,75,80,87,87,75,87,162
Iron Fest III,2013-05-04,Open Women's 58 kg,Jennifer Conti,58,55,60,63,70,75,80,63,80,143
Iron Fest III,2013-05-04,Open Women's 75 kg,Sabrina Petit,71.4,55,60,62,75,80,80,62,80,142
Iron Fest III,2013-05-04,Open Women's 53 kg,Michelle Giannino,51.2,50,55,55,65,65,70,55,70,125
Iron Fest III,2013-05-04,Open Women's 58 kg,Kathryn Sorensen,54.8,39,43,43,56,59,63,43,63,106
Iron Fest III,2013-05-04,Women's Masters (35-39) 53 kg,Rebekah Vasey,52.8,40,44,44,51,55,59,44,59,103
