meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Shoofly Summer Slam,2026-06-13,Men's Masters (40-44) 110+kg,Timothy Clouatre,127.2,120,130,138,148,155,163,138,163,301
Shoofly Summer Slam,2026-06-13,Open Men's 88kg,Michael O'Connor,87.3,125,130,-137,155,159,-165,130,159,289
Shoofly Summer Slam,2026-06-13,Open Men's 88kg,Hector Manuel Ortiz Jr.,87.4,-102,105,-110,140,145,-150,105,145,250
Shoofly Summer Slam,2026-06-13,Open Men's 88kg,Luke Lauther,80.9,100,103,106,130,-133,135,106,135,241
Shoofly Summer Slam,2026-06-13,Open Men's 88kg,Max Hollingsworth,85,95,105,-110,-135,135,-138,105,135,240
Shoofly Summer Slam,2026-06-13,Open Men's 110+kg,Nicolas Ilijic,125.8,91,-96,100,130,135,-140,100,135,235
Shoofly Summer Slam,2026-06-13,Open Men's 110kg,Tyllin Walker,99,-95,-95,95,-120,120,-127,95,120,215
Shoofly Summer Slam,2026-06-13,Men's Masters (35-39) 79kg,Justin Rae,78,-84,-84,84,110,113,115,84,115,199
Shoofly Summer Slam,2026-06-13,Men's Masters (35-39) 79kg,Janghoon Yoon,76.6,75,81,86,100,110,-115,86,110,196
Shoofly Summer Slam,2026-06-13,Men's 16-17 Age Group 71kg,Garrett Wesley,69.5,84,-88,-88,100,105,110,84,110,194
Shoofly Summer Slam,2026-06-13,Women's Masters (35-39) 86+kg,Rebecca Rivera,96.7,73,77,-81,100,103,106,77,106,183
Shoofly Summer Slam,2026-06-13,Women's Masters (35-39) 77kg,Tess Bierl,75.9,75,78,-81,95,98,101,78,101,179
Shoofly Summer Slam,2026-06-13,Open Women's 77kg,Alexandria Hewett,72.1,75,78,-81,96,100,-102,78,100,178
Shoofly Summer Slam,2026-06-13,Open Men's 88kg,Ivan Vega,85.5,71,74,75,85,87,90,75,90,165
Shoofly Summer Slam,2026-06-13,Women's Masters (35-39) 86+kg,Erin Mena,87.6,-65,65,68,85,88,93,68,93,161
Shoofly Summer Slam,2026-06-13,Open Men's 79kg,Michael Bradford ,74.1,65,67,70,82,85,88,70,88,158
Shoofly Summer Slam,2026-06-13,Open Men's 88kg,Marck Geneus,83.4,65,70,75,75,80,-90,75,80,155
Shoofly Summer Slam,2026-06-13,Women's Masters (40-44) 63kg,Cynthia Rae,62,64,68,70,80,85,-90,70,85,155
Shoofly Summer Slam,2026-06-13,Women's Masters (35-39) 69kg,Amanda Street,68.3,65,67,69,76,79,-82,69,79,148
