meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 94 kg,Christopher Rolfson,93.75,115,120,-125,150,155,160,120,160,280
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 94 kg,Chris Lee,89.2,106,110,-113,132,136,140,110,140,250
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 105 kg,Oscar Mojica,104.4,-110,-110,110,132,136,-140,110,136,246
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 105 kg,Matt Rodriguez,98.85,-100,-100,100,135,140,145,100,145,245
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 94 kg,Dylan Shafer,92.65,100,106,-112,120,127,-134,106,127,233
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 105 kg,Brandon Bruno,102.35,90,95,100,122,127,130,100,130,230
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 77 kg,Nathan Serrano,75.85,-93,93,97,123,127,-130,97,127,224
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 94 kg,Aleksandar Beljic,92.9,90,94,97,115,120,125,97,125,222
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 69 kg,Jeffrey Suarez,68.75,92,95,98,118,-122,123,98,123,221
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 77 kg,Rodney Martin Jr,73.8,93,96,100,109,115,-120,100,115,215
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 69 kg,Dejay Paquillo,68,85,-90,91,120,123,-126,91,123,214
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 85 kg,Matthew Olaiz,79.5,80,85,-90,105,110,115,85,115,200
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 85 kg,Lionel Bravo,83.35,-79,79,83,100,105,-113,83,105,188
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 77 kg,Aaron Silk,76.5,86,-90,-90,97,100,-105,86,100,186
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 77 kg,Allen Wong,76.5,78,-80,-80,100,104,107,78,107,185
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 94 kg,Jaiden Pina,90.7,75,80,83,95,-100,100,83,100,183
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 85 kg,Ryan Castellanos,83.35,70,74,-77,92,-97,97,74,97,171
The Jack Hughes Memorial Meet,2017-04-30,Open Women's 90 kg,Lindsay Dill,85.6,76,79,82,-89,-89,89,82,89,171
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 77 kg,Scott Gump,74.8,71,75,-77,-90,90,93,75,93,168
The Jack Hughes Memorial Meet,2017-04-30,Open Women's 69 kg,Hanna Hoye,65.89,73,77,-80,82,86,90,77,90,167
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 69 kg,Luis Gallardo,67.95,-66,-66,66,90,-99,99,66,99,165
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 85 kg,Robert Lieu,79.2,-65,70,-80,87,90,-100,70,90,160
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 62 kg,Fredric Art Sayao,59.9,67,71,-76,80,87,87,71,87,158
The Jack Hughes Memorial Meet,2017-04-30,Open Men's+105 kg,Robert Dias,117.2,58,62,65,86,91,-95,65,91,156
The Jack Hughes Memorial Meet,2017-04-30,Open Women's 58 kg,Nina Sanchez,55.7,-63,-63,63,80,83,85,63,85,148
The Jack Hughes Memorial Meet,2017-04-30,Women's Masters (35-39) 90 kg,Brenda Espinoza,79.4,52,56,61,77,82,85,61,85,146
The Jack Hughes Memorial Meet,2017-04-30,Open Women's 69 kg,Chelsea Takaki,66.4,55,58,61,72,76,80,61,80,141
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 69 kg,Naren Murugan,65.8,50,53,56,74,77,-80,56,77,133
The Jack Hughes Memorial Meet,2017-04-30,Open Women's 58 kg,Claire Tran,57.3,55,57,-60,71,74,-78,57,74,131
The Jack Hughes Memorial Meet,2017-04-30,Open Women's 63 kg,Amanda Counts,62.85,55,58,-61,68,71,-74,58,71,129
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 85 kg,Michael Nishimoto,83.5,52,-56,56,65,69,72,56,72,128
The Jack Hughes Memorial Meet,2017-04-30,Open Women's 75 kg,Penelope Morgan,71.8,-56,-56,56,61,63,65,56,65,121
The Jack Hughes Memorial Meet,2017-04-30,Open Women's 63 kg,Brianna Flores,61.9,47,50,-53,63,67,70,50,70,120
The Jack Hughes Memorial Meet,2017-04-30,Open Women's 75 kg,Alexandra Navaja,75,47,50,-53,62,-66,68,50,68,118
The Jack Hughes Memorial Meet,2017-04-30,Open Women's 75 kg,Meniphae Cendana,74.55,38,42,45,65,68,72,45,72,117
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 69 kg,Carlos Ontiveros,67.75,-43,43,47,55,60,65,47,65,112
The Jack Hughes Memorial Meet,2017-04-30,Open Men's 62 kg,Bryan Sibbach,59.8,38,41,45,54,57,60,45,60,105
The Jack Hughes Memorial Meet,2017-04-30,Open Women's 69 kg,Rebekah Carr,65.5,37,-40,40,50,53,56,40,56,96
The Jack Hughes Memorial Meet,2017-04-30,Open Women's 75 kg,Jordyn Cooley,70.75,27,35,-42,43,50,56,35,56,91
The Jack Hughes Memorial Meet,2017-04-30,Women's Masters (50-54) 58 kg,Deanna Johnson,57.7,34,-38,38,40,45,-50,38,45,83
The Jack Hughes Memorial Meet,2017-04-30,Women's Masters (35-39) 53 kg,Jacqueline Vekich,51.5,55,58,-60,-69,-79,-70,58,0,58
The Jack Hughes Memorial Meet,2017-04-30,Open Women's 58 kg,Amelia Dawson,57.8,-42,-42,-42,-55,55,-58,0,55,55
The Jack Hughes Memorial Meet,2017-04-30,Women's Masters (50-54) 53 kg,Celeste Cohen,50.8,21,-23,-24,30,-33,-35,21,30,51
The Jack Hughes Memorial Meet,2017-04-30,Women's 13 Under Age Group 53kg,Mia Barcelo,52.75,36,39,-41,-50,-50,-50,39,0,39
