meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Minnesota LWC Championship,2014-03-22,Open Men's 105 kg,Collin Fossum,98.58,130,135,138,160,165,168,138,168,306
Minnesota LWC Championship,2014-03-22,Open Men's 85 kg,Paul Henriksen,83.9,125,-130,130,-150,150,155,130,155,285
Minnesota LWC Championship,2014-03-22,Open Men's 94 kg,Aaron Willits,92.26,-125,125,-130,155,-162,-166,125,155,280
Minnesota LWC Championship,2014-03-22,Open Men's 94 kg,Trevor Bergan,87.92,112,-116,116,145,150,157,116,157,273
Minnesota LWC Championship,2014-03-22,Open Men's 105 kg,Nicholas Scudamore,101.41,111,116,-120,145,151,155,116,155,271
Minnesota LWC Championship,2014-03-22,Open Men's 85 kg,Adam Rozmenoski,81.12,119,-124,-124,150,-155,-155,119,150,269
Minnesota LWC Championship,2014-03-22,Open Men's 105 kg,Taylor Gish,103.9,110,115,120,142,147,-152,120,147,267
Minnesota LWC Championship,2014-03-22,Open Men's 105 kg,Robert Gerdes,103.32,110,115,120,-140,142,146,120,146,266
Minnesota LWC Championship,2014-03-22,Open Men's 69 kg,Uli Manzanilla,68.66,100,-105,-105,125,130,135,100,135,235
Minnesota LWC Championship,2014-03-22,Open Men's 105 kg,Connor Rousemiller,97.17,105,-115,-115,130,-135,-135,105,130,235
Minnesota LWC Championship,2014-03-22,Open Men's+105 kg,John Dorsher,114.44,88,95,97,130,135,136,97,136,233
Minnesota LWC Championship,2014-03-22,Open Men's+105 kg,Jay Johnson,108.34,95,102,107,115,120,125,107,125,232
Minnesota LWC Championship,2014-03-22,Open Men's+105 kg,Gabriel Erpelding,105.7,-97,97,101,117,121,127,101,127,228
Minnesota LWC Championship,2014-03-22,Open Men's+105 kg,Nathaniel Bailey,121.82,-97,97,102,-122,122,126,102,126,228
Minnesota LWC Championship,2014-03-22,Open Men's 94 kg,Auston Anderson,87.12,-90,90,-96,110,115,-120,90,115,205
Minnesota LWC Championship,2014-03-22,Open Men's 85 kg,Marcus Andrews,81.72,80,84,87,110,-114,116,87,116,203
Minnesota LWC Championship,2014-03-22,Open Men's 94 kg,Michael Mueller,89.1,-85,85,-89,105,110,114,85,114,199
Minnesota LWC Championship,2014-03-22,Open Men's 94 kg,Daniel Jaeger,86.97,78,-82,-82,102,106,110,78,110,188
Minnesota LWC Championship,2014-03-22,Open Men's 77 kg,Jonathan Sevlie,75.69,76,-79,80,98,103,106,80,106,186
Minnesota LWC Championship,2014-03-22,Open Men's 85 kg,Eric Jensen,80.5,-80,-81,81,100,101,105,81,105,186
Minnesota LWC Championship,2014-03-22,Open Men's 77 kg,Grahm Johnson,75.6,77,80,-82,98,102,105,80,105,185
Minnesota LWC Championship,2014-03-22,Open Men's+105 kg,Gregg Sonnabend,130.8,76,-80,80,100,105,-109,80,105,185
Minnesota LWC Championship,2014-03-22,Open Men's 69 kg,Jordan Youmans,68.99,74,77,80,98,102,-106,80,102,182
Minnesota LWC Championship,2014-03-22,Open Women's 69 kg,Natalie Johnson,68.96,71,74,-76,93,97,-100,74,97,171
