meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Capital Weightlifting Classic,2024-05-11,Junior Men's 89kg,Trever Weeden,81.35,93,97,103,110,115,120,103,120,223
Capital Weightlifting Classic,2024-05-11,Open Men's +109kg,Rocco Caponi,123.85,85,90,-95,110,119,125,90,125,215
Capital Weightlifting Classic,2024-05-11,Open Men's 96kg,Anthony Mastrobattisto,95.1,85,-90,-93,120,-125,125,85,125,210
Capital Weightlifting Classic,2024-05-11,Open Men's 67kg,Jared Bushaw,65.95,86,91,96,105,109,-118,96,109,205
Capital Weightlifting Classic,2024-05-11,Open Women's 64kg,Shannon Cook,63.95,78,82,85,100,105,-110,85,105,190
Capital Weightlifting Classic,2024-05-11,Open Women's 81kg,Karlee Strong,79.65,75,78,-82,95,98,-102,78,98,176
Capital Weightlifting Classic,2024-05-11,Men's 14-15 Age Group +89kg,Hans Wiederkehr,110.25,65,70,74,85,90,92,74,92,166
Capital Weightlifting Classic,2024-05-11,Open Women's 71kg,Erin Davis,67.1,48,51,-55,70,74,-77,51,74,125
Capital Weightlifting Classic,2024-05-11,Men's 14-15 Age Group 73kg,Adam Hawrylchak,68.5,-50,50,-55,68,71,-75,50,71,121
Capital Weightlifting Classic,2024-05-11,Women's Masters (45-49) +87kg,Hillary White,93.7,47,-51,51,61,65,70,51,70,121
Capital Weightlifting Classic,2024-05-11,Open Women's 71kg,Christine Baker,70.05,43,46,50,56,60,63,50,63,113
Capital Weightlifting Classic,2024-05-11,Men's 14-15 Age Group 55kg,Mateo Zikoyanis,54.75,-45,45,-47,-54,54,-60,45,54,99
Capital Weightlifting Classic,2024-05-11,Open Women's 71kg,Kathleen Caponi,69,35,38,41,49,51,-53,41,51,92
Capital Weightlifting Classic,2024-05-11,Open Women's 71kg,Sarah Horaczek,66.15,30,35,37,45,47,-48,37,47,84
Capital Weightlifting Classic,2024-05-11,Open Women's 71kg,Nicole Lansing,66.95,27,30,-32,40,-42,-42,30,40,70
