meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Bexar Brawl,2025-07-26,Open Men's 88kg,Marcus Leydecker,87.8,126,130,134,162,166,170,134,170,304
Bexar Brawl,2025-07-26,Open Men's 110kg,Zachery Villarreal,95.95,115,120,126,130,140,-145,126,140,266
Bexar Brawl,2025-07-26,Open Men's 110+kg,Melvin Jensen,121.85,111,-115,-116,-139,140,-145,111,140,251
Bexar Brawl,2025-07-26,Open Men's 110kg,Andrew Stephen,98.95,102,107,110,132,138,-142,110,138,248
Bexar Brawl,2025-07-26,Open Men's 110kg,Daniel Brown,108.55,-100,100,-105,143,147,-151,100,147,247
Bexar Brawl,2025-07-26,Open Men's 79kg,Steven Wood lll,78.5,100,105,110,130,135,-140,110,135,245
Bexar Brawl,2025-07-26,Open Men's 110kg,Guillermo Terrazas,95.85,100,105,110,130,135,-141,110,135,245
Bexar Brawl,2025-07-26,Open Men's 94kg,Preston Tickner,92.3,95,99,-103,134,137,140,99,140,239
Bexar Brawl,2025-07-26,Open Men's 110kg,Lukas Sherrard,102.95,100,105,110,128,-133,-135,110,128,238
Bexar Brawl,2025-07-26,Open Men's 88kg,Nathan Morehart,87.15,94,98,102,130,135,-140,102,135,237
Bexar Brawl,2025-07-26,Open Men's 88kg,Dionte Huggins,86.35,93,95,100,115,120,0,100,120,220
Bexar Brawl,2025-07-26,Open Men's 79kg,Michael Somoza,78.85,95,99,-105,-118,118,-121,99,118,217
Bexar Brawl,2025-07-26,Open Men's 110+kg,Jacob Calnan,123.55,84,90,95,108,113,120,95,120,215
Bexar Brawl,2025-07-26,Open Men's 79kg,Bruce Giang,77.1,90,93,-96,115,120,-125,93,120,213
Bexar Brawl,2025-07-26,Open Men's 88kg,Albert Huang,83.4,85,90,93,110,115,120,93,120,213
Bexar Brawl,2025-07-26,Open Men's 88kg,Spencer Huang,84.7,80,84,88,100,105,110,88,110,198
Bexar Brawl,2025-07-26,Open Women's 69kg,Anna Rucker,63.15,82,85,-88,107,111,-115,85,111,196
Bexar Brawl,2025-07-26,Open Men's 88kg,Edgar Trujillo-Dominguez,80.4,75,78,-82,105,108,115,78,115,193
Bexar Brawl,2025-07-26,Open Women's 86+kg,Gentry Stevenson,89.65,78,82,85,100,-105,105,85,105,190
