meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Mario Martinez Memorial Classic,2018-04-21,Open Men's 85 kg,Jacob Ceccarelli,84.2,107,112,115,130,137,137,115,137,252
Mario Martinez Memorial Classic,2018-04-21,Open Men's 77 kg,Sai-Kit Chan,76.2,-94,94,98,-120,120,-125,98,120,218
Mario Martinez Memorial Classic,2018-04-21,Open Men's 62 kg,Ling Feng Zhang,61.4,85,-90,90,105,110,115,90,115,205
Mario Martinez Memorial Classic,2018-04-21,Open Men's 77 kg,Jason Lui,75.6,85,88,-90,105,-110,110,88,110,198
Mario Martinez Memorial Classic,2018-04-21,Open Women's 69 kg,Elyssa Joy Verzosa,68.1,75,77,-80,96,-98,-98,77,96,173
Mario Martinez Memorial Classic,2018-04-21,Open Men's 77 kg,Jonathan Yu,74.7,-60,60,65,85,88,90,65,90,155
Mario Martinez Memorial Classic,2018-04-21,Open Women's 69 kg,Danielle Sheriff,67.3,60,63,-65,70,75,81,63,81,144
Mario Martinez Memorial Classic,2018-04-21,Women's Masters (35-39) 75 kg,Merrill Balassone,74.1,56,58,60,73,80,82,60,82,142
Mario Martinez Memorial Classic,2018-04-21,Women's 16-17 Age Group 48 kg,Alexia Gama,47.7,-57,57,58,73,-76,-76,58,73,131
Mario Martinez Memorial Classic,2018-04-21,Open Women's 69 kg,Karen Sun,67.6,50,52,-54,70,72,-73,52,72,124
Mario Martinez Memorial Classic,2018-04-21,Open Men's 62 kg,John Destacamento,61.9,53,-55,55,65,-70,-72,55,65,120
Mario Martinez Memorial Classic,2018-04-21,Open Women's 58 kg,Molly Gutierrez,57.1,48,50,-52,63,-65,-65,50,63,113
Mario Martinez Memorial Classic,2018-04-21,Women's Masters (50-54) 75 kg,Lori Castillo,69.12,38,41,-44,56,60,63,41,63,104
Mario Martinez Memorial Classic,2018-04-21,Women's 14-15 Age Group 69 kg,Demi Onings,67.4,40,42,44,50,53,55,44,55,99
Mario Martinez Memorial Classic,2018-04-21,Women's Masters (35-39) +90 kg,Lindsey Taylor,118.2,42,-44,44,53,54,-55,44,54,98
Mario Martinez Memorial Classic,2018-04-21,Open Women's 53 kg,Harmony Chen,51.1,35,-38,-38,55,-58,58,35,58,93
