meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Oregon State Championships,2020-10-24,Open Men's +109kg,Shane Sevcik,128.3,133,139,-145,161,172,-176,139,172,311
Oregon State Championships,2020-10-24,Open Men's 102kg,Ryan Sester,98.7,135,140,145,-165,165,-182,145,165,310
Oregon State Championships,2020-10-24,Open Men's 81kg,Tyler Hoang,80.2,120,125,130,150,157,164,130,164,294
Oregon State Championships,2020-10-24,Open Men's 89kg,Mason Haro-Kobernik,88.6,-130,-133,133,145,153,-158,133,153,286
Oregon State Championships,2020-10-24,Open Men's 96kg,David Rief,90.4,120,125,130,-140,-150,150,130,150,280
Oregon State Championships,2020-10-24,Open Men's 102kg,Kyle Lee,96.5,112,117,-122,142,147,-152,117,147,264
Oregon State Championships,2020-10-24,Open Men's 109kg,Damian Melnicove,104.4,110,115,120,130,-138,140,120,140,260
Oregon State Championships,2020-10-24,Men's Masters (40-44) 102kg,Christopher Griffiths,100,105,110,115,-132,137,-142,115,137,252
Oregon State Championships,2020-10-24,Open Men's 89kg,Nathaniel Boland,87.5,100,-104,109,125,133,141,109,141,250
Oregon State Championships,2020-10-24,Junior Men's 89kg,Kaison Uehara,84.6,97,102,106,125,130,135,106,135,241
Oregon State Championships,2020-10-24,Open Men's 81kg,Chai Saechao,75,100,-102,102,120,-125,-125,102,120,222
Oregon State Championships,2020-10-24,Junior Men's 89kg,Rafael Fernandez,88.1,95,99,-102,116,121,-124,99,121,220
Oregon State Championships,2020-10-24,Open Women's 81kg,Caroline Williams,78.7,68,71,73,85,89,92,73,92,165
Oregon State Championships,2020-10-24,Open Women's 76kg,Natalie Frank,74.7,64,67,70,84,88,91,70,91,161
Oregon State Championships,2020-10-24,Women's 16-17 Age Group +81kg,Harley Creech,84.6,-65,65,71,84,-88,89,71,89,160
Oregon State Championships,2020-10-24,Women's Masters (35-39) +87kg,Kimberlee Douglas,115.3,64,-67,68,82,87,-90,68,87,155
Oregon State Championships,2020-10-24,Open Women's 71kg,NormaJean Hatten,70.7,62,65,68,83,-87,-87,68,83,151
Oregon State Championships,2020-10-24,Women's Masters (35-39) 71kg,Alise Enriquez,66.2,60,63,-66,80,83,86,63,86,149
Oregon State Championships,2020-10-24,Open Women's 64kg,Marisa Mazza,63.5,57,60,63,77,80,83,63,83,146
Oregon State Championships,2020-10-24,Open Women's 59kg,Adela Bower,58.5,53,56,59,73,-77,77,59,77,136
Oregon State Championships,2020-10-24,Men's 14-15 Age Group 61kg,Tyler Evens,60,54,57,60,60,65,70,60,70,130
Oregon State Championships,2020-10-24,Women's 14-15 Age Group +76kg,Emma Dalke,84.1,-51,54,-56,62,65,68,54,68,122
Oregon State Championships,2020-10-24,Women's Masters (65-69) 64kg,Holly Arrow,63,47,49,-51,63,-66,-67,49,63,112
Oregon State Championships,2020-10-24,Women's 16-17 Age Group 55kg,Mackenzie Walker,52.6,38,41,45,48,52,-56,45,52,97
Oregon State Championships,2020-10-24,Men's 13 Under Age Group 44kg,Memphis Fishler,41.1,22,24,-26,30,32,33,24,33,57
Oregon State Championships,2020-10-24,Women's 13 Under Age Group 40kg,Amelia Cone,36.9,21,22,-24,29,31,33,22,33,55
Oregon State Championships,2020-10-24,Open Women's 76kg,Ashley Kondziela,73.8,-68,-68,-68,-85,-85,0,0,0,0
