meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
West Essex Open,2025-01-26,Men's Masters (35-39) 102kg,Daniel Dodd,99.15,138,-143,-145,165,175,182,138,182,320
West Essex Open,2025-01-26,Open Men's 81kg,Sergio Castillo,73.25,110,114,-117,140,-145,-145,114,140,254
West Essex Open,2025-01-26,Open Men's 89kg,Jan Dayleg,86.75,100,104,108,130,136,140,108,140,248
West Essex Open,2025-01-26,Open Men's 81kg,Daniel Greco,79.65,-100,-104,106,115,123,131,106,131,237
West Essex Open,2025-01-26,Open Men's 96kg,Xavier Vivanz,94.15,-95,101,-105,120,125,128,101,128,229
West Essex Open,2025-01-26,Open Men's 109kg,John Lloyd,107.65,85,-88,90,115,120,125,90,125,215
West Essex Open,2025-01-26,Open Men's 96kg,Luis Grullon,93.6,90,95,-100,115,120,-125,95,120,215
West Essex Open,2025-01-26,Open Men's 89kg,Brandon Rodriguez,87.45,95,-100,-102,115,120,-128,95,120,215
West Essex Open,2025-01-26,Open Men's 89kg,Joseph Mattera,88.4,78,82,-85,110,114,118,82,118,200
West Essex Open,2025-01-26,Open Men's 89kg,Wilmot Wilson,85.2,-85,-85,85,112,-117,-117,85,112,197
West Essex Open,2025-01-26,Men's Masters (40-44) 109kg,Luke Hornblower,107.15,70,74,78,110,114,118,78,118,196
West Essex Open,2025-01-26,Men's Masters (40-44) 89kg,Matthew Grande,85.4,75,-78,80,110,115,-120,80,115,195
West Essex Open,2025-01-26,Open Men's 73kg,Andres McRea,69.25,80,85,-90,110,-115,-115,85,110,195
West Essex Open,2025-01-26,Open Men's 89kg,Jason King,87.65,-80,80,-85,107,112,-117,80,112,192
West Essex Open,2025-01-26,Men's Masters (55-59) 89kg,John Dalessio,85.3,-80,80,-85,105,105,110,80,110,190
West Essex Open,2025-01-26,Men's Masters (40-44) 96kg,Morgan McGowan,94.8,75,-80,80,95,100,-103,80,100,180
West Essex Open,2025-01-26,Men's Masters (45-49) 96kg,David Pina,92.5,65,72,-75,95,100,-105,72,100,172
West Essex Open,2025-01-26,Men's Masters (45-49) 109kg,Matt Greene,104.35,64,67,70,94,97,100,70,100,170
West Essex Open,2025-01-26,Men's Masters (35-39) 81kg,WILSON SALAZAR,73.25,70,72,-79,90,95,-105,72,95,167
West Essex Open,2025-01-26,Open Women's 71kg,Ella Ponterio,67.95,-70,-70,71,90,95,-100,71,95,166
West Essex Open,2025-01-26,Women's Masters (35-39) 71kg,Daniella Verhoest,68.55,72,-76,-76,85,88,91,72,91,163
West Essex Open,2025-01-26,Men's Masters (35-39) 96kg,Christopher Cunha,94.05,66,69,74,-80,81,85,74,85,159
West Essex Open,2025-01-26,Open Men's 89kg,Michael Van Winkle,87.15,64,68,-70,85,90,-93,68,90,158
West Essex Open,2025-01-26,Men's Masters (55-59) 81kg,Aleksey Khomenko,73.22,60,65,68,80,85,-88,68,85,153
West Essex Open,2025-01-26,Men's Masters (45-49) 81kg,Derrick Shearer,77.65,61,65,-69,78,82,87,65,87,152
West Essex Open,2025-01-26,Open Women's 76kg,Kate Freyberger,72.85,57,61,-64,80,85,-91,61,85,146
West Essex Open,2025-01-26,Open Women's 76kg,Victoria Rotberg,72.3,-58,61,64,70,74,-79,64,74,138
West Essex Open,2025-01-26,Open Women's 64kg,Melissa Kopchynski,62.2,52,55,58,70,73,76,58,76,134
West Essex Open,2025-01-26,Open Women's +87kg,Lauren Sanders,87.25,45,48,-53,58,64,70,48,70,118
West Essex Open,2025-01-26,Open Women's +87kg,Ella Bishop,103.15,-44,44,47,50,55,62,47,62,109
