meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Olympia Winter Cup,2016-02-27,Open Men's 85 kg,James Ellis,84.7,123,127,131,155,161,-169,131,161,292
Olympia Winter Cup,2016-02-27,Open Men's+105 kg,Justin Baumgartner,112.5,115,123,130,155,-170,-170,130,155,285
Olympia Winter Cup,2016-02-27,Open Men's+105 kg,Tyler Friedrich,123.1,115,120,-125,155,-160,161,120,161,281
Olympia Winter Cup,2016-02-27,Open Men's 85 kg,Michael Frazier,83.7,120,125,127,145,150,-154,127,150,277
Olympia Winter Cup,2016-02-27,Open Men's 105 kg,Austin Byers,103.2,126,-130,-133,150,-155,0,126,150,276
Olympia Winter Cup,2016-02-27,Open Men's 85 kg,Giorgio Giurdanella,84.7,115,-119,119,155,-162,-162,119,155,274
Olympia Winter Cup,2016-02-27,Open Men's+105 kg,Shawn Hanrahan,111.9,-113,115,118,140,-145,-145,118,140,258
Olympia Winter Cup,2016-02-27,Open Men's 77 kg,Ali Runyan,75.8,95,96,98,-125,125,128,98,128,226
Olympia Winter Cup,2016-02-27,Open Men's+105 kg,Tommy Tracas,147.7,85,-90,90,112,117,122,90,122,212
Olympia Winter Cup,2016-02-27,Open Men's 105 kg,Alfred Magalona,100.1,92,96,-101,100,106,112,96,112,208
Olympia Winter Cup,2016-02-27,Open Men's 105 kg,Ronald Ransom,104.5,85,89,92,108,112,116,92,116,208
Olympia Winter Cup,2016-02-27,Open Men's 94 kg,David Patterson,91.6,85,-88,88,101,104,107,88,107,195
Olympia Winter Cup,2016-02-27,Open Men's+105 kg,daniel herrera,106.7,-85,85,-88,110,-116,-116,85,110,195
Olympia Winter Cup,2016-02-27,Open Men's 85 kg,Brian Strobel,80.1,70,75,79,100,105,-110,79,105,184
Olympia Winter Cup,2016-02-27,Open Men's 77 kg,Benjamin Kissick,74.2,79,84,-87,96,99,-103,84,99,183
Olympia Winter Cup,2016-02-27,Open Men's 105 kg,Julio Laboy,104.4,75,80,85,90,95,-100,85,95,180
Olympia Winter Cup,2016-02-27,Open Men's 94 kg,Arthur Pfund,90.1,66,71,76,91,-97,-103,76,91,167
Olympia Winter Cup,2016-02-27,Open Women's +75 Kg,Sashia Azeredo,78.3,59,65,71,80,86,92,71,92,163
Olympia Winter Cup,2016-02-27,Open Women's 75 kg,Meagan Cole,72.4,65,67,70,81,86,-91,70,86,156
Olympia Winter Cup,2016-02-27,Women's 14-15 Age Group 58 kg,Peyton Brown,57.8,61,63,65,73,75,77,65,77,142
Olympia Winter Cup,2016-02-27,Open Women's 63 kg,Hilary Reznick,62,55,-59,-60,75,80,-85,55,80,135
Olympia Winter Cup,2016-02-27,Open Women's 63 kg,Natalie Whalen,60.5,57,61,63,-67,67,71,63,71,134
Olympia Winter Cup,2016-02-27,Open Women's 63 kg,Kimberly Dioszegi,62,55,-58,62,66,70,72,62,72,134
Olympia Winter Cup,2016-02-27,Open Women's +75 Kg,Jessika Tweedy,78.1,45,50,56,55,60,70,56,70,126
Olympia Winter Cup,2016-02-27,Women's Masters (35-39) +75 kg,Mara Arrieta,89.8,47,50,-52,65,69,71,50,71,121
Olympia Winter Cup,2016-02-27,Open Women's 58 kg,Riley Orr,57.6,45,48,-51,65,-68,70,48,70,118
Olympia Winter Cup,2016-02-27,Open Women's 63 kg,Molly Koman,59.3,50,-53,-53,65,-70,-70,50,65,115
Olympia Winter Cup,2016-02-27,Open Women's 75 kg,Kathryn Mallott,70.8,47,-50,51,57,60,63,51,63,114
Olympia Winter Cup,2016-02-27,Open Women's +75 Kg,Isabella chaidez,93.5,50,-53,-53,53,60,-64,50,60,110
Olympia Winter Cup,2016-02-27,Open Women's 58 kg,Marlene Soto,55.2,41,46,-51,57,61,-65,46,61,107
Olympia Winter Cup,2016-02-27,Women's Masters (50-54) 63 kg,Monique Wall,63,46,-49,-50,55,-59,-59,46,55,101
Olympia Winter Cup,2016-02-27,Women's 16-17 Age Group 69 kg,Alexis Ornelas,65.2,38,41,-44,-48,48,51,41,51,92
