meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Lorton Strength Classic,2016-07-24,Open Men's 77 kg,Ikaika Kua-Nachor,74.96,-111,-115,115,135,-141,144,115,144,259
Lorton Strength Classic,2016-07-24,Open Men's 85 kg,Hyeok Kwon,83.48,113,-121,-121,-137,138,-143,113,138,251
Lorton Strength Classic,2016-07-24,Open Men's 105 kg,Nathan Schwartz,97.95,100,105,110,130,135,140,110,140,250
Lorton Strength Classic,2016-07-24,Open Men's 105 kg,Matthew Longworth,95.7,110,115,-119,125,-130,132,115,132,247
Lorton Strength Classic,2016-07-24,Open Men's 85 kg,Onzy Elam II,81.36,95,102,110,-125,130,-136,110,130,240
Lorton Strength Classic,2016-07-24,Open Men's 94 kg,Jonathan Politte,90.81,98,101,103,130,133,137,103,137,240
Lorton Strength Classic,2016-07-24,Open Men's 94 kg,Christopher Richelderfer,87.73,97,102,-107,132,137,-141,102,137,239
Lorton Strength Classic,2016-07-24,Open Men's 85 kg,thomas hopkins,82.23,102,105,-109,122,-125,126,105,126,231
Lorton Strength Classic,2016-07-24,Open Men's 94 kg,Jin Ahn,88.02,95,-100,-102,123,-128,-128,95,123,218
Lorton Strength Classic,2016-07-24,Open Men's 94 kg,Adrian Francis,92.56,89,-93,93,-120,120,-123,93,120,213
Lorton Strength Classic,2016-07-24,Open Men's 105 kg,Martin Pfeifer,101.4,87,-93,94,110,116,-118,94,116,210
Lorton Strength Classic,2016-07-24,Open Men's 94 kg,DJ Holder,92.5,87,91,-95,105,113,-117,91,113,204
Lorton Strength Classic,2016-07-24,Open Men's 77 kg,Michael Wallace,76.15,-86,88,91,112,-115,0,91,112,203
Lorton Strength Classic,2016-07-24,Open Men's 69 kg,Gregory Casanova,68.5,84,89,-94,104,-111,111,89,111,200
Lorton Strength Classic,2016-07-24,Open Men's 77 kg,Joseph Green,75.05,80,-85,85,105,110,-113,85,110,195
Lorton Strength Classic,2016-07-24,Open Men's 85 kg,Jonathan Rankin,82.8,75,-79,80,100,105,-108,80,105,185
Lorton Strength Classic,2016-07-24,Open Men's 69 kg,Bradley Jenkins,68.63,-77,-77,77,103,-105,-105,77,103,180
Lorton Strength Classic,2016-07-24,Open Men's 77 kg,Nicholas Corea,76,73,77,-82,94,100,102,77,102,179
Lorton Strength Classic,2016-07-24,Women's Masters (35-39) 63 kg,Stephanie Hay,61.8,70,75,80,86,91,95,80,95,175
Lorton Strength Classic,2016-07-24,Open Men's 105 kg,Miguel Perez Diaz,99.9,-80,-80,80,90,-95,-100,80,90,170
Lorton Strength Classic,2016-07-24,Open Women's 63 kg,Lisa Giordano,60.9,66,69,-75,85,90,-94,69,90,159
Lorton Strength Classic,2016-07-24,Open Women's 63 kg,Hayley Peters,60.1,58,61,-64,77,-81,81,61,81,142
Lorton Strength Classic,2016-07-24,Women's Masters (35-39) 58 kg,Karla Larson,57,57,-59,59,75,78,80,59,80,139
Lorton Strength Classic,2016-07-24,Women's Masters (35-39) 63 kg,Jennifer Sahlberg,61.6,56,57,59,75,-77,78,59,78,137
Lorton Strength Classic,2016-07-24,Open Women's +75 Kg,Ryan Crosby,86.9,55,-60,-60,75,77,80,55,80,135
Lorton Strength Classic,2016-07-24,Open Women's +75 Kg,Kristina Wolford,85.1,54,58,-60,70,-74,-77,58,70,128
Lorton Strength Classic,2016-07-24,Women's Masters (40-44) +75 kg,Elizabeth Korchnak,78.4,51,-53,-54,66,70,73,51,73,124
Lorton Strength Classic,2016-07-24,Women's Masters (40-44) 63 kg,Shannon Whiteman,62.4,48,51,-55,72,-76,-76,51,72,123
Lorton Strength Classic,2016-07-24,Women's Masters (40-44) 75 kg,Jessica Wilson,73.7,50,53,-56,61,68,-73,53,68,121
Lorton Strength Classic,2016-07-24,Open Women's 58 kg,Kelly Chang,55.2,-48,-50,52,60,64,68,52,68,120
Lorton Strength Classic,2016-07-24,Open Women's 63 kg,Natalia Rodrigues,61.4,40,45,-51,56,60,-65,45,60,105
Lorton Strength Classic,2016-07-24,Women's Masters (35-39) +75 kg,Audra Lavik,97.7,40,45,-50,51,55,60,45,60,105
Lorton Strength Classic,2016-07-24,Women's Masters (35-39) 58 kg,Antonia Plazibat,56,40,42,44,52,56,60,44,60,104
Lorton Strength Classic,2016-07-24,Open Women's 75 kg,Nadia Gorski,73.1,-45,46,49,55,-57,-57,49,55,104
Lorton Strength Classic,2016-07-24,Women's Masters (40-44) 63 kg,Rebecca Garringer,62.3,36,-38,40,55,-58,-61,40,55,95
Lorton Strength Classic,2016-07-24,Women's Masters (45-49) +75 kg,Jana Berhow,86.8,37,39,-41,46,48,50,39,50,89
Lorton Strength Classic,2016-07-24,Women's Masters (35-39) 69 kg,Abigail Lara,67.8,34,-37,37,43,46,49,37,49,86
Lorton Strength Classic,2016-07-24,Women's 14-15 Age Group 58 kg,Ever Reiko Herman,54,34,36,-39,38,41,46,36,46,82
