meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
XO's and Kilos,2024-02-17,Open Men's 89kg,Garrett McCord,89,107,110,113,130,134,138,113,138,251
XO's and Kilos,2024-02-17,Open Men's 96kg,Preston Tickner,94.4,85,88,-91,-131,131,134,88,134,222
XO's and Kilos,2024-02-17,Women's Masters (35-39) 87kg,Mary Quigley,83.8,68,71,74,88,93,98,74,98,172
XO's and Kilos,2024-02-17,Open Women's 71kg,Monique Montelongo ,68.85,45,48,51,60,63,-65,51,63,114
XO's and Kilos,2024-02-17,Open Women's 81kg,Alyxandra McClelland,76.8,43,45,48,57,60,-63,48,60,108
XO's and Kilos,2024-02-17,Open Women's 76kg,Tiana Trejo,73.05,35,38,41,53,57,61,41,61,102
XO's and Kilos,2024-02-17,Open Women's 64kg,Lauren Stoner,61.4,41,-43,-43,55,57,-62,41,57,98
XO's and Kilos,2024-02-17,Women's Masters (35-39) 87kg,Kristen  Nelson ,83.15,28,30,32,40,43,46,32,46,78
XO's and Kilos,2024-02-17,Open Men's 73kg,Cory O'Connor,72.2,-108,-112,-112,-140,-141,-141,0,0,0
XO's and Kilos,2024-02-17,Men's 14-15 Age Group +89kg,Roman Alexander Paez,105.4,-58,-58,-58,70,73,76,0,76,0
