meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Lift Lift Boom,2015-08-08,Open Men's 85 kg,Anthony Torsell,82.2,100,105,-110,-142,-142,142,105,142,247
Lift Lift Boom,2015-08-08,Open Men's 77 kg,Nicholas Cousino,76,80,90,92,105,111,122,92,122,214
Lift Lift Boom,2015-08-08,Open Men's 85 kg,Adam Olson,81.3,-91,91,-94,121,-125,-125,91,121,212
Lift Lift Boom,2015-08-08,Open Men's 69 kg,mychael swenning,64.6,85,88,-91,105,107,-110,88,107,195
Lift Lift Boom,2015-08-08,Open Men's 77 kg,Clayton De Laney,75,68,71,76,92,98,105,76,105,181
Lift Lift Boom,2015-08-08,Open Men's 77 kg,Carl Johnson,74.3,70,74,-77,75,85,88,74,88,162
Lift Lift Boom,2015-08-08,Open Women's 58 kg,Kinsey Hindman,57.2,55,-57,-57,71,72,74,55,74,129
Lift Lift Boom,2015-08-08,Open Men's 62 kg,Juan Lopez,57,35,38,47,55,60,68,47,68,115
Lift Lift Boom,2015-08-08,Open Women's 58 kg,Maria Snyder,56.1,-50,-51,51,61,-64,-64,51,61,112
Lift Lift Boom,2015-08-08,Open Women's 58 kg,Aarika Johnson,56.9,28,31,35,41,45,-50,35,45,80
Lift Lift Boom,2015-08-08,Women's 14-15 Age Group +69 kg,Cassidy Cecil,71.6,-30,30,-32,35,40,-45,30,40,70
Lift Lift Boom,2015-08-08,Open Men's+105 kg,Quintin Vigil-Highhawk,133.6,-55,-55,-55,70,-75,-75,0,70,70
Lift Lift Boom,2015-08-08,Women's 14-15 Age Group 53 kg,Tayler Galloway,51.3,30,32,-35,35,-40,-40,32,35,67
Lift Lift Boom,2015-08-08,Women's 13 Under Age Group 39kg,Kaytlin Sprague,37.2,20,-23,-23,25,30,-35,20,30,50
Lift Lift Boom,2015-08-08,Women's 14-15 Age Group 48 kg,Bailey Sprague,44.6,-30,-30,-30,35,-37,-37,0,35,35
