meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Handle Barbell Open,2015-07-18,Open Men's 85 kg,Christopher Taber,84.9,115,118,121,140,145,-150,121,145,266
Handle Barbell Open,2015-07-18,Open Men's 85 kg,Martin Stern,83.3,103,108,113,134,140,-145,113,140,253
Handle Barbell Open,2015-07-18,Open Men's 94 kg,Jacob Bennett,89.4,105,110,-115,135,-140,141,110,141,251
Handle Barbell Open,2015-07-18,Open Men's 105 kg,Robert Gum,102.4,100,105,110,130,-137,-141,110,130,240
Handle Barbell Open,2015-07-18,Open Men's 85 kg,Greg Hartsfield,82.1,90,95,100,115,120,122,100,122,222
Handle Barbell Open,2015-07-18,Open Men's 77 kg,Rob Turner,76.5,93,98,-102,120,-125,-127,98,120,218
Handle Barbell Open,2015-07-18,Open Men's 105 kg,Brian Scott,101.4,86,95,-100,118,-125,-125,95,118,213
Handle Barbell Open,2015-07-18,Open Men's 85 kg,Jeffery Nelson,84.4,91,94,-98,110,115,-119,94,115,209
Handle Barbell Open,2015-07-18,Open Men's 77 kg,Dylan Suarez,75.2,86,89,92,113,114,-117,92,114,206
Handle Barbell Open,2015-07-18,Open Men's 85 kg,Steve Owens,77.4,82,86,-89,110,114,-120,86,114,200
Handle Barbell Open,2015-07-18,Open Men's 77 kg,Kaleb Sargent,76.7,90,94,-98,-100,105,-109,94,105,199
Handle Barbell Open,2015-07-18,Open Men's 69 kg,Zachary Hall,67.2,75,-80,-85,112,117,122,75,122,197
Handle Barbell Open,2015-07-18,Open Men's 105 kg,Matt Morton,95.3,75,80,-85,110,117,-121,80,117,197
Handle Barbell Open,2015-07-18,Open Men's 69 kg,Ben Prior,62.1,84,87,-90,104,109,-113,87,109,196
Handle Barbell Open,2015-07-18,Open Women's +75 Kg,Megan Poole,75,80,83,86,101,104,107,86,107,193
Handle Barbell Open,2015-07-18,Open Men's 77 kg,Richard Tarleton,73.3,80,-85,85,100,105,-115,85,105,190
Handle Barbell Open,2015-07-18,Open Men's 94 kg,Johnathan Brown,88.7,85,-91,-94,100,105,-118,85,105,190
Handle Barbell Open,2015-07-18,Open Men's 105 kg,Caleb Friddell,101.3,80,-85,-85,100,-105,-105,80,100,180
Handle Barbell Open,2015-07-18,Open Men's 94 kg,Ian Dillon,89.2,78,82,-85,93,97,-100,82,97,179
Handle Barbell Open,2015-07-18,Open Men's 77 kg,Jared Knaffl,75.7,72,-76,-76,95,-99,99,72,99,171
Handle Barbell Open,2015-07-18,Open Women's 58 kg,Cassidy Tipton,57.3,65,-69,-71,83,85,90,65,90,155
Handle Barbell Open,2015-07-18,Open Women's 69 kg,Abby Suarez,69,59,62,-65,87,90,93,62,93,155
Handle Barbell Open,2015-07-18,Open Men's 94 kg,Jackson Rhudy,91.5,60,63,66,80,85,88,66,88,154
Handle Barbell Open,2015-07-18,Open Men's+105 kg,Joseph Smith,145.7,103,108,-113,45,0,0,108,45,153
Handle Barbell Open,2015-07-18,Open Women's 69 kg,Sarah Morgan,67.6,63,66,-70,75,80,83,66,83,149
Handle Barbell Open,2015-07-18,Open Women's 69 kg,Olivia Scott,68.6,55,58,61,76,-80,80,61,80,141
Handle Barbell Open,2015-07-18,Open Men's 94 kg,Jason Collett,92.1,-112,-115,-115,135,140,-145,0,140,140
Handle Barbell Open,2015-07-18,Open Men's 62 kg,Evan Burress,60,56,-61,-61,79,82,-85,56,82,138
Handle Barbell Open,2015-07-18,Open Women's 63 kg,Katelyn Mcconnell,63,53,54,-56,76,80,-82,54,80,134
Handle Barbell Open,2015-07-18,Open Women's +75 Kg,Lindsay Watson,81.5,55,58,-61,66,-70,72,58,72,130
Handle Barbell Open,2015-07-18,Open Men's 94 kg,Robert Duncan,90,-57,57,59,-63,63,66,59,66,125
Handle Barbell Open,2015-07-18,Open Women's +75 Kg,Sarah O'Hern,84.5,44,-46,-46,57,59,61,44,61,105
Handle Barbell Open,2015-07-18,Open Men's 69 kg,Aaron Scalf,68.7,98,-100,-100,-118,-118,-118,98,0,98
Handle Barbell Open,2015-07-18,Open Women's 69 kg,Audrey Bagley,67.4,40,-44,-44,50,53,57,40,57,97
Handle Barbell Open,2015-07-18,Open Women's 69 kg,Jessica Kinsler,69,-57,-63,63,-78,-78,-78,63,0,63
Handle Barbell Open,2015-07-18,Open Women's +75 Kg,Heather Abbott,78.9,-49,-49,49,-65,-68,-68,49,0,49
Handle Barbell Open,2015-07-18,Open Women's 69 kg,Emily Brockelman,63.6,-58,-58,-58,0,0,0,0,0,0
