meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2015 Hassle Free Spring Breaker,2015-03-29,Open Men's 105 kg,David Garcia,104,-155,155,-160,-196,196,-206,155,196,351
2015 Hassle Free Spring Breaker,2015-03-29,Open Men's+105 kg,Brian Wilhelm,138.61,-150,150,-157,195,-205,-206,150,195,345
2015 Hassle Free Spring Breaker,2015-03-29,Open Men's+105 kg,Charlie Zamora,106.95,133,-137,-137,160,-166,-167,133,160,293
2015 Hassle Free Spring Breaker,2015-03-29,Open Men's 105 kg,Isaac Villagrana,104.66,120,125,130,160,-168,-168,130,160,290
2015 Hassle Free Spring Breaker,2015-03-29,Open Men's 94 kg,Larry Hutchinson,93.19,120,126,-132,153,159,-163,126,159,285
2015 Hassle Free Spring Breaker,2015-03-29,Open Men's+105 kg,Patrick Kern,111.64,120,125,-130,160,-165,-170,125,160,285
2015 Hassle Free Spring Breaker,2015-03-29,Open Men's 105 kg,Kris Mares,103.5,117,-122,-122,158,165,-170,117,165,282
2015 Hassle Free Spring Breaker,2015-03-29,Open Men's 94 kg,Dylan Esterovich,93.33,123,-128,128,145,150,-153,128,150,278
2015 Hassle Free Spring Breaker,2015-03-29,Open Men's 94 kg,Andy Garcia,92.33,116,120,125,145,150,-155,125,150,275
2015 Hassle Free Spring Breaker,2015-03-29,Open Men's+105 kg,Collin Luu,108.61,115,-119,120,140,-145,145,120,145,265
2015 Hassle Free Spring Breaker,2015-03-29,Open Men's 77 kg,Jsymel Tiongson,76.06,108,112,-115,133,138,-140,112,138,250
2015 Hassle Free Spring Breaker,2015-03-29,Open Men's 77 kg,Jason Marks,76.8,-104,104,109,136,141,-144,109,141,250
2015 Hassle Free Spring Breaker,2015-03-29,Open Men's 105 kg,Hunter Duncan,101.25,105,110,-115,130,135,140,110,140,250
