meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Athletic Lab Summer Classic,2017-06-25,Open Men's 105 kg,John Smith,102.7,114,-117,121,138,148,150,121,150,271
Athletic Lab Summer Classic,2017-06-25,Open Men's 105 kg,Morgan Lusk,104.4,107,113,120,127,-132,-138,120,127,247
Athletic Lab Summer Classic,2017-06-25,Open Men's 94 kg,Alan Colvin,90.4,-100,100,106,115,120,125,106,125,231
Athletic Lab Summer Classic,2017-06-25,Open Men's 105 kg,Matthew Cooney,95.8,100,-103,103,115,118,-120,103,118,221
Athletic Lab Summer Classic,2017-06-25,Open Men's 77 kg,Joshua Shaddox,75.8,85,90,-95,118,124,128,90,128,218
Athletic Lab Summer Classic,2017-06-25,Open Men's 85 kg,Michael Young,78,85,-90,95,110,-115,115,95,115,210
Athletic Lab Summer Classic,2017-06-25,Open Men's 77 kg,Ryan Daigle,76.8,-87,88,93,108,112,-117,93,112,205
Athletic Lab Summer Classic,2017-06-25,Open Men's 94 kg,Donald Matz,92.9,88,-92,-94,108,111,113,88,113,201
Athletic Lab Summer Classic,2017-06-25,Open Men's 62 kg,Joseph DarderUquillas,61,90,95,98,100,-105,-105,98,100,198
Athletic Lab Summer Classic,2017-06-25,Open Men's 94 kg,Michael Joyce,91,72,76,80,95,100,107,80,107,187
Athletic Lab Summer Classic,2017-06-25,Open Men's 85 kg,Joshua Lorbacher,84,65,68,70,98,101,-103,70,101,171
Athletic Lab Summer Classic,2017-06-25,Open Women's 90 kg,Monique Stewart,83.6,67,70,-75,-91,91,97,70,97,167
Athletic Lab Summer Classic,2017-06-25,Open Women's 63 kg,Samantha Kirkland,62.7,65,-70,-72,81,-85,-91,65,81,146
Athletic Lab Summer Classic,2017-06-25,Open Women's 63 kg,Annette Bodenheimer,59.3,-57,57,59,79,-81,81,59,81,140
Athletic Lab Summer Classic,2017-06-25,Open Women's 53 kg,LaDonna Byarse,52.7,-55,55,-59,73,76,78,55,78,133
Athletic Lab Summer Classic,2017-06-25,Open Women's 58 kg,Hannah Trinh,57.9,-46,-53,53,70,-77,77,53,77,130
Athletic Lab Summer Classic,2017-06-25,Open Men's 85 kg,Sunil Bhide,84.9,43,46,49,64,69,-73,49,69,118
Athletic Lab Summer Classic,2017-06-25,Open Men's 77 kg,Edward Blair,76.3,-88,-88,-88,-107,107,-112,0,107,107
Athletic Lab Summer Classic,2017-06-25,Open Men's 105 kg,Derek Elder,104.3,88,-91,94,-116,-120,-121,94,0,94
