meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Derby Weightlifting Classic,2017-05-06,Open Men's+105 kg,Jeb Smith,151,110,120,130,140,150,160,130,160,290
Derby Weightlifting Classic,2017-05-06,Open Men's 105 kg,Jeffery Johnson,95.8,100,110,-121,120,130,-140,110,130,240
Derby Weightlifting Classic,2017-05-06,Open Women's 90 kg,Amy Eichorn,80.1,70,73,-76,87,91,-96,73,91,164
Derby Weightlifting Classic,2017-05-06,Open Women's +90 kg,Madison Fosson,112,-61,61,64,87,-90,-91,64,87,151
Derby Weightlifting Classic,2017-05-06,Open Women's 69 kg,Lauren Faust,68.5,55,59,-62,70,75,81,59,81,140
Derby Weightlifting Classic,2017-05-06,Women's Masters (35-39) 69 kg,A. Isabelle Miller,66.2,55,60,63,65,70,-78,63,70,133
Derby Weightlifting Classic,2017-05-06,Open Men's 85 kg,David Sandifer,83.8,-55,55,-60,65,-68,68,55,68,123
Derby Weightlifting Classic,2017-05-06,Open Women's 69 kg,Kelsey Hack,63.1,50,52,54,63,66,-69,54,66,120
Derby Weightlifting Classic,2017-05-06,Open Women's 69 kg,Katie Bleyer,63.4,50,53,-55,60,-63,-65,53,60,113
Derby Weightlifting Classic,2017-05-06,Open Women's +90 kg,Jesie White,111.5,43,45,47,53,56,-60,47,56,103
Derby Weightlifting Classic,2017-05-06,Women's Masters (35-39) 90 kg,J. Kathryn Carter,80.5,42,44,-46,58,-61,-62,44,58,102
Derby Weightlifting Classic,2017-05-06,Women's Masters (50-54) 63 kg,SHEILA HELLER,62,43,46,49,52,-55,-57,49,52,101
