meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Dallas Weightlifting Classic,2018-07-22,Open Men's 105 kg,Stanley Bastien,100.95,120,127,133,150,157,162,133,162,295
Dallas Weightlifting Classic,2018-07-22,Open Men's 105 kg,Wyatt Quintero,96.85,122,127,130,147,152,160,130,160,290
Dallas Weightlifting Classic,2018-07-22,Open Men's+105 kg,Steve Hegarty,105.5,130,-134,135,147,150,-154,135,150,285
Dallas Weightlifting Classic,2018-07-22,Open Men's 94 kg,Chase Durham,92.3,125,-131,-136,150,155,-161,125,155,280
Dallas Weightlifting Classic,2018-07-22,Open Men's+105 kg,Gerardo Delgado,108.2,105,110,118,138,145,150,118,150,268
Dallas Weightlifting Classic,2018-07-22,Open Men's 94 kg,Zachary Moore,91.8,110,113,116,143,146,150,116,150,266
Dallas Weightlifting Classic,2018-07-22,Open Men's 94 kg,Braden Everding,93.55,115,120,-125,142,-147,-148,120,142,262
Dallas Weightlifting Classic,2018-07-22,Open Men's+105 kg,Sergio Luna,109.75,105,110,117,135,140,140,117,140,257
Dallas Weightlifting Classic,2018-07-22,Open Men's 105 kg,Robert Brown,95,107,112,117,140,140,140,117,140,257
Dallas Weightlifting Classic,2018-07-22,Open Men's 94 kg,Matthew Barksdale,90.1,100,105,110,130,135,141,110,141,251
Dallas Weightlifting Classic,2018-07-22,Open Men's+105 kg,Kevin Frye,144,106,111,116,125,134,-140,116,134,250
Dallas Weightlifting Classic,2018-07-22,Open Men's 85 kg,Sean Peterson,82.2,98,103,108,125,130,-135,108,130,238
Dallas Weightlifting Classic,2018-07-22,Open Men's+105 kg,Peter Drauden,111.6,100,105,108,118,123,127,108,127,235
Dallas Weightlifting Classic,2018-07-22,Open Men's 105 kg,Geovanni Barron,94.5,90,95,100,-130,130,-140,100,130,230
Dallas Weightlifting Classic,2018-07-22,Open Men's 105 kg,Derek Alford,98.2,92,100,106,110,120,-130,106,120,226
Dallas Weightlifting Classic,2018-07-22,Open Men's 85 kg,Gregory Herrman,78.55,86,90,95,130,-140,-140,95,130,225
Dallas Weightlifting Classic,2018-07-22,Open Men's 85 kg,Matthew Mitchell,82.3,93,97,100,110,-115,115,100,115,215
Dallas Weightlifting Classic,2018-07-22,Open Men's 105 kg,Jim Bosker,95.75,82,86,88,107,-112,112,88,112,200
Dallas Weightlifting Classic,2018-07-22,Open Men's 85 kg,Anthony McKee,80.6,88,-92,92,108,-114,-115,92,108,200
Dallas Weightlifting Classic,2018-07-22,Open Men's 94 kg,Alec pham,91.6,74,76,81,102,106,110,81,110,191
Dallas Weightlifting Classic,2018-07-22,Open Women's 69 kg,Megan Munsell,68.45,75,78,81,98,101,104,81,104,185
Dallas Weightlifting Classic,2018-07-22,Open Men's 105 kg,RYAN CAMACHO,102.75,75,78,78,100,100,105,78,105,183
Dallas Weightlifting Classic,2018-07-22,Open Men's 94 kg,Dane Patterson,90.6,74,77,80,95,98,102,80,102,182
Dallas Weightlifting Classic,2018-07-22,Open Women's 90 kg,Christine Smith,84.05,71,72,75,92,96,100,75,100,175
Dallas Weightlifting Classic,2018-07-22,Open Women's 58 kg,Karina Velez,56.95,72,72,75,91,95,98,75,98,173
Dallas Weightlifting Classic,2018-07-22,Open Women's 90 kg,lisel kraus,89.2,65,70,76,85,93,95,76,95,171
Dallas Weightlifting Classic,2018-07-22,Open Men's 56 kg,Dhenmark Padecio,55.85,73,77,-81,90,93,-97,77,93,170
Dallas Weightlifting Classic,2018-07-22,Open Women's 75 kg,Stephanie Turner,70.05,77,77,77,90,93,93,77,93,170
Dallas Weightlifting Classic,2018-07-22,Open Men's 105 kg,Steven Moen,103.8,73,76,79,86,89,91,79,91,170
