meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Rochester Qualifier,2016-05-13,Open Men's 85 kg,Tate Rench,77.2,100,-105,-105,125,130,135,100,135,235
Rochester Qualifier,2016-05-13,Open Men's 85 kg,Nicholas Coleman,83.8,100,102,-105,120,-125,128,102,128,230
Rochester Qualifier,2016-05-13,Open Men's 77 kg,William Meacham,75.6,84,87,90,107,-111,113,90,113,203
Rochester Qualifier,2016-05-13,Open Men's 94 kg,Quentin Chatman,89.2,78,82,-84,105,110,-112,82,110,192
Rochester Qualifier,2016-05-13,Open Men's 77 kg,Cyrus Scott,76.7,-70,70,73,-90,90,95,73,95,168
Rochester Qualifier,2016-05-13,Open Men's 77 kg,Brennan Theis,69.9,58,62,66,81,86,-92,66,86,152
Rochester Qualifier,2016-05-13,Open Men's 77 kg,Andrew Coleman,72.2,55,-58,-58,65,-70,70,55,70,125
Rochester Qualifier,2016-05-13,Women's 14-15 Age Group 63 kg,Libertie Ryan,60.3,49,51,53,64,67,70,53,70,123
Rochester Qualifier,2016-05-13,Open Men's 62 kg,Skyler Bennyhoff,57.3,42,45,-48,58,61,63,45,63,108
Rochester Qualifier,2016-05-13,Women's 16-17 Age Group 58 kg,Rudi Lien,56.6,-42,-42,42,53,-57,-57,42,53,95
Rochester Qualifier,2016-05-13,Men's 13 Under Age Group 62 Kg,Jacob Meacham,59,-30,30,-32,40,42,44,30,44,74
Rochester Qualifier,2016-05-13,Men's 14-15 Age Group 50 Kg,Clayton Bennyhoff,49.7,-27,27,30,37,40,-42,30,40,70
Rochester Qualifier,2016-05-13,Women's 13 Under Age Group 39kg,Bailey Klote,36,16,18,20,25,28,31,20,31,51
Rochester Qualifier,2016-05-13,Women's 13 Under Age Group 39kg,Lauren Pavelko,39,18,20,-22,24,27,30,20,30,50
Rochester Qualifier,2016-05-13,Men's 14-15 Age Group 50 Kg,Braxton Ulrich,48,35,40,-42,-50,-55,-55,40,0,40
Rochester Qualifier,2016-05-13,Women's 13 Under Age Group 44kg,Kate Novak,44,13,-15,15,16,18,20,15,20,35
