event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,April Rustichelli,56.90,40,41,-43,53,55,-58,41,55,96
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Rebecca Jakubovsky,60.35,-54,54,-56,-70,-70,70,54,70,124
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Jessica Stojnic,62.50,55,-58,-59,65,-68,-69,55,65,120
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Alicia Chiesa,58.25,-45,45,-50,-65,-65,65,45,65,110
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Jasmine Higgins,61.75,36,38,40,49,52,56,40,56,96
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Ebony Gorincu,68.40,76,80,82,96,100,103,82,103,185
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Leanne Thomas,67.95,52,54,56,71,74,77,56,77,133
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Laila Estreich,64.85,52,54,-56,60,63,-66,54,63,117
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Alana Evans,67.50,50,-52,52,60,63,65,52,65,117
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Tanya Eames,63.40,48,-51,-51,62,-65,-65,48,62,110
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Rebecca Glenister,64.15,48,51,53,-65,-65,-65,53,0,0
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Tessa Milton,70.10,67,70,73,86,90,-94,73,90,163
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Jen Davis,73.15,65,68,70,85,88,90,70,90,160
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Amie Cox,74.75,62,65,-67,75,78,-80,65,78,143
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Kacie Reynolds,73.80,44,47,50,57,61,65,50,65,115
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Celeste Carson,69.50,47,50,52,55,57,60,52,60,112
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Charisma Amoe-Tarrant,113.15,68,-73,-73,98,102,-105,68,102,170
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Saphire Abraham,86.65,68,72,76,83,87,91,76,91,167
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Susan Schirmer,100.70,57,62,-65,70,76,80,62,80,142
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Tara Noonan,52.90,50,-55,-55,65,-70,-70,50,65,115
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Lisa Souter,51.00,38,40,41,51,53,-55,41,53,94
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Julie Davis,52.05,25,27,28,35,37,39,28,39,67
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Ellen Willis,57.20,40,-42,-44,53,-55,-57,40,53,93
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Colleen Duplock,55.20,25,26,-27,34,36,-38,26,36,62
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Gemma Connolly,62.30,40,43,45,55,58,60,45,60,105
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Linda Ryan,62.65,36,38,-40,40,42,45,38,45,83
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Valerie Silver,62.95,27,-28,28,36,38,-40,28,38,66
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Lesley Moyle,62.75,24,25,26,34,36,38,26,38,64
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Deborah Hastings,61.70,49,51,-53,-69,-69,-69,51,0,0
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Emma Teede,69.00,51,53,55,-66,66,-69,55,66,121
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Sue Cox,65.10,37,39,40,47,49,-51,40,49,89
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Leandra Miscamble,68.70,32,33,34,48,50,51,34,51,85
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Kelly Tumata,73.65,60,62,-64,77,80,82,62,82,144
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Bronwyn Hitchener,75.90,55,-58,-59,70,-73,73,55,73,128
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Angela Bell,76.55,38,40,42,43,45,47,42,47,89
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,female,Rawena Tairi,91.20,38,39,-41,-51,51,52,39,52,91
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Cooper Ward,50.60,40,43,45,50,53,-56,45,53,98
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Harrison Gaffney,61.00,70,75,-80,95,100,105,75,105,180
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Cooper Wilson,56.65,63,67,70,85,88,92,70,92,162
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Matthew Eichmann,61.60,66,-70,70,79,-82,82,70,82,152
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Mathew Laird,60.70,50,54,57,68,72,75,57,75,132
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Kanishka Guyan Jayaratne,68.25,95,99,0,125,130,135,99,135,234
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Nathan Rose,68.15,-85,85,90,-110,110,114,90,114,204
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Brandon Wakeling,67.90,80,85,-90,115,-120,-125,85,115,200
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Eric Lam,65.10,70,73,76,96,100,-102,76,100,176
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Thomas Foster,68.95,65,71,-75,82,85,91,71,91,162
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,William Hale,67.80,53,56,-58,65,70,73,56,73,129
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Caleb Mckeown,64.60,41,43,46,54,57,60,46,60,106
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Michael Ward,72.05,98,102,-106,125,130,-135,102,130,232
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Ben Browne,76.90,94,98,100,122,-128,-128,100,122,222
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Alistair Milliken,73.70,92,97,-103,115,121,-125,97,121,218
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Christjan Corias,73.50,86,90,-94,110,115,-120,90,115,205
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Marco Tarumingi,76.75,78,82,-85,105,111,-116,82,111,193
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Tom Friedlander,70.35,70,-73,73,96,100,-102,73,100,173
Uesaka Barbell Australia League & Masters League Round 2,2016-06-25,male,Ben Slade,70.85,65,-69,-70,0,0,0,65,0,0
