event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,female,Imogen Price,60.90,20,23,26,-35,35,-38,26,35,61
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,female,Holly Armstrong,65.90,40,-43,43,50,55,60,43,60,103
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,female,Laura Amies,63.30,30,35,-40,45,47,-50,35,47,82
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,female,Lilly Price,88.20,35,38,42,55,58,60,42,60,102
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,female,Cait Halsey,75.70,26,27,28,35,37,40,28,40,68
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,female,Shannan Jackson,58.20,40,42,-44,55,-58,-60,42,55,97
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,female,Leanne Knox,60.90,56,58,60,69,72,-74,60,72,132
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,male,Dillon Fisler,49.00,33,-37,41,42,46,50,41,50,91
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,male,Joshua Ferguson,74.20,65,72,75,80,87,92,75,92,167
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,male,Jarred Dickson,73.10,-62,66,73,77,81,86,73,86,159
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,male,Matthew Warren,72.00,68,70,72,80,85,86,72,86,158
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,male,Jamie Matthews,81.70,55,-62,62,-80,-82,82,62,82,144
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,male,Chayse Leith,77.90,50,55,58,70,-75,76,58,76,134
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,male,Ben Sullivan,80.80,50,-55,57,-75,75,-79,57,75,132
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,male,Clancy Crerar,100.00,65,-70,70,90,95,100,70,100,170
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,male,Jay Leeson,119.30,45,50,55,75,80,85,55,85,140
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,male,Tony Lisciandro,70.20,51,55,58,75,80,85,58,85,143
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,male,Scott Amies,78.10,50,55,60,70,75,80,60,80,140
JME Qld Club Challenge Round 2 – Mackay,2014-07-12,male,Nathan Sainsbury,111.90,75,-80,81,90,95,-100,81,95,176
