event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
WWA Senior Championships + August Open Competition,2020-08-16,female,Paula Robinson,44.90,32,-34,34,42,45,-49,34,45,79
WWA Senior Championships + August Open Competition,2020-08-16,female,Gabrielle Mclean,49.00,40,-43,43,52,55,57,43,57,100
WWA Senior Championships + August Open Competition,2020-08-16,female,Miriam Rodgers,54.70,42,45,47,60,-65,65,47,65,112
WWA Senior Championships + August Open Competition,2020-08-16,female,Katrina Birch,57.90,-65,65,71,85,-93,-93,71,85,156
WWA Senior Championships + August Open Competition,2020-08-16,female,Hannah Brown,59.00,65,67,-69,82,0,0,67,82,149
WWA Senior Championships + August Open Competition,2020-08-16,female,Larissa Murfit,57.75,57,61,-64,77,81,85,61,85,146
WWA Senior Championships + August Open Competition,2020-08-16,female,Elizabeth Duguid,62.50,65,67,69,83,85,-88,69,85,154
WWA Senior Championships + August Open Competition,2020-08-16,female,Rhonda Ofarrell,63.50,58,-62,-62,-75,-79,79,58,79,137
WWA Senior Championships + August Open Competition,2020-08-16,female,Rhaienne Eiffler,60.60,55,58,-62,70,-73,-74,58,70,128
WWA Senior Championships + August Open Competition,2020-08-16,female,Sharni Quinsee,63.45,54,-57,-58,63,-70,-70,54,63,117
WWA Senior Championships + August Open Competition,2020-08-16,female,Skye Baxter,60.00,45,47,50,62,65,-68,50,65,115
WWA Senior Championships + August Open Competition,2020-08-16,female,Charlotte Saxton,60.70,47,-51,-51,60,65,-70,47,65,112
WWA Senior Championships + August Open Competition,2020-08-16,female,Ruby Carwardine,68.55,75,-78,-79,-96,-96,96,75,96,171
WWA Senior Championships + August Open Competition,2020-08-16,female,Tanaya Quinsee,69.75,64,-67,67,82,-87,-87,67,82,149
WWA Senior Championships + August Open Competition,2020-08-16,female,Tamika Noonan,68.00,60,-65,-65,80,-85,-85,60,80,140
WWA Senior Championships + August Open Competition,2020-08-16,female,Teleah Canavate-Blankendaal,68.40,50,53,57,58,63,67,57,67,124
WWA Senior Championships + August Open Competition,2020-08-16,female,Jacki Garland,69.50,47,49,-51,-67,-70,70,49,70,119
WWA Senior Championships + August Open Competition,2020-08-16,female,Leah Wilsonham,71.00,-44,-44,44,52,54,-57,44,54,98
WWA Senior Championships + August Open Competition,2020-08-16,female,Jocelyn Logan,73.15,42,46,50,55,60,65,50,65,115
WWA Senior Championships + August Open Competition,2020-08-16,female,Ashton Hoover,74.40,40,43,-45,50,-54,54,43,54,97
WWA Senior Championships + August Open Competition,2020-08-16,female,Stephanie Meredith,75.60,55,59,-65,-70,-73,-73,59,0,0
WWA Senior Championships + August Open Competition,2020-08-16,female,Tara Pratt,79.75,85,-90,-93,108,112,-116,85,112,197
WWA Senior Championships + August Open Competition,2020-08-16,female,Sabrina Ronzitti,79.25,47,50,53,-55,55,-60,53,55,108
WWA Senior Championships + August Open Competition,2020-08-16,female,Aimee Dagnia,82.05,-55,55,58,67,-70,70,58,70,128
WWA Senior Championships + August Open Competition,2020-08-16,male,Kenneth Barnett,60.55,87,-92,-93,120,125,-130,87,125,212
WWA Senior Championships + August Open Competition,2020-08-16,male,Justin Gibney,60.20,72,76,-80,95,100,-105,76,100,176
WWA Senior Championships + August Open Competition,2020-08-16,male,Noah Russell,65.80,-77,77,81,106,110,-115,81,110,191
WWA Senior Championships + August Open Competition,2020-08-16,male,Sang Tran,72.25,85,90,-95,110,-115,-115,90,110,200
WWA Senior Championships + August Open Competition,2020-08-16,male,Chris Parfitt,80.20,-118,-118,118,145,-150,-150,118,145,263
WWA Senior Championships + August Open Competition,2020-08-16,male,Oliver Saxton,80.55,-110,110,116,130,-140,-140,116,130,246
WWA Senior Championships + August Open Competition,2020-08-16,male,Michael Carmellotti,78.25,90,-100,101,-120,123,-130,101,123,224
WWA Senior Championships + August Open Competition,2020-08-16,male,Nikola Zivanovic,86.45,90,95,100,110,115,120,100,120,220
WWA Senior Championships + August Open Competition,2020-08-16,male,Justin Brown,88.35,85,90,93,110,-120,120,93,120,213
WWA Senior Championships + August Open Competition,2020-08-16,male,Kai Lim,85.25,80,85,-90,110,-120,-120,85,110,195
WWA Senior Championships + August Open Competition,2020-08-16,male,Jett Hoover,84.10,55,58,60,68,-73,-75,60,68,128
WWA Senior Championships + August Open Competition,2020-08-16,male,David James,92.00,140,146,151,170,177,-180,151,177,328
WWA Senior Championships + August Open Competition,2020-08-16,male,Phil Gallen,94.65,105,110,113,130,-133,-133,113,130,243
WWA Senior Championships + August Open Competition,2020-08-16,male,Rory Sievwright,89.20,45,48,50,60,65,70,50,70,120
WWA Senior Championships + August Open Competition,2020-08-16,male,Jordan Meester,100.45,83,87,-91,102,106,110,87,110,197
WWA Senior Championships + August Open Competition,2020-08-16,male,Suamili Nanai,120.95,135,141,-147,-173,173,-184,141,173,314
WWA Senior Championships + August Open Competition,2020-08-16,male,Joshua Smith,122.90,90,100,115,120,-130,-130,115,120,235
