event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Lucy Webb,46.10,18,21,24,25,29,32,24,32,56
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Janaya Nikora,53.75,-60,60,-63,77,80,82,60,82,142
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Sarah Hearn,58.57,60,62,64,82,86,90,64,90,154
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Dionne Buckley,57.50,52,-55,-55,65,-70,70,52,70,122
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Logan Poon,62.77,60,63,66,75,78,81,66,81,147
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Chloe Watkin,62.43,58,60,62,73,76,-79,62,76,138
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Ally Humphris,63.06,48,51,54,60,64,67,54,67,121
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Katie Knight,61.42,44,47,50,57,61,65,50,65,115
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Madeline Pyke-Moran,63.04,38,42,45,46,50,53,45,53,98
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Darcy Kay,69.87,80,85,-90,101,106,111,85,111,196
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Olivia Kelly,70.93,80,-85,85,105,-110,-115,85,105,190
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Rhian Roussos,69.18,67,71,74,80,-84,-85,74,80,154
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Chelsea Weston,70.73,52,56,60,-65,65,-70,60,65,125
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Emmanuela Romano,64.56,-44,44,48,58,62,-65,48,62,110
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Meg Emerton,66.98,35,36,37,47,-48,48,37,48,85
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Ebony Gorincu,75.19,88,91,94,110,114,-118,94,114,208
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Rachael Robinson,75.58,62,66,69,83,87,90,69,90,159
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Susan Hornick,75.08,57,60,63,77,80,83,63,83,146
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Erica Hamilton,76.60,61,65,68,81,85,88,68,88,156
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,female,Cayle Johnson,95.10,44,47,50,62,66,70,50,70,120
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Quyen Nguyen,62.27,66,70,73,90,95,100,73,100,173
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Kapil Kumar,64.44,60,-65,65,83,88,93,65,93,158
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Brandon Wakeling,72.62,-120,120,127,164,170,175,127,175,302
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Alexander Loft,70.36,41,44,47,53,58,61,47,61,108
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Ryley Porter,80.60,135,140,143,155,162,-164,143,162,305
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Josh Sargeant,80.68,92,96,98,122,-128,-128,98,122,220
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Samuel Rankin,77.52,80,85,90,105,110,115,90,115,205
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Steven Graham,75.70,70,-76,78,110,-115,-115,78,110,188
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Lachlan Little,75.49,44,48,51,56,60,63,51,63,114
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Joel Gregson,88.27,120,124,-127,157,162,165,124,165,289
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Lachlan Irvine-Brown,88.45,117,122,-125,150,-155,-157,122,150,272
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Beau Garrett,88.90,110,115,120,140,150,0,120,150,270
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Jordan Loughlin,83.35,55,58,62,65,-70,-75,62,65,127
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Jackson Dahlenburg,93.33,103,109,114,133,140,145,114,145,259
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Matthew Horrocks,95.83,95,100,-105,120,125,-130,100,125,225
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Angus Loft,90.82,64,68,-71,82,86,90,68,90,158
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Archie Hohn,89.63,43,47,51,52,56,60,51,60,111
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Fraser Harrison,101.97,105,109,-115,133,136,140,109,140,249
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Ahrie Jerred,97.36,90,95,100,110,115,120,100,120,220
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Matthew Lydement,108.41,155,159,162,178,183,0,162,183,345
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Tashaun Solofa,107.40,70,75,80,105,-110,110,80,110,190
2020 Qld Club Challenge - Chandler - Round 2,2020-07-24,male,Alex Murphy,113.15,90,95,100,105,111,115,100,115,215
