event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
WTI U15 & U17 Championships & PC2,2021-05-15,female,Charlee Adams,46.48,21,23,25,27,30,33,25,33,58
WTI U15 & U17 Championships & PC2,2021-05-15,female,Millara Howe,48.08,15,17,19,20,23,26,19,26,45
WTI U15 & U17 Championships & PC2,2021-05-15,female,Hannah Pickrell,54.92,48,51,54,58,61,64,54,64,118
WTI U15 & U17 Championships & PC2,2021-05-15,female,Giselle Fernandez,51.76,44,-46,47,55,58,-62,47,58,105
WTI U15 & U17 Championships & PC2,2021-05-15,female,Abby Morrisby,51.50,18,19,20,22,24,25,20,25,45
WTI U15 & U17 Championships & PC2,2021-05-15,female,Shaziye Parish,57.26,37,44,-50,50,59,63,44,63,107
WTI U15 & U17 Championships & PC2,2021-05-15,female,Nena Timsar,58.04,25,27,29,29,31,33,29,33,62
WTI U15 & U17 Championships & PC2,2021-05-15,female,Nat Vanetti,58.90,41,-43,43,-50,-50,-50,43,0,0
WTI U15 & U17 Championships & PC2,2021-05-15,female,Jennifer Carter,63.58,-55,-55,55,75,-78,-78,55,75,130
WTI U15 & U17 Championships & PC2,2021-05-15,female,Monique Brooks,62.40,50,53,55,68,-70,70,55,70,125
WTI U15 & U17 Championships & PC2,2021-05-15,female,Melissa Hanson,59.26,50,52,54,62,65,-67,54,65,119
WTI U15 & U17 Championships & PC2,2021-05-15,female,Jessica Fiddymont,62.62,45,-48,-48,50,55,60,45,60,105
WTI U15 & U17 Championships & PC2,2021-05-15,female,Emily Hudson,63.64,35,41,45,47,52,57,45,57,102
WTI U15 & U17 Championships & PC2,2021-05-15,female,Zali Sprott,62.48,35,39,-43,50,55,-58,39,55,94
WTI U15 & U17 Championships & PC2,2021-05-15,female,Michelle Viney,62.84,30,35,-38,35,-40,40,35,40,75
WTI U15 & U17 Championships & PC2,2021-05-15,female,Elizabeth Knox,63.94,29,-31,31,-38,38,41,31,41,72
WTI U15 & U17 Championships & PC2,2021-05-15,female,Rebecca Richardson,68.12,48,52,55,78,81,-86,55,81,136
WTI U15 & U17 Championships & PC2,2021-05-15,female,Madeline Bennett,64.28,45,48,52,60,65,-70,52,65,117
WTI U15 & U17 Championships & PC2,2021-05-15,female,Jade Gluskie,70.40,48,-51,52,60,63,65,52,65,117
WTI U15 & U17 Championships & PC2,2021-05-15,female,Adeline-Jane Richardson,69.32,40,43,45,50,53,55,45,55,100
WTI U15 & U17 Championships & PC2,2021-05-15,female,Rebecca Gillie,69.62,32,35,-38,43,46,-49,35,46,81
WTI U15 & U17 Championships & PC2,2021-05-15,female,Alexandra Lamprey,70.86,27,32,-36,35,40,45,32,45,77
WTI U15 & U17 Championships & PC2,2021-05-15,female,Bailey Rogers,75.84,87,90,-94,100,104,108,90,108,198
WTI U15 & U17 Championships & PC2,2021-05-15,female,Angie Arnold,75.50,-62,62,65,75,80,85,65,85,150
WTI U15 & U17 Championships & PC2,2021-05-15,female,Alison Baker,74.74,55,-59,-62,70,74,-78,55,74,129
WTI U15 & U17 Championships & PC2,2021-05-15,female,Jorja Love,71.02,44,-47,-47,56,59,63,44,63,107
WTI U15 & U17 Championships & PC2,2021-05-15,female,Beth Isaac,74.08,-36,-36,-36,45,-48,48,0,48,0
WTI U15 & U17 Championships & PC2,2021-05-15,female,Chloe Harris,80.70,41,45,48,67,72,-78,48,72,120
WTI U15 & U17 Championships & PC2,2021-05-15,female,Tegan Knee,76.46,50,-55,-60,64,68,-70,50,68,118
WTI U15 & U17 Championships & PC2,2021-05-15,female,Shannon Thomas,77.76,37,39,-41,-52,-53,53,39,53,92
