event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,female,Jade Wolfenden,52.60,22,25,27,35,37,40,27,40,67
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,female,Jaimee Daniel,60.60,25,28,-30,40,45,48,28,48,76
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,female,Alana Biggam,75.00,50,53,-57,72,75,80,53,80,133
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,female,Alexandra Poetschke,69.20,45,50,-53,67,72,-74,50,72,122
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,female,Christine Ford,71.70,35,37,40,45,50,52,40,52,92
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,female,Montana Cook,75.10,47,49,51,67,69,71,51,71,122
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,female,Kate Thorpe,58.10,28,30,32,37,38,40,32,40,72
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,female,Rebecca Stephens,65.80,38,41,-45,-63,63,65,41,65,106
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,male,Jason Chan,64.30,60,65,75,87,95,101,75,101,176
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,male,Adam Barter,69.80,55,57,59,-85,85,86,59,86,145
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,male,Steven Mckenzie,80.80,58,60,63,90,95,-100,63,95,158
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,male,Keegan Wolfenden,91.70,90,100,110,121,130,136,110,136,246
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,male,Nathan Ford,87.80,72,77,-82,95,102,107,77,107,184
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,male,Lachlan Siemon,87.60,60,63,66,90,96,100,66,100,166
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,male,James Harvey Ross,97.60,70,77,-83,88,93,-98,77,93,170
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,male,Matt Swift,84.00,-91,-95,95,120,130,-140,95,130,225
JME Qld Club Challenge Round 1 - Crossfit Brisbane,2013-03-09,male,Rob Cook,85.30,58,60,62,90,92,95,62,95,157
