event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,female,Carley Odonnell,50.25,15,16,17,22,23,24,17,24,41
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,female,Ella Taylor,49.65,15,16,17,20,21,22,17,22,39
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,female,Jemma Cowper,55.20,33,36,39,49,52,55,39,55,94
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,female,Anna Murley,60.30,25,28,-30,35,38,40,28,40,68
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,female,Kailea Winn,64.10,35,37,40,52,55,58,40,58,98
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,female,Hope Ward,68.95,33,35,-38,43,47,51,35,51,86
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,female,Laura Keldoulis,68.80,25,27,30,37,40,42,30,42,72
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,female,Kirra Chandler,67.70,20,22,25,28,30,33,25,33,58
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,female,Cristelle Jones,63.75,25,27,30,35,37,40,30,40,70
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,female,Telia Dennis,90.45,35,37,39,48,51,53,39,53,92
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,female,Kimberley King,96.20,-27,27,30,35,37,40,30,40,70
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,male,Josh Archer,69.50,57,60,63,78,81,84,63,84,147
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,male,Zac Schroeder,78.10,55,59,-63,78,82,-86,59,82,141
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,male,Joey Collins,92.40,105,108,-111,137,140,144,108,144,252
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,male,Thomas O'Brien,138.10,82,84,86,110,0,0,86,110,196
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Stay True,2016-05-14,male,Casey King,93.40,60,64,68,90,95,100,68,100,168
