event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,female,Jacqui Warnock,55.16,28,30,-32,35,39,42,30,42,72
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,female,Stephanie Pick,62.04,40,43,-45,50,-55,-55,43,50,93
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,female,Elena Palamara,68.95,70,73,76,90,-93,-93,76,90,166
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,female,Iata Maeva,84.98,55,-55,55,68,72,75,55,75,130
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,female,Brenda Pau,129.79,40,44,47,50,56,60,47,60,107
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,female,Annette Willmott,51.48,26,27,-28,33,35,-37,27,35,62
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,female,Sandra Young,56.84,26,29,-31,-33,33,37,29,37,66
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,female,Pamela Waring,74.99,40,-43,-44,50,55,59,40,59,99
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,female,Megan Kelly,94.16,60,-65,-65,75,80,82,60,82,142
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,male,Ben Pretty,82.83,65,-70,70,80,91,98,70,98,168
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,male,George Ivanovski,67.88,70,-75,75,90,95,0,75,95,170
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,male,John Preston,68.11,30,34,-38,40,45,-46,34,45,79
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,male,Tommy Marshman,79.37,70,75,-80,-85,85,92,75,92,167
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,male,Cameron Laurie,82.53,45,50,-56,60,-65,65,50,65,115
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,male,Peter Ticehurst,81.29,47,50,-56,61,-66,-66,50,61,111
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,male,Edward Mandla,94.99,80,85,88,-105,105,-110,88,105,193
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,male,Stephen Johnstone,98.65,82,86,88,61,0,0,88,61,149
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,male,Paul Dewar,108.85,75,82,-91,95,105,113,82,113,195
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,male,Daniel Skates,124.73,90,-95,-101,110,120,126,90,126,216
Bruce Walsh Memorial & NSWWA Masters State Championships,2013-04-20,male,John Pearson,112.57,80,-85,-88,100,108,-116,80,108,188
