event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Vic Senior Championships,2016-07-23,female,Emily Scott,47.50,52,-57,-57,-69,-72,72,52,72,124
Vic Senior Championships,2016-07-23,female,Courtney Chong,47.40,-45,-45,-45,0,0,0,0,0,0
Vic Senior Championships,2016-07-23,female,Hannah Kaminski,52.65,62,-66,-66,73,-78,-78,62,73,135
Vic Senior Championships,2016-07-23,female,Natalia Chorobczyk,53.00,58,62,-64,72,-76,-77,62,72,134
Vic Senior Championships,2016-07-23,female,Ashleigh Ricca,52.95,52,55,-57,68,72,74,55,74,129
Vic Senior Championships,2016-07-23,female,Emily Shaw,56.05,50,53,56,70,-75,75,56,75,131
Vic Senior Championships,2016-07-23,female,Belinda Robb,58.00,55,-59,-59,72,-77,-77,55,72,127
Vic Senior Championships,2016-07-23,female,Seen Lee,61.95,75,80,-85,95,100,105,80,105,185
Vic Senior Championships,2016-07-23,female,Elisha Huke,62.25,50,-53,53,65,68,-71,53,68,121
Vic Senior Championships,2016-07-23,female,Stephanie Aldridge,67.35,-73,-73,73,87,90,-92,73,90,163
Vic Senior Championships,2016-07-23,female,Rochelle Fenech,66.90,73,76,-79,-82,-82,83,76,83,159
Vic Senior Championships,2016-07-23,female,Prue Delalande,68.25,70,-73,-73,-84,85,-90,70,85,155
Vic Senior Championships,2016-07-23,female,Nicky Cummins,68.20,64,-68,-68,77,80,-82,64,80,144
Vic Senior Championships,2016-07-23,female,Miranda Hoare,65.90,61,-65,-66,75,-79,-80,61,75,136
Vic Senior Championships,2016-07-23,female,Erin Gubatanga,67.85,55,58,-60,68,71,-74,58,71,129
Vic Senior Championships,2016-07-23,female,Sofia Kranjec,74.85,75,78,81,94,-100,100,81,100,181
Vic Senior Championships,2016-07-23,female,Deanna Bax,69.15,62,66,69,75,-81,81,69,81,150
Vic Senior Championships,2016-07-23,female,Danielle Lansdell,69.30,50,53,-55,63,67,-70,53,67,120
Vic Senior Championships,2016-07-23,female,Kate Linford,111.75,68,76,80,92,98,102,80,102,182
Vic Senior Championships,2016-07-23,female,Lucy Mckeown,80.65,57,-61,61,80,-85,85,61,85,146
Vic Senior Championships,2016-07-23,female,Toni Lane,59.60,50,52,-54,69,-72,-73,52,69,121
Vic Senior Championships,2016-07-23,female,Lynda Edwards,65.90,63,67,-70,80,-84,-86,67,80,147
