event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,female,Sonia Stenhouse,54.20,37,40,-43,47,50,53,40,53,93
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,female,Catie Strout,56.60,45,47,49,50,55,58,49,58,107
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,female,Tanya Eames,66.90,48,50,52,65,-67,67,52,67,119
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,female,Kylie Salisbury,74.40,50,-54,-54,68,71,73,50,73,123
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,female,Bronwyn Hitchener,76.30,-50,50,53,63,65,68,53,68,121
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,female,Kelsey Francis,78.30,26,28,31,42,46,50,31,50,81
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,female,Sophie Bourne,92.50,35,38,41,50,54,56,41,56,97
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,male,William Arday,54.50,25,-28,-28,30,34,37,25,37,62
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,male,Luke Bidgood,56.60,48,51,-53,65,68,70,51,70,121
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,male,Greg Hobl,80.40,69,73,76,83,88,90,76,90,166
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,male,Leo Arday,79.30,48,52,-54,68,72,-75,52,72,124
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,male,Joshua Stenhouse,86.20,73,76,80,97,103,108,80,108,188
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,male,Henry Bourne,92.20,50,54,56,62,-65,66,56,66,122
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,male,Andrew Taylor,98.00,95,-100,-101,105,110,115,95,115,210
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,male,Teal Hildebrand,99.60,72,76,80,-102,-102,102,80,102,182
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,male,Barry Dolan,106.70,45,48,-51,57,59,-61,48,59,107
Physique Science Qld Club Challenge Round 1 – Toowoomba Weightlifting Assn,2019-02-02,male,Lawson Dingle,108.30,-133,-133,-133,0,0,0,0,0,0
