event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Teagan Newman,71.80,75,78,82,93,-97,-97,82,93,175
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Eileen Cikamatana,85.95,117,120,-123,145,152,0,120,152,272
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Tanesha Hosking-Mani,88.95,-65,65,68,80,85,88,68,88,156
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,male,Matthew Damches,66.95,88,93,-96,108,114,-118,93,114,207
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,male,Jacob Sanderson,65.00,-80,80,84,105,-110,-110,84,105,189
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,male,Jacob Tout,71.40,-93,93,98,119,123,125,98,125,223
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,male,Michael Vincent,79.95,95,-100,102,115,120,125,102,125,227
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,male,Jabez Teitinga,80.70,93,97,100,113,120,0,100,120,220
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,male,Leo Jaszewski,80.25,78,82,-85,95,100,-105,82,100,182
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,male,Seth Schadendorff,74.25,80,-85,-85,-100,-100,-101,80,0,0
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,male,Christopher Dikranis,75.15,85,-90,-90,0,0,0,85,0,0
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,male,Sean Erb,89.00,-115,115,-122,140,145,150,115,150,265
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,male,Kai Longley,86.95,98,102,105,124,128,132,105,132,237
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,male,Bryce Morgan,82.45,100,104,107,118,122,126,107,126,233
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,male,Omar Ebaid,87.75,90,-94,-94,120,125,-130,90,125,215
