event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
'Mike Keelan Sheild' Competition,2012-12-01,female,Madeline Wu,47.15,34,38,40,49,53,55,40,55,95
'Mike Keelan Sheild' Competition,2012-12-01,female,Robin Parr,43.40,31,35,-37,46,51,53,35,53,88
'Mike Keelan Sheild' Competition,2012-12-01,female,Larnie Beauchamp,46.50,21,-23,-23,23,24,25,21,25,46
'Mike Keelan Sheild' Competition,2012-12-01,female,Tegan Napper,53.65,54,-58,58,70,74,-76,58,74,132
'Mike Keelan Sheild' Competition,2012-12-01,female,Taylor Ryan,54.90,46,48,50,64,66,-68,50,66,116
'Mike Keelan Sheild' Competition,2012-12-01,female,Jessica Edge,57.00,59,-61,-61,-78,-78,-81,59,0,0
'Mike Keelan Sheild' Competition,2012-12-01,female,Phillipa Severin,62.25,33,37,40,56,60,-64,40,60,100
'Mike Keelan Sheild' Competition,2012-12-01,female,Lauren Turner,60.00,22,27,30,37,42,46,30,46,76
'Mike Keelan Sheild' Competition,2012-12-01,female,Laura Rey,62.95,27,-29,29,40,42,-43,29,42,71
'Mike Keelan Sheild' Competition,2012-12-01,female,Stacy Koh,72.70,53,56,59,72,75,78,59,78,137
'Mike Keelan Sheild' Competition,2012-12-01,female,Tori Collinson,70.30,42,44,46,52,55,60,46,60,106
'Mike Keelan Sheild' Competition,2012-12-01,female,Anna Ryan,59.95,36,39,-42,55,58,60,39,60,99
'Mike Keelan Sheild' Competition,2012-12-01,male,Liam Hanlon,48.75,35,38,-40,-50,50,54,38,54,92
'Mike Keelan Sheild' Competition,2012-12-01,male,Lincoln Clapham,53.50,21,25,28,33,37,40,28,40,68
'Mike Keelan Sheild' Competition,2012-12-01,male,Julian Norman,36.20,17,20,22,27,31,34,22,34,56
'Mike Keelan Sheild' Competition,2012-12-01,male,Joshua Mckernie,48.98,18,22,25,20,25,30,25,30,55
'Mike Keelan Sheild' Competition,2012-12-01,male,Norman Hanna,76.65,75,78,80,103,-110,-110,80,103,183
'Mike Keelan Sheild' Competition,2012-12-01,male,Russell Carpenter,74.10,68,71,73,85,89,-92,73,89,162
'Mike Keelan Sheild' Competition,2012-12-01,male,William Bradfield,76.50,65,-70,70,85,90,-95,70,90,160
'Mike Keelan Sheild' Competition,2012-12-01,male,Benjamin Shaw,84.65,95,100,105,125,130,135,105,135,240
'Mike Keelan Sheild' Competition,2012-12-01,male,Scott Duncan,80.55,-58,58,65,76,81,86,65,86,151
'Mike Keelan Sheild' Competition,2012-12-01,male,Toby Lockley,79.85,55,60,65,75,80,-86,65,80,145
'Mike Keelan Sheild' Competition,2012-12-01,male,Nathaniel Wight,87.10,88,93,-97,107,113,121,93,121,214
'Mike Keelan Sheild' Competition,2012-12-01,male,Douglas Higginson,88.75,75,80,85,92,97,102,85,102,187
'Mike Keelan Sheild' Competition,2012-12-01,male,Ashley Adams,88.05,40,45,50,55,60,65,50,65,115
'Mike Keelan Sheild' Competition,2012-12-01,male,Jordan Evans,95.15,23,28,32,32,37,42,32,42,74
'Mike Keelan Sheild' Competition,2012-12-01,male,Matthew Scott,128.55,112,-116,116,147,153,-156,116,153,269
'Mike Keelan Sheild' Competition,2012-12-01,male,Alex Greeff,110.55,80,-85,85,100,105,-110,85,105,190
'Mike Keelan Sheild' Competition,2012-12-01,male,Patrick Galligan,78.75,63,-67,-67,87,-92,92,63,92,155
'Mike Keelan Sheild' Competition,2012-12-01,male,Matthew Ryan,74.60,60,64,-68,73,78,82,64,82,146
'Mike Keelan Sheild' Competition,2012-12-01,male,Robert Webster,112.80,90,94,98,122,-122,122,98,122,220
