event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Robin Parr,46.80,38,42,45,52,56,59,45,59,104
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Alana Evans,50.75,20,23,25,32,36,-39,25,36,61
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Erika Yamasaki,55.20,68,72,-75,90,95,-98,72,95,167
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Tia-Clair Orr,57.60,58,63,-68,80,84,88,63,88,151
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Taylor Ryan,55.15,52,55,57,70,73,75,57,75,132
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Nadine Newbery,57.80,53,55,57,63,67,70,57,70,127
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Madeline Wu,55.75,42,46,-50,64,68,-71,46,68,114
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Hayley Ward,55.45,43,-46,46,54,57,-61,46,57,103
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Shaylea Eaton,54.30,35,-39,39,45,-50,50,39,50,89
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Anita Barry,55.95,25,30,35,35,40,45,35,45,80
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Ana Rey,59.05,34,36,37,48,50,51,37,51,88
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Ella Jones,58.55,25,28,31,-34,34,38,31,38,69
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Michelle Kahi,67.20,70,74,78,90,95,100,78,100,178
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Melissa Robinson,63.25,67,70,72,-87,87,-91,72,87,159
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Keya Woodland,68.00,55,59,-62,82,86,-88,59,86,145
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Samara Leamon,63.60,-55,55,-59,-67,-67,67,55,67,122
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Alex Casey,68.15,25,30,35,40,45,50,35,50,85
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Samantha Downs,64.30,24,28,32,32,36,40,32,40,72
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Cassie Dellit,63.75,15,20,25,20,25,30,25,30,55
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Stacy Koh,73.95,64,-68,68,86,-90,-90,68,86,154
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Belinda Van Tienen,76.85,83,-86,-86,104,108,-110,83,108,191
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Bonnie Sleeman,83.65,75,80,-83,91,-103,-103,80,91,171
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Lucy Graham,76.75,50,55,60,67,72,77,60,77,137
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Monica Lopez Villarreal,77.05,46,50,53,64,-68,-70,53,64,117
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Ema Seiuli,97.75,42,46,50,62,-66,66,50,66,116
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Deanne Elliott,91.95,40,44,46,58,62,-64,46,62,108
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Kate Pearce,77.30,25,30,35,35,40,45,35,45,80
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Lisa Souter,52.70,40,43,-45,55,58,-60,43,58,101
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Julie Davis,53.25,24,25,26,39,40,41,26,41,67
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Vicki Brady,52.10,24,25,-26,-29,30,-31,25,30,55
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Tai-Anne Blair,57.60,50,-55,57,70,75,-78,57,75,132
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Coral Quinell,58.10,40,42,43,50,52,54,43,54,97
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Marie Brett,61.65,33,34,35,44,46,47,35,47,82
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Kathy Cameron,62.05,30,34,35,40,44,46,35,46,81
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Valerie Silver,60.70,28,-30,30,36,38,40,30,40,70
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Lesley Moyle,60.95,27,-28,28,40,42,-44,28,42,70
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Colleen Duplock,59.20,25,-27,-27,32,35,37,25,37,62
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Jenny Butler,68.95,-63,64,-66,79,81,-84,64,81,145
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Joanne Conway,65.60,-40,40,44,62,66,68,44,68,112
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Emma Teede,66.60,47,49,-51,60,63,-66,49,63,112
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Sue Cox,67.90,40,41,-42,50,-52,-52,41,50,91
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Leandra Miscamble,68.50,32,33,-35,48,50,52,33,52,85
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Ellen Willis,68.95,32,34,36,42,44,46,36,46,82
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Bronwyn Hitchener,74.75,55,58,61,65,70,72,61,72,133
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Tanya Blauw,71.60,20,24,25,28,33,35,25,35,60
QWA League Round 1 & Masters League Round 1,2014-02-15,female,Tina Eilola,92.10,40,42,44,0,0,0,44,0,0
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Harrison Gaffney,53.70,48,-51,51,62,68,72,51,72,123
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Fraser Jeavons,49.30,40,43,45,60,63,66,45,66,111
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Cooper Wilson,43.75,30,32,34,42,44,46,34,46,80
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Sam Weston,52.80,27,32,35,35,40,45,35,45,80
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Andrei Krasnoff,53.65,30,35,-40,32,37,42,35,42,77
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Finn Dargavel,50.45,24,-26,26,34,36,38,26,38,64
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Truen Johns,55.15,15,20,25,20,25,30,25,30,55
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Jett Gaffney,31.90,18,20,22,24,28,31,22,31,53
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Declan Galligan,32.15,15,18,20,15,18,20,20,20,40
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Caleb Mak,36.70,15,17,19,15,17,19,19,19,38
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Samuel Toth,61.10,43,48,51,63,68,72,51,72,123
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Thien Dinh,58.95,-40,43,48,60,65,70,48,70,118
QWA League Round 1 & Masters League Round 1,2014-02-15,male,James Norman,68.70,85,-88,-88,116,120,-125,85,120,205
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Lamson Nguyen,68.10,-75,77,81,95,100,105,81,105,186
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Darryl Hockins,67.90,72,-76,-76,90,95,-100,72,95,167
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Alex Bax,64.35,62,67,-69,84,88,90,67,90,157
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Patrick Broe,67.80,53,56,-59,80,-86,86,56,86,142
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Jonathan Pakchung,76.70,114,-118,-118,-138,138,-140,114,138,252
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Leo Lark,75.75,88,92,95,115,-120,120,95,120,215
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Robert Jarvis,76.55,75,80,83,115,117,120,83,120,203
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Beau Garrett,76.30,80,84,86,100,105,108,86,108,194
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Dan Mcmanus,73.80,74,-78,-78,95,100,103,74,103,177
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Brendon Morden,74.35,70,73,76,80,84,88,76,88,164
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Joshua Mak,69.15,63,67,70,78,82,85,70,85,155
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Jonathan Easdown,76.70,50,55,60,75,81,87,60,87,147
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Mathew Johnson,73.35,55,60,63,75,-80,80,63,80,143
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Kyle Rees,73.00,45,50,55,65,70,75,55,75,130
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Jason Tong,70.00,45,50,55,57,62,67,55,67,122
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Benjamin Shaw,84.50,120,-125,127,-148,148,153,127,153,280
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Dale Finlayson,81.90,98,102,106,121,126,131,106,131,237
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Shane Wagner,83.65,-102,102,-106,122,132,-140,102,132,234
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Ben Siegert,83.30,102,-107,-107,125,-131,-131,102,125,227
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Jake Ratcliffe,78.60,90,95,100,110,115,120,100,120,220
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Mitchell Rawlings,79.05,87,92,96,115,120,-125,96,120,216
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Tim Holdsworth,84.00,91,96,100,116,-121,-121,100,116,216
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Norman Hanna,83.25,75,80,-84,110,-115,120,80,120,200
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Matt Walsh,80.60,75,-80,80,105,110,115,80,115,195
QWA League Round 1 & Masters League Round 1,2014-02-15,male,David Lee,81.80,65,70,75,85,90,95,75,95,170
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Kurei Smith,84.80,70,73,75,85,88,90,75,90,165
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Tom Beikoff,80.70,65,70,73,85,-91,91,73,91,164
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Jordan Blair,83.60,-64,-64,65,85,90,95,65,95,160
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Aden Creed,83.55,67,-71,-71,82,86,90,67,90,157
QWA League Round 1 & Masters League Round 1,2014-02-15,male,Matt Bemi-Morrison,83.75,60,65,70,75,80,85,70,85,155
