event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
VWA Open incl Masters GP3,2017-06-24,female,Courtney Chong,50.48,48,-50,51,61,-64,64,51,64,115
VWA Open incl Masters GP3,2017-06-24,female,Monika Endres,52.28,50,53,-56,65,70,-74,53,70,123
VWA Open incl Masters GP3,2017-06-24,female,Toni Lane,58.48,-54,-54,54,66,-71,72,54,72,126
VWA Open incl Masters GP3,2017-06-24,female,Bonnie Grylls-Graham,57.29,50,-53,53,62,66,70,53,70,123
VWA Open incl Masters GP3,2017-06-24,female,Samantha Mcconnell,61.57,55,60,-64,67,72,75,60,75,135
VWA Open incl Masters GP3,2017-06-24,female,Mollie Clark-Fernandes,59.10,27,30,-33,39,42,44,30,44,74
VWA Open incl Masters GP3,2017-06-24,female,Elaine Janes,63.37,20,22,23,26,28,-30,23,28,51
VWA Open incl Masters GP3,2017-06-24,female,Miranda Hoare,65.30,67,70,-72,84,87,-90,70,87,157
VWA Open incl Masters GP3,2017-06-24,female,Nicky Cummins,68.23,-68,68,-72,80,-84,84,68,84,152
VWA Open incl Masters GP3,2017-06-24,female,Nycolle Roberts,66.09,48,-53,53,55,60,65,53,65,118
VWA Open incl Masters GP3,2017-06-24,female,Nicolette Gencman,63.55,30,33,35,40,43,45,35,45,80
VWA Open incl Masters GP3,2017-06-24,female,Deanna Bax,73.70,76,-80,80,88,93,-97,80,93,173
VWA Open incl Masters GP3,2017-06-24,female,Villani Hiram,73.17,47,-50,50,57,60,-62,50,60,110
VWA Open incl Masters GP3,2017-06-24,female,Julia Bristowe,72.37,49,52,55,67,-71,72,55,72,127
VWA Open incl Masters GP3,2017-06-24,female,Louise Acott,75.65,53,-57,57,65,-68,68,57,68,125
VWA Open incl Masters GP3,2017-06-24,female,Leora Yates,78.46,62,65,68,84,-88,90,68,90,158
VWA Open incl Masters GP3,2017-06-24,female,Margaret Webb,77.95,-50,-51,-51,54,-58,59,0,59,0
VWA Open incl Masters GP3,2017-06-24,male,Damien Hewish,55.53,60,-65,65,75,80,-83,65,80,145
VWA Open incl Masters GP3,2017-06-24,male,John Lau,61.63,-63,63,66,75,80,-86,66,80,146
VWA Open incl Masters GP3,2017-06-24,male,James Delaney,68.93,105,-110,110,135,142,-145,110,142,252
VWA Open incl Masters GP3,2017-06-24,male,Benjamin Silva,67.86,-71,71,-75,-92,92,97,71,97,168
VWA Open incl Masters GP3,2017-06-24,male,Gregory Bensted,68.37,40,46,-50,50,58,-61,46,58,104
VWA Open incl Masters GP3,2017-06-24,male,Chris Ackland,75.37,93,-98,98,118,123,-127,98,123,221
VWA Open incl Masters GP3,2017-06-24,male,Cao Tran,75.48,80,85,-87,100,105,-108,85,105,190
VWA Open incl Masters GP3,2017-06-24,male,Troy Roberts,75.62,75,80,83,90,94,-98,83,94,177
VWA Open incl Masters GP3,2017-06-24,male,Joe Hiram,74.31,70,75,-78,90,95,98,75,98,173
VWA Open incl Masters GP3,2017-06-24,male,David Holt,73.53,62,-66,66,80,-85,-85,66,80,146
VWA Open incl Masters GP3,2017-06-24,male,Goran Vukojevic,76.88,46,50,53,55,60,65,53,65,118
VWA Open incl Masters GP3,2017-06-24,male,Cameron Kuszla,80.97,97,102,106,117,122,125,106,125,231
VWA Open incl Masters GP3,2017-06-24,male,Sam Storer,79.26,85,-90,90,115,-120,120,90,120,210
VWA Open incl Masters GP3,2017-06-24,male,Michael Torriero,83.95,45,0,0,55,0,0,45,55,100
VWA Open incl Masters GP3,2017-06-24,male,Toby Ferrucci,87.35,115,-120,-120,130,-137,-137,115,130,245
VWA Open incl Masters GP3,2017-06-24,male,Karl Trounson,85.44,78,-83,85,95,100,-103,85,100,185
VWA Open incl Masters GP3,2017-06-24,male,Kieron Lester,85.21,-60,-60,-60,0,0,0,0,0,0
VWA Open incl Masters GP3,2017-06-24,male,Michael Percy,99.27,80,85,-90,107,112,-117,85,112,197
VWA Open incl Masters GP3,2017-06-24,male,Ben Holt,96.28,55,-60,-60,0,0,0,55,0,0
VWA Open incl Masters GP3,2017-06-24,male,Stephen Helberg,105.56,60,-65,-65,80,-85,0,60,80,140
VWA Open incl Masters GP3,2017-06-24,male,Shaun Fielder,144.38,60,66,70,83,91,96,70,96,166
VWA Open incl Masters GP3,2017-06-24,male,James Holt,109.97,45,0,0,65,70,75,45,75,120
