event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Qld Club Challenge Round 4 - Alive,2016-10-15,female,Alyssa Hotai-Walters,49.40,28,31,33,40,42,44,33,44,77
Qld Club Challenge Round 4 - Alive,2016-10-15,female,Nadine Newbery,62.90,65,-68,-70,77,80,83,65,83,148
Qld Club Challenge Round 4 - Alive,2016-10-15,female,Casey Edgar,68.20,40,45,50,53,57,60,50,60,110
Qld Club Challenge Round 4 - Alive,2016-10-15,female,Lauren Major,65.40,-50,-55,-55,60,65,70,0,70,0
Qld Club Challenge Round 4 - Alive,2016-10-15,female,Hayley Wright,72.70,40,45,50,53,57,60,50,60,110
Qld Club Challenge Round 4 - Alive,2016-10-15,female,Kim Walker,50.20,31,33,-35,43,45,47,33,47,80
Qld Club Challenge Round 4 - Alive,2016-10-15,female,Yvonne Mueller,68.80,48,53,56,63,67,71,56,71,127
Qld Club Challenge Round 4 - Alive,2016-10-15,female,Andrea Arnold,69.00,35,39,42,45,50,55,42,55,97
Qld Club Challenge Round 4 - Alive,2016-10-15,male,Hamish Moore,65.80,43,46,49,50,55,61,49,61,110
Qld Club Challenge Round 4 - Alive,2016-10-15,male,Arron Wright,76.90,100,106,-111,125,129,133,106,133,239
Qld Club Challenge Round 4 - Alive,2016-10-15,male,Dylan Blair,79.50,80,-83,83,100,105,-110,83,105,188
Qld Club Challenge Round 4 - Alive,2016-10-15,male,Cayo Andreotti,91.60,95,-100,-102,125,130,135,95,135,230
Qld Club Challenge Round 4 - Alive,2016-10-15,male,Nathan Mckean,91.00,65,70,75,80,85,90,75,90,165
Qld Club Challenge Round 4 - Alive,2016-10-15,male,Colin Schram,83.70,85,-90,95,115,120,125,95,125,220
Qld Club Challenge Round 4 - Alive,2016-10-15,male,Darren Walker,89.00,62,65,68,82,85,88,68,88,156
Qld Club Challenge Round 4 - Alive,2016-10-15,male,Iain Blacow,104.20,70,73,76,80,85,90,76,90,166
