event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Victorian Senior Championships*,2019-04-06,female,Emily Scott,48.95,58,60,62,74,-77,-77,62,74,136
Victorian Senior Championships*,2019-04-06,female,Nancy Nguyen,48.45,38,41,44,-50,50,54,44,54,98
Victorian Senior Championships*,2019-04-06,female,Natalia Chorobczyk,54.95,69,72,75,83,87,-90,75,87,162
Victorian Senior Championships*,2019-04-06,female,Holly Shawcross,53.60,66,-68,-68,84,87,89,66,89,155
Victorian Senior Championships*,2019-04-06,female,Michaela Warwick,54.70,68,-71,71,-78,78,81,71,81,152
Victorian Senior Championships*,2019-04-06,female,Eleanor Lamb,54.85,52,55,57,67,72,-75,57,72,129
Victorian Senior Championships*,2019-04-06,female,Monika Endres,51.95,-56,56,59,65,-69,69,59,69,128
Victorian Senior Championships*,2019-04-06,female,Amber Fielder,54.90,53,56,-58,-65,65,-68,56,65,121
Victorian Senior Championships*,2019-04-06,female,Vanessa Robinson,54.40,45,48,-50,61,64,67,48,67,115
Victorian Senior Championships*,2019-04-06,female,Jenna Lenich,56.90,63,-66,66,78,-81,-81,66,78,144
Victorian Senior Championships*,2019-04-06,female,Emily Shaw,58.85,58,-61,-61,81,84,-87,58,84,142
Victorian Senior Championships*,2019-04-06,female,Sarah Caruana,58.90,61,-64,-64,-76,-76,76,61,76,137
Victorian Senior Championships*,2019-04-06,female,Toni Lane,57.10,-58,58,-61,-74,-74,75,58,75,133
Victorian Senior Championships*,2019-04-06,female,Grace Macdonald,57.80,50,55,-58,64,68,-72,55,68,123
Victorian Senior Championships*,2019-04-06,female,Annabelle Harwood,63.50,63,68,-71,80,82,85,68,85,153
Victorian Senior Championships*,2019-04-06,female,Lydia Mccloskey,62.80,65,-68,68,78,81,-84,68,81,149
Victorian Senior Championships*,2019-04-06,female,Samantha Mcconnell,63.30,61,65,-68,71,-75,-75,65,71,136
Victorian Senior Championships*,2019-04-06,female,Sarah Florence,61.25,-56,56,-59,67,-70,-70,56,67,123
Victorian Senior Championships*,2019-04-06,female,Steanne Mackay,62.10,42,47,51,65,-69,71,51,71,122
Victorian Senior Championships*,2019-04-06,female,Meenakshi Pradhan,62.70,45,48,51,57,-60,62,51,62,113
Victorian Senior Championships*,2019-04-06,female,Seen Lee,61.25,78,0,0,0,0,0,78,0,0
Victorian Senior Championships*,2019-04-06,female,Niamh Meagher,63.00,48,52,-55,-70,-74,-74,52,0,0
Victorian Senior Championships*,2019-04-06,female,Caity Haniver,70.00,78,-81,81,95,-98,98,81,98,179
Victorian Senior Championships*,2019-04-06,female,Nicky Cummins,67.35,74,78,-80,93,96,100,78,100,178
Victorian Senior Championships*,2019-04-06,female,Kate Legge-Wilkinson,70.75,67,-70,70,83,-85,-86,70,83,153
Victorian Senior Championships*,2019-04-06,female,Heidi Nichols,68.85,60,65,-69,72,77,80,65,80,145
Victorian Senior Championships*,2019-04-06,female,Nycolle Roberts,68.30,66,-69,-69,72,75,-77,66,75,141
Victorian Senior Championships*,2019-04-06,female,Lakaiya Walker,64.75,-53,55,-58,67,-72,76,55,76,131
