event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
VWA Open & Masters GP 4,2018-11-24,female,Denese Billings,44.30,30,32,33,39,42,-43,33,42,75
VWA Open & Masters GP 4,2018-11-24,female,Monika Endres,48.90,54,57,-60,68,-70,70,57,70,127
VWA Open & Masters GP 4,2018-11-24,female,Holly Shawcross,54.40,65,-69,72,82,85,-88,72,85,157
VWA Open & Masters GP 4,2018-11-24,female,Sherilyn Moffitt,52.15,33,35,37,43,-45,46,37,46,83
VWA Open & Masters GP 4,2018-11-24,female,Jenna Lenich,56.85,62,65,-68,80,-83,-83,65,80,145
VWA Open & Masters GP 4,2018-11-24,female,Bonnie Grylls-Graham,58.65,-64,-64,64,75,78,-81,64,78,142
VWA Open & Masters GP 4,2018-11-24,female,Eleanor Lamb,58.10,45,48,51,60,-67,-67,51,60,111
VWA Open & Masters GP 4,2018-11-24,female,Amber Fielder,55.90,-47,48,-52,-58,-58,58,48,58,106
VWA Open & Masters GP 4,2018-11-24,female,Sarah Caruana,63.45,58,61,-64,76,-80,-81,61,76,137
VWA Open & Masters GP 4,2018-11-24,female,Toni Lane,60.45,56,-59,-60,74,-77,-78,56,74,130
VWA Open & Masters GP 4,2018-11-24,female,Emily O'Brien,62.25,30,33,36,43,46,-50,36,46,82
VWA Open & Masters GP 4,2018-11-24,female,Nicky Cummins,66.95,-74,74,-77,90,94,-98,74,94,168
VWA Open & Masters GP 4,2018-11-24,female,Celestine Smith,70.75,63,66,-68,78,-80,-80,66,78,144
VWA Open & Masters GP 4,2018-11-24,female,Heidi Nichols,68.40,60,64,-67,70,75,-78,64,75,139
VWA Open & Masters GP 4,2018-11-24,female,Jessica Dudgeon,68.05,50,53,-56,-76,77,-80,53,77,130
VWA Open & Masters GP 4,2018-11-24,female,Louise Bongrain,68.75,40,-43,-43,50,54,-57,40,54,94
VWA Open & Masters GP 4,2018-11-24,female,Sarah Jones,68.40,30,35,39,45,49,53,39,53,92
VWA Open & Masters GP 4,2018-11-24,female,Caity Haniver,73.65,74,78,-81,93,-97,98,78,98,176
VWA Open & Masters GP 4,2018-11-24,female,Teagan Newman,74.45,75,78,80,88,91,94,80,94,174
VWA Open & Masters GP 4,2018-11-24,female,Alana Lewis,73.25,53,55,57,67,70,-75,57,70,127
VWA Open & Masters GP 4,2018-11-24,female,Brooke Morrison,74.80,42,44,-46,60,63,-66,44,63,107
VWA Open & Masters GP 4,2018-11-24,female,Melissa Coia,73.00,43,-45,-45,-58,58,-60,43,58,101
VWA Open & Masters GP 4,2018-11-24,female,Leora Yates,79.60,74,77,80,93,-96,-97,80,93,173
VWA Open & Masters GP 4,2018-11-24,female,Sara Duncan,80.50,45,49,52,67,71,75,52,75,127
VWA Open & Masters GP 4,2018-11-24,female,Crystal Ting,76.35,48,-51,51,-60,60,-65,51,60,111
VWA Open & Masters GP 4,2018-11-24,female,Margaret Webb,80.45,51,53,-55,-55,55,-58,53,55,108
VWA Open & Masters GP 4,2018-11-24,female,Kelly Parker,83.70,63,65,67,78,81,84,67,84,151
VWA Open & Masters GP 4,2018-11-24,male,Steven Liu,65.70,59,65,68,85,90,95,68,95,163
VWA Open & Masters GP 4,2018-11-24,male,Benjamin Silva,66.05,70,-74,-76,86,0,0,70,86,156
VWA Open & Masters GP 4,2018-11-24,male,Samuel Steel,78.75,110,114,-117,135,142,-147,114,142,256
VWA Open & Masters GP 4,2018-11-24,male,Sam Storer,76.30,96,-101,105,123,130,135,105,135,240
VWA Open & Masters GP 4,2018-11-24,male,Andrew Vaiano,79.10,80,-85,85,110,-115,120,85,120,205
VWA Open & Masters GP 4,2018-11-24,male,Dylan Bai,79.75,78,83,86,105,108,-112,86,108,194
VWA Open & Masters GP 4,2018-11-24,male,Hieu Huynh,78.80,72,77,-81,90,95,101,77,101,178
VWA Open & Masters GP 4,2018-11-24,male,Hussein Hafez,80.35,-62,62,-67,90,95,-100,62,95,157
VWA Open & Masters GP 4,2018-11-24,male,David Holt,73.85,60,65,-70,80,-85,85,65,85,150
VWA Open & Masters GP 4,2018-11-24,male,Chris Holt,79.45,40,45,-50,55,60,65,45,65,110
VWA Open & Masters GP 4,2018-11-24,male,David Tran-Cong,87.50,92,96,-100,117,121,123,96,123,219
VWA Open & Masters GP 4,2018-11-24,male,George Stylianou,88.45,80,85,-90,95,100,-105,85,100,185
VWA Open & Masters GP 4,2018-11-24,male,Bruno Arena,82.90,62,67,71,92,98,-103,71,98,169
VWA Open & Masters GP 4,2018-11-24,male,Michael Holloway,82.55,65,66,67,80,85,90,67,90,157
VWA Open & Masters GP 4,2018-11-24,male,Milos Trnka,88.20,-42,42,44,-52,52,-55,44,52,96
VWA Open & Masters GP 4,2018-11-24,male,David Oswell,87.90,37,39,-40,47,-49,50,39,50,89
VWA Open & Masters GP 4,2018-11-24,male,Daniel Mcdonald,88.20,-65,-65,-65,0,0,0,0,0,0
VWA Open & Masters GP 4,2018-11-24,male,Thomas Sewell,91.75,115,120,125,140,145,151,125,151,276
VWA Open & Masters GP 4,2018-11-24,male,Barney Mercer,100.25,70,76,-81,94,98,101,76,101,177
VWA Open & Masters GP 4,2018-11-24,male,Warren Hellisen,102.35,100,-105,-105,135,148,155,100,155,255
VWA Open & Masters GP 4,2018-11-24,male,Nahir Malki,128.85,130,135,-140,155,163,170,135,170,305
