event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Shred Barbell Open Competition,2018-12-09,female,Carolyn Lacey,54.30,46,49,52,59,64,67,52,67,119
Shred Barbell Open Competition,2018-12-09,female,Zofia Szymanski,57.90,52,-54,-54,64,-67,-67,52,64,116
Shred Barbell Open Competition,2018-12-09,female,Elena Macnamara,63.50,30,-34,34,40,-45,-47,34,40,74
Shred Barbell Open Competition,2018-12-09,female,Jarian Hogan,70.40,63,66,68,83,87,0,68,87,155
Shred Barbell Open Competition,2018-12-09,female,Katrina Gini,69.70,55,60,-64,75,80,-85,60,80,140
Shred Barbell Open Competition,2018-12-09,female,Dakota Pham,67.10,45,48,51,55,60,65,51,65,116
Shred Barbell Open Competition,2018-12-09,female,Coral Fernandez,74.10,33,36,-38,44,-48,48,36,48,84
Shred Barbell Open Competition,2018-12-09,female,Ashlee Robertson,84.20,50,-56,57,-74,74,-77,57,74,131
Shred Barbell Open Competition,2018-12-09,female,Evarina Cook,86.50,38,42,45,45,50,54,45,54,99
Shred Barbell Open Competition,2018-12-09,female,Cherina Rajeevan,86.40,28,30,-36,40,44,-47,30,44,74
Shred Barbell Open Competition,2018-12-09,female,Nikora Tuulau,106.70,62,66,-70,80,86,-92,66,86,152
Shred Barbell Open Competition,2018-12-09,female,Baley Yim,101.60,25,28,30,40,42,46,30,46,76
Shred Barbell Open Competition,2018-12-09,male,Deacon Mercieca,39.10,33,36,-40,45,48,-51,36,48,84
Shred Barbell Open Competition,2018-12-09,male,Joshua Doyle,59.50,62,-65,66,79,83,-86,66,83,149
Shred Barbell Open Competition,2018-12-09,male,Bouachanh Thongvilu,72.20,68,-74,-74,80,86,-88,68,86,154
Shred Barbell Open Competition,2018-12-09,male,Nathan Zanella,88.80,92,96,100,120,125,130,100,130,230
Shred Barbell Open Competition,2018-12-09,male,Corey Hele,87.10,92,-97,-100,120,125,131,92,131,223
Shred Barbell Open Competition,2018-12-09,male,Andrew Stavroulakis,86.50,82,84,-86,107,111,-115,84,111,195
Shred Barbell Open Competition,2018-12-09,male,Adrian Carey,93.20,-95,95,100,125,130,143,100,143,243
Shred Barbell Open Competition,2018-12-09,male,Steve Tague,92.10,95,-100,100,110,115,120,100,120,220
Shred Barbell Open Competition,2018-12-09,male,Simon Callander,92.10,70,78,85,100,110,-121,85,110,195
Shred Barbell Open Competition,2018-12-09,male,Wayne Park,91.30,80,-90,-92,105,-110,110,80,110,190
Shred Barbell Open Competition,2018-12-09,male,Matthew Henry,99.50,100,105,108,120,125,131,108,131,239
Shred Barbell Open Competition,2018-12-09,male,Joseph Hickman,100.70,80,-85,85,90,95,100,85,100,185
Shred Barbell Open Competition,2018-12-09,male,Nicholas Reissis,107.10,75,80,-85,82,85,90,80,90,170
