event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
OCC - Championnat de France honneur seniors - Besancon - W,2025-05-17,SEN Women 55,ESPLAS Elisa,54.9,53.0,-55.0,-56.0,-65.0,65.0,-68.0,53.0,65.0,118.0
OCC - Championnat de France honneur seniors - Besancon - W,2025-05-17,SEN Women 59,BÉGUÉ Gaëlle,58.0,67.0,70.0,72.0,83.0,-86.0,-86.0,72.0,83.0,155.0
OCC - Championnat de France honneur seniors - Besancon - W,2025-05-17,SEN Women 59,RODRIGUES Elora,56.5,62.0,66.0,-68.0,76.0,-79.0,-80.0,66.0,76.0,142.0
OCC - Championnat de France honneur seniors - Besancon - W,2025-05-17,SEN Women 59,LALLOYEAU Marilou,59.0,63.0,-67.0,-68.0,78.0,82.0,-86.0,63.0,82.0,145.0
OCC - Championnat de France honneur seniors - Besancon - W,2025-05-17,SEN Women 59,GHILBERT Lisa,58.7,70.0,-72.0,-72.0,-85.0,-85.0,-86.0,70.0,0.0,0.0
OCC - Championnat de France honneur seniors - Besancon - W,2025-05-17,SEN Women 64,LORTAL Orane,62.8,69.0,-73.0,-73.0,87.0,-90.0,-90.0,69.0,87.0,156.0
OCC - Championnat de France honneur seniors - Besancon - W,2025-05-17,SEN Women 64,DE SAMPAIO Nina,63.2,61.0,64.0,67.0,76.0,79.0,-83.0,67.0,79.0,146.0
OCC - Championnat de France honneur seniors - Besancon - W,2025-05-17,SEN Women 71,GOBERT Iris,70.05,-76.0,76.0,-79.0,88.0,-91.0,93.0,76.0,93.0,169.0
OCC - Championnat de France honneur seniors - Besancon - W,2025-05-17,SEN Women 76,THIOLLIER Zoe,74.0,68.0,-71.0,-71.0,86.0,89.0,-92.0,68.0,89.0,157.0
OCC - Championnat de France honneur seniors - Besancon - W,2025-05-17,SEN Women 81,SPANEDDA Marine,77.2,72.0,-76.0,-80.0,82.0,88.0,-95.0,72.0,88.0,160.0
