event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
AURA - Critérium National - Vaulx en velin - PLATEAU SEN MASCULINS,2024-12-14,SEN Men 67,APRAHAMIAN Antranig,66.5,-108.0,-108.0,108.0,132.0,137.0,-141.0,108.0,137.0,245.0
AURA - Critérium National - Vaulx en velin - PLATEAU SEN MASCULINS,2024-12-14,SEN Men 73,DEIGNAN Thibault,70.9,90.0,-94.0,-94.0,110.0,-114.0,-114.0,90.0,110.0,200.0
AURA - Critérium National - Vaulx en velin - PLATEAU SEN MASCULINS,2024-12-14,SEN Men 81,DOMINGUEZ Gaetan,74.8,120.0,125.0,130.0,145.0,-155.0,-155.0,130.0,145.0,275.0
AURA - Critérium National - Vaulx en velin - PLATEAU SEN MASCULINS,2024-12-14,SEN Men 81,MECHELAERE Simon,79.7,105.0,109.0,-112.0,141.0,-145.0,-145.0,109.0,141.0,250.0
AURA - Critérium National - Vaulx en velin - PLATEAU SEN MASCULINS,2024-12-14,SEN Men 81,SEIGNEMARTIN Loic,79.9,93.0,-98.0,99.0,117.0,-121.0,-122.0,99.0,117.0,216.0
AURA - Critérium National - Vaulx en velin - PLATEAU SEN MASCULINS,2024-12-14,SEN Men 81,LABERTRANDIE Lilian,80.5,-110.0,-110.0,110.0,-133.0,-140.0,-140.0,110.0,0.0,0.0
AURA - Critérium National - Vaulx en velin - PLATEAU SEN MASCULINS,2024-12-14,SEN Men 89,HEAFALA Jonah,84.2,118.0,123.0,-127.0,145.0,149.0,154.0,123.0,154.0,277.0
AURA - Critérium National - Vaulx en velin - PLATEAU SEN MASCULINS,2024-12-14,SEN Men 89,RAMBELO MANGA Alexandre lala,88.0,-120.0,121.0,-125.0,139.0,155.0,-160.0,121.0,155.0,276.0
AURA - Critérium National - Vaulx en velin - PLATEAU SEN MASCULINS,2024-12-14,SEN Men 89,BISTEUR Maxime,87.0,113.0,117.0,120.0,130.0,-140.0,140.0,120.0,140.0,260.0
AURA - Critérium National - Vaulx en velin - PLATEAU SEN MASCULINS,2024-12-14,SEN Men 89,MASSE Samuel,87.8,-110.0,110.0,115.0,137.0,-145.0,-145.0,115.0,137.0,252.0
AURA - Critérium National - Vaulx en velin - PLATEAU SEN MASCULINS,2024-12-14,SEN Men 96,MENONI Enzo,91.7,130.0,135.0,-139.0,145.0,-149.0,154.0,135.0,154.0,289.0
AURA - Critérium National - Vaulx en velin - PLATEAU SEN MASCULINS,2024-12-14,SEN Men 96,ABADIE Benoit,95.0,107.0,112.0,-115.0,-130.0,130.0,138.0,112.0,138.0,250.0
AURA - Critérium National - Vaulx en velin - PLATEAU SEN MASCULINS,2024-12-14,SEN Men 102,LAROIX Anthony,100.7,130.0,-136.0,-136.0,160.0,166.0,-172.0,130.0,166.0,296.0
AURA - Critérium National - Vaulx en velin - PLATEAU SEN MASCULINS,2024-12-14,SEN Men 109,DAWID Joris,105.4,110.0,-115.0,-117.0,-136.0,137.0,-142.0,110.0,137.0,247.0
AURA - Critérium National - Vaulx en velin - PLATEAU SEN MASCULINS,2024-12-14,SEN Men 109,TOUSSAINT Pierre,106.6,105.0,-109.0,-109.0,130.0,135.0,-140.0,105.0,135.0,240.0
