event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
HDF - Challenge Avenir - Dunkerque - 2e challenge avenir U10-U13,2025-02-08,U13 Men 35,DELATTRE Timothy,32.1,14.0,16.0,18.0,20.0,22.0,24.0,18.0,24.0,42.0
HDF - Challenge Avenir - Dunkerque - 2e challenge avenir U10-U13,2025-02-08,U13 Men 35,BRUNET Timeo,32.75,13.0,15.0,17.0,21.0,23.0,25.0,17.0,25.0,42.0
HDF - Challenge Avenir - Dunkerque - 2e challenge avenir U10-U13,2025-02-08,U13 Men 35,VILAIN CHANTREAU Mael,30.45,12.0,14.0,16.0,18.0,20.0,21.0,16.0,21.0,37.0
HDF - Challenge Avenir - Dunkerque - 2e challenge avenir U10-U13,2025-02-08,U13 Men 45,VANBAELINGHEM Gatien,42.2,19.0,21.0,23.0,28.0,30.0,32.0,23.0,32.0,55.0
HDF - Challenge Avenir - Dunkerque - 2e challenge avenir U10-U13,2025-02-08,U13 Men 45,DECLERCK Estéban,41.0,19.0,21.0,-23.0,24.0,26.0,28.0,21.0,28.0,49.0
HDF - Challenge Avenir - Dunkerque - 2e challenge avenir U10-U13,2025-02-08,U13 Men 49,LUTUN Nathan,48.25,22.0,24.0,-26.0,32.0,34.0,36.0,24.0,36.0,60.0
HDF - Challenge Avenir - Dunkerque - 2e challenge avenir U10-U13,2025-02-08,U13 Women 35,DECLERCQ Zélyna,31.75,19.0,21.0,23.0,26.0,28.0,30.0,23.0,30.0,53.0
HDF - Challenge Avenir - Dunkerque - 2e challenge avenir U10-U13,2025-02-08,U13 Women 35,GEERAERT Lena,29.9,11.0,12.0,13.0,14.0,16.0,17.0,13.0,17.0,30.0
HDF - Challenge Avenir - Dunkerque - 2e challenge avenir U10-U13,2025-02-08,U13 Women 35,TYROU Linoa,33.95,10.0,12.0,14.0,16.0,18.0,20.0,14.0,20.0,34.0
HDF - Challenge Avenir - Dunkerque - 2e challenge avenir U10-U13,2025-02-08,U13 Women 40,BECQUET Leona,35.8,12.0,14.0,-15.0,15.0,16.0,17.0,14.0,17.0,31.0
HDF - Challenge Avenir - Dunkerque - 2e challenge avenir U10-U13,2025-02-08,U13 Women 45,GEERAERT Emmy,44.65,22.0,24.0,25.0,32.0,34.0,35.0,25.0,35.0,60.0
HDF - Challenge Avenir - Dunkerque - 2e challenge avenir U10-U13,2025-02-08,U13 Women 55,CATEZ Samia,49.2,11.0,13.0,15.0,18.0,19.0,20.0,15.0,20.0,35.0
HDF - Challenge Avenir - Dunkerque - 2e challenge avenir U10-U13,2025-02-08,U13 Women 55,PILARD Lou,52.3,12.0,14.0,16.0,16.0,18.0,20.0,16.0,20.0,36.0
HDF - Challenge Avenir - Dunkerque - 2e challenge avenir U10-U13,2025-02-08,U13 Women 59,THOORIS Hylana,55.55,16.0,18.0,20.0,19.0,21.0,23.0,20.0,23.0,43.0
HDF - Challenge Avenir - Dunkerque - 2e challenge avenir U10-U13,2025-02-08,U13 Women >71,NAKOULMA Mounira,115.4,42.0,44.0,-46.0,52.0,54.0,56.0,44.0,56.0,100.0
