event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,U15 Men >88,DECLERCQ Manoé,98.71,60.0,65.0,-70.0,80.0,-85.0,85.0,65.0,85.0,150.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,U17 Men 65,HUYGHE Clément,63.72,65.0,69.0,-72.0,83.0,-87.0,-88.0,69.0,83.0,152.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,U17 Men 71,BOCKSTAL Aaron,69.22,-63.0,65.0,68.0,83.0,87.0,-90.0,68.0,87.0,155.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,U20 Men 60,VERRONS NOAM Noam,57.85,48.0,51.0,54.0,70.0,-73.0,-75.0,54.0,70.0,124.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,U20 Men 60,GRARD BEAUDET Benjamin,58.4,35.0,38.0,-41.0,45.0,50.0,-55.0,38.0,50.0,88.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,U20 Men 65,FELICIANO Antoine,61.28,65.0,69.0,-72.0,88.0,93.0,-96.0,69.0,93.0,162.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,U20 Men 65,LAMOUR Alexis,62.04,35.0,40.0,43.0,50.0,55.0,60.0,43.0,60.0,103.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,U20 Men 79,DUFOUR Quentin,77.7,93.0,-98.0,98.0,110.0,115.0,-120.0,98.0,115.0,213.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,U20 Men 79,FAUVARQUE Kiliane,77.44,80.0,83.0,-86.0,102.0,106.0,108.0,83.0,108.0,191.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,SEN Men 60,BARTHELEMY Florent,59.17,68.0,71.0,75.0,98.0,103.0,107.0,75.0,107.0,182.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,SEN Men 65,CAESEMAEKER Kevin,64.91,85.0,92.0,95.0,110.0,115.0,-120.0,95.0,115.0,210.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,SEN Men 79,SPATAFORA Dino,72.09,90.0,93.0,-96.0,115.0,120.0,-123.0,93.0,120.0,213.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,SEN Men 79,DUPONT Maxence,74.48,95.0,-100.0,-100.0,110.0,115.0,-120.0,95.0,115.0,210.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,SEN Men 79,PAPEGAY Florian,78.86,90.0,-95.0,-98.0,118.0,123.0,-128.0,90.0,123.0,213.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,SEN Men 79,MALYGA Louis,75.13,85.0,90.0,-95.0,110.0,115.0,-118.0,90.0,115.0,205.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,SEN Men 88,CHOQUET Matthieu,83.45,90.0,-95.0,95.0,120.0,-125.0,-126.0,95.0,120.0,215.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,SEN Men 88,FOUCKE Mickael,82.04,50.0,55.0,60.0,70.0,75.0,82.0,60.0,82.0,142.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,SEN Men 94,LEGONIDEC Christian,93.3,95.0,100.0,-105.0,115.0,122.0,-126.0,100.0,122.0,222.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,SEN Men 94,MILLIOT Antony,91.33,70.0,-75.0,-75.0,80.0,87.0,-92.0,70.0,87.0,157.0
HDF - REG 1 - Saint pol sur mer - 3ème journée Hommes,2025-12-20,SEN Men >110,FRANCHOIS Kevin,111.25,88.0,92.0,95.0,108.0,113.0,116.0,95.0,116.0,211.0
