event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
AURA - REG 1 - St quentin fallavier - 3ème tour championnat par équipe-Excellence,2025-02-08,U15 Men 61,ECKMANN Gael,59.3,60.0,65.0,-68.0,75.0,-80.0,-80.0,65.0,75.0,140.0
AURA - REG 1 - St quentin fallavier - 3ème tour championnat par équipe-Excellence,2025-02-08,U17 Men 96,PASTOR Romain,95.4,87.0,91.0,95.0,115.0,120.0,-123.0,95.0,120.0,215.0
AURA - REG 1 - St quentin fallavier - 3ème tour championnat par équipe-Excellence,2025-02-08,U20 Men 81,DA SILVA Romain,80.2,125.0,-130.0,-130.0,148.0,153.0,-156.0,125.0,153.0,278.0
AURA - REG 1 - St quentin fallavier - 3ème tour championnat par équipe-Excellence,2025-02-08,SEN Men 61,BUCHWALTER Morgan,59.8,68.0,-72.0,73.0,88.0,93.0,-95.0,73.0,93.0,166.0
AURA - REG 1 - St quentin fallavier - 3ème tour championnat par équipe-Excellence,2025-02-08,SEN Men 73,APRAHAMIAN Antranig,68.6,105.0,115.0,-120.0,133.0,138.0,141.0,115.0,141.0,256.0
AURA - REG 1 - St quentin fallavier - 3ème tour championnat par équipe-Excellence,2025-02-08,SEN Men 73,TRUMET Jonathan,70.8,75.0,78.0,81.0,95.0,100.0,-103.0,81.0,100.0,181.0
AURA - REG 1 - St quentin fallavier - 3ème tour championnat par équipe-Excellence,2025-02-08,SEN Men 81,BENNEGENT Loïc,73.5,80.0,84.0,-87.0,103.0,108.0,-112.0,84.0,108.0,192.0
AURA - REG 1 - St quentin fallavier - 3ème tour championnat par équipe-Excellence,2025-02-08,SEN Men 81,ECKMANN Laurent,77.3,75.0,80.0,85.0,100.0,-105.0,-107.0,85.0,100.0,185.0
AURA - REG 1 - St quentin fallavier - 3ème tour championnat par équipe-Excellence,2025-02-08,SEN Men 81,JUSTET Julien,74.0,75.0,80.0,-85.0,93.0,96.0,100.0,80.0,100.0,180.0
AURA - REG 1 - St quentin fallavier - 3ème tour championnat par équipe-Excellence,2025-02-08,SEN Men 89,HEAFALA Jonah,84.1,105.0,110.0,115.0,140.0,145.0,-150.0,115.0,145.0,260.0
AURA - REG 1 - St quentin fallavier - 3ème tour championnat par équipe-Excellence,2025-02-08,SEN Men 89,PETREQUIN Gaby,82.0,95.0,-100.0,102.0,123.0,128.0,-0.0,102.0,128.0,230.0
AURA - REG 1 - St quentin fallavier - 3ème tour championnat par équipe-Excellence,2025-02-08,SEN Men 89,BAZIN Kevin,81.1,83.0,-86.0,-86.0,100.0,105.0,-110.0,83.0,105.0,188.0
AURA - REG 1 - St quentin fallavier - 3ème tour championnat par équipe-Excellence,2025-02-08,SEN Men 109,PEILLEX Stephane,102.4,-110.0,-115.0,-115.0,-130.0,130.0,-140.0,0.0,130.0,0.0
AURA - REG 1 - St quentin fallavier - 3ème tour championnat par équipe-Excellence,2025-02-08,SEN Women 59,GAILLARD Lucie,58.6,-58.0,58.0,-63.0,75.0,-80.0,-83.0,58.0,75.0,133.0
AURA - REG 1 - St quentin fallavier - 3ème tour championnat par équipe-Excellence,2025-02-08,SEN Women 71,MANTAROPOULOS Marie,65.5,75.0,-0.0,-0.0,100.0,-0.0,-0.0,75.0,100.0,175.0
