Iron Tiger Invitational,US,161.csv
Halloween Frights,US,4599.csv
2nd Annual Black Swamp Winter Open,US,175.csv
MIA Soul Classic,US,1387.csv
The Upper Peninsula Weightlifting Championships,US,613.csv
HWC Fall Open 2018,US,3590.csv
South Texas Open,US,2856.csv
Dynamis Weightlifting Invitational,US,4360.csv
Conquer all Chaos,US,2711.csv
Eleiko Memorial,US,1218.csv
Team Spartacus Open,US,954.csv
2016 Olympia Cup,US,2077.csv
OZ: A Weightlifting Meet,US,3369.csv
Dogg Days of Summer,US,2063.csv
Yank & Yeet,US,4412.csv
Virginia State Championship and Open,US,798.csv
Twin City Masters and Invitational,US,940.csv
2019 Lima Grand Prix CSLP Cup,US,4374.csv
Mash Mafia Invitational,US,2705.csv
Reno Open,US,1224.csv
Saint Patricks Day Open,US,968.csv
Coffee and Cleans Weightlifting meet,US,3433.csv
Liftavus,US,5042.csv
2017 IWF Masters European Championships & Open,US,3355.csv
Tommy Kono Open 9,US,1542.csv
2nd Annual San Antonio Weightlifting Championship,US,1556.csv
South Carolina State Championships,US,3341.csv
2020 Big O Barbell Winter Classic,US,4348.csv
Athletic Lab Fall Classic,US,3427.csv
2017 NJ Outdoor LWC Championships and Open,US,2739.csv
SoCal Fall In House 21,US,5056.csv
Buffalo Barbell Club Meet,US,1230.csv
Coachella Valley Weightlifting Championships,US,997.csv
Saint Patricks Day 2013 Weightlifting Championship,US,983.csv
SG Open Championship 2021,US,5081.csv
Northwest Women's Open WLC,US,2936.csv
Liberty Barbell July Developmental Meet,US,773.csv
Sense Gym Developmental Meet,US,1581.csv
Colorado Weightlifting Club Gym Meet,US,3396.csv
Marin Open,US,2088.csv
HWC Spring Open 2018,US,3382.csv
Trident Spring Open,US,1595.csv
McKenna's Gym Collegiate Developmental Meet,US,767.csv
Emerald Coast Weightlifting 2021 Send Off,US,5095.csv
Broad Ripple Barbell Lift Off,US,2922.csv
Boo Bash,US,4604.csv
2017 TCA New Year's Weightlifting Meet,US,2275.csv
Mid-February Max Out,US,2513.csv
VERO STATE QUALIFIER,US,4162.csv
Team Florida of Pensacola: 2022 TFP Open,US,5268.csv
Summer Slang 2017,US,2507.csv
2018 Youth Olympic Games,US,3619.csv
AZ Youth and State Weightlifting Championships,US,4176.csv
2015 IronMind Weightlifting Championships,US,1768.csv
Wheelhouse Open 2020,US,4610.csv
Holly Jolly Barbell Throwdown,US,2261.csv
Last Chance Junior Qualifier,US,1740.csv
Dylan Wall Open,US,1998.csv
The Circle City Super,US,4638.csv
Covert Barbell Spring Meet!,US,3157.csv
Calavera Barbell's Day of the Dead Open,US,2249.csv
2022 Oklahoma Open,US,5240.csv
DEF Weightlifting Jam,US,1026.csv
University Of Oregon Weightlifting Classic,US,1032.csv
Country Strong Spring Lift Off,US,5254.csv
Commonwealth Series 2,US,3625.csv
Southern Oregon Open,US,3143.csv
Paws and Platforms Invitational,US,1754.csv
Test Event For Rio,US,1967.csv
North Dakota High School Weightlifting State Championships,US,3816.csv
2016 Chikara Open,US,559.csv
2019 Big D Developmental Meet,US,3802.csv
2016 American Open,US,1973.csv
Kindred In-House Weightlifting Meet #2,US,4823.csv
LSUS Collegiate Invitational,US,3194.csv
The Weightlifting League 4,US,1783.csv
LSUS Open,US,217.csv
Northern Michigan  Junior National Qualifier,US,571.csv
8th Annual MS State Weightlifting Championships,US,5283.csv
Tropical Storm Barry,US,4189.csv
LBC Grand Opening,US,5297.csv
Fortius Opening Day Invitational,US,565.csv
Macomb Invitational,US,203.csv
Valentines Day Open,US,1797.csv
Barbell Collective TWO,US,4837.csv
2018 Lock and Load Weightlifting Championships,US,3180.csv
The Virus Classic at SoCal,US,5281.csv
HSC In-house Meet,US,3828.csv
2nd Annual Jake Powers invitational,US,573.csv
Force Fall Classic,US,215.csv
The Weightlifting League 2,US,1781.csv
Boise Barbell Open,US,1959.csv
Yellow Brick Road,US,3196.csv
Thor's Stone Winter 2021,US,4821.csv
Cookies & Kilos Fall Open,US,2288.csv
Gainesville Barbell Intrasquad meet,US,3182.csv
Moorhead Last Chance Meet,US,4835.csv
Shamrocks & Snatches Classic,US,1795.csv
Chicago Open,US,201.csv
KILO Open,US,567.csv
2022 National Masters Weightlifting Championships,US,5295.csv
Nolan's 1RM Invitational,US,3814.csv
D'Town Throwdown,US,229.csv
701 Summer Open,US,1965.csv
SoCal Weightlifting Summer Classic,US,1971.csv
Who Let the Dogs Out?,US,4809.csv
Spring Cleaning 2019,US,3800.csv
Cougstrong Challenge,US,1024.csv
2019 Capital City Open,US,3633.csv
2022 BC Master Provincial Championships,US,5242.csv
ASQW Spring Classic,US,3155.csv
Frank Spellman Classic,US,1742.csv
Liberty Barbell Classic,US,1756.csv
Industrious Weightlifting Championships,US,3141.csv
Kingfield Classic,US,4148.csv
Cold Iron Classic,US,3627.csv
NOVAOpen,US,2539.csv
Adirondack Weightlifting Regional Open,US,5256.csv
2012 Iron Works Weightlifting Championships,US,1030.csv
Hassle Free Fall Breakers,US,4160.csv
Peaks Weightlifting Meet,US,2511.csv
Sargsian Qualifier,US,1018.csv
Team Chikara Developmental Meet #47,US,2277.csv
2018 Texas Strength Open,US,3169.csv
Gulf Coast Barbell Open,US,4606.csv
Farewell to Ski,US,2263.csv
Heroic Barbell Countdown to Armageddon,US,4612.csv
HoundWood Weightlifting club Year End invitational,US,598.csv
The Minnesota Open,US,4174.csv
The Sooner State Open,US,2505.csv
Bluegrass Barbell Spring Classic,US,3394.csv
Bad Santa,US,1583.csv
Weightlifting Camp Meet,US,771.csv
VBW State Last Chance Qualifier,US,2934.csv
Athletic Lab Winter Classic,US,5083.csv
Orlando Open Summer Edition,US,2920.csv
Liftmas 2k19,US,4389.csv
Halloween Throwdown,US,5097.csv
Iron Sport Developmental #2,US,765.csv
Washington Open,US,1597.csv
2018 Vaughn Weightlifting Open,US,3380.csv
West Chester Winter Classic,US,2908.csv
TCA Summer Lift-off,US,995.csv
National Masters WLC,US,759.csv
California State Games,US,981.csv
2014 Savage Weightlifting Open,US,1540.csv
CLE Barbell Club's Winter Open,US,4438.csv
2nd Annual Titan,US,3357.csv
The Alameda Weightlifting Competition,US,2049.csv
Vehement Barbell Festival,US,5040.csv
East Coast Gold Fall Brawl,US,3431.csv
Last Chance,US,1226.csv
CWC International Invitational Meet,US,1232.csv
Rosedale Open 2022,US,5054.csv
The PSP Weightlifting Showcase,US,3425.csv
Kendra Enright Memorial,US,3343.csv
2014 Dustbone Classic,US,1554.csv
VBW Super Saturday III,US,4404.csv
TeamWNY October Open,US,2075.csv
Star of The North Games,US,956.csv
Youth Last Chance Qualifier,US,2713.csv
Lift-O-Mania,US,4362.csv
The Minnesota Open,US,5068.csv
Iron Athlete Summer Open,US,2707.csv
Summer Slam- A Texas State Meet Qualifier,US,3419.csv
OMK Developmental Meet,US,4376.csv
Caledonia Last Chance Meet,US,942.csv
Northshore Summer Meet,US,1568.csv
Development Meet (JUNE),US,2061.csv
Speed Shop Winter Weightlifting Open,US,163.csv
PWA Jr. Championship and Masters Open,US,1391.csv
Autumn Open 2013,US,605.csv
CrossFit Defined Lincoln Square USAW WL Meet,US,2698.csv
ASQW All You Can Eat Last Call Qualifier,US,2840.csv
2018 Eastern Collegiate Weightlifting Championships,US,3586.csv
Athletic Lab Winter Classic,US,2854.csv
Jingle Barbells Open,US,3592.csv
Black & Red Open,US,89.csv
Auburn AutunnLift,US,611.csv
FRCF Fall Weightlifting Championships,US,1385.csv
Grand Rapids Strength Winter Games Classic,US,177.csv
Gough-Karchut Weightlifting Classic,US,639.csv
St. Valentine's Day Snatchacre,US,2868.csv
Monster Mash Fund Raiser,US,1434.csv
The Garage Open - GET QUALIFIED FOR NATIONALS,US,3223.csv
Pittsburgh Fall Weightlifting Open,US,2883.csv
The Australopithecus Meety,US,3545.csv
Steve Gough Memorial PWA Championships,US,5134.csv
Memorial Weekend Open,US,1352.csv
T Town Oly Open,US,1346.csv
test,US,2897.csv
Hoosier Barbell/High School/Youth/Junior Invite,US,3551.csv
The Gator Weightlifting Winter Open 2022 (NUQ),US,5120.csv
Kilodelphia Open (Uni Nats last chance qualifier),US,2129.csv
5 Bar Showdown,US,3237.csv
Stars and Stripes Lift Off,US,4558.csv
Soul Vs. FWF,US,1420.csv
2016 Kiloween,US,2101.csv
Colorado State Championships,US,4570.csv
Pinnacle Weightlifting Fall Open,US,1408.csv
Jeff Moyer Memorial,US,62.csv
Soul Open 3,US,822.csv
In House AO3 Qualifier,US,4216.csv
Iron Athlete Winter Open,US,3579.csv
Derby Weightlifting Classic,US,2667.csv
Driftless Showdown 2021 - University Nationals Qualification meet and Wisconsin State Championship,US,5108.csv
South Carolina State Championship,US,4202.csv
Harambe Classic,US,2673.csv
Liberty Barbell Club Fall Qualifier,US,76.csv
2012 Ohio Weightlifting Championships and Midwest Open,US,836.csv
Youth Nationals Last Chace Qualifier,US,188.csv
Development Meet (July),US,2115.csv
2020 Copperhead,US,4564.csv
Colorado State Championships,US,3784.csv
Barbell Rodeo,US,407.csv
District Games,US,1193.csv
Bar Wars:Episode II,US,361.csv
Women's Treat Meet,US,4955.csv
Team WNY Fall Classic,US,4941.csv
"Mustang In House Meet Feb 9th, 2021",US,4799.csv
"Wild, Wonderful, Weights Virginia Invitational",US,1839.csv
2015 Sac High Open I,US,375.csv
The Goodland Open,US,1187.csv
Kentucky State Championship,US,413.csv
Queensland Masters State Weightlifting Championships,US,3790.csv
2019 Spring Open,US,3948.csv
March Mashup,US,3960.csv
Steel City inhouse meet,US,4969.csv
Spring Cleaning Open 2,US,1811.csv
2016 National University Championship,US,1805.csv
Trident Classic,US,349.csv
Lion's Roar Summer Classic,US,3974.csv
Summer Strong Invitational,US,1150.csv
Bexar Barbell Spring Throwdown,US,5336.csv
Junior Last Chance Qualifier,US,2459.csv
Vulkan Weightlifting Winter Open,US,3747.csv
The New England Open,US,4028.csv
MWL 91,US,4996.csv
2014 National Championships,US,1636.csv
2015 National Junior Championship,US,1622.csv
Olympia Winter Cup 2018,US,3035.csv
Rescheduled 2020 Junior Pan American Championships,US,4982.csv
IDF - Challenge Avenir,US,5322.csv
CWC In-house Sanctioned Meet,US,3753.csv
east valley open III,US,1144.csv
Spring 2017 IronCat Open at Texas State University,US,2465.csv
California State Games,US,4014.csv
John Davis Memorial 7,US,4772.csv
BrewCity Open,US,2303.csv
Mass Mania: Round Two,US,4766.csv
Naples Winter Open 2018,US,3009.csv
FRCF Winter 2016 Invitational Weightlifting Meet,US,2317.csv
Doc Yogi Memorial,US,1178.csv
Doral Weightlifting Championship,US,2471.csv
Summerville Open,US,4000.csv
Donny Shankle Weightlifting Competition,US,2316.csv
Falcon Strength Fall 2017 Meet,US,3008.csv
Little Falls HS (In House Meet),US,4767.csv
USAW Nationals Last Chance Qualifier,US,4001.csv
IRON BEAVER SPRING OPEN,US,2470.csv
State of Fitness Weightlifting Classic,US,1179.csv
Super Saturday II,US,4015.csv
2017 NYC Open,US,2464.csv
Ames Open,US,2302.csv
The Indy Open,US,4773.csv
Clintonville Barbell Open,US,4983.csv
Dayton Barbell Club Winter Open,US,3034.csv
IWF Grand Prix,US,1623.csv
Flagstaff Open,US,1145.csv
Battle of Pearl Harbor WLM 2019,US,3752.csv
2022 IWF Junior World Championships,US,5323.csv
CFM Limitless Summer Classic,US,4029.csv
Last Chance OK Junior Qual Invitation,US,3746.csv
2017 CTS Wine Country Classic,US,2458.csv
Pure Health Last Chance Qualifier,US,5337.csv
Southside Winter Weightlifting Competition,US,1151.csv
Reno Open Trials Session,US,1637.csv
2021 Sooner Summer Slam,US,4997.csv
5 th ASIAN INDOOR MARTIAL ARTS GAMES  WEIGHTLIFTING,US,3020.csv
The Holly Jolly Hoist,US,348.csv
Pony Express Open,US,1804.csv
Midwest Summer Slam,US,3975.csv
Sasquatch Invitational,US,3961.csv
Bay State Games,US,1810.csv
2021 Kansas State & Open Champhipship,US,4968.csv
PWA JR Champs MLK Open,US,374.csv
Winter Liftathon,US,1838.csv
Elite Performance Open,US,4798.csv
2021 Spring Open,US,4940.csv
2019 Connecticut Open,US,3949.csv
RAIDER OPEN,US,3791.csv
2015 Iowa State and Open,US,412.csv
MDUSA Spring Open,US,1186.csv
Youth National Last Chance Qualifier,US,1192.csv
Maui Golf Masters & Youth Weightlifting Meet,US,406.csv
Rocky Mountain State Games,US,3785.csv
Iron Athlete Summer Open 2021,US,4954.csv
Roach Strength Invitational,US,360.csv
Cincinnati Spring Fever Open Meet,US,837.csv
Philadelphia Barbell Fall 2015 Meet,US,77.csv
Pre-Solstice Open,US,2672.csv
Dante/Newbie Open,US,4203.csv
STRENGTH WORKS OPEN,US,4565.csv
HiTechplates inaugural,US,2114.csv
Badger State Games,US,189.csv
Halloween Open,US,1409.csv
Pure Health Last Chance Qualifier,US,4571.csv
Iron Athlete September Open,US,2100.csv
Semper Fortis Semper Fidelis,US,5109.csv
Epidemic Open,US,2666.csv
Procrastinator's Promenade,US,3578.csv
Icehouse Open,US,4217.csv
FWF State Championships,US,823.csv
Pennsylvania State Weightlifting Championships and York Open,US,63.csv
2021 Turkey Meet Charity Event,US,5121.csv
Tampa Bay Area Classic 6,US,3550.csv
2018 American Open Finals,US,2896.csv
Blaze High School Open,US,1347.csv
Volusa Winter Classic,US,1421.csv
Power And Grace Fall Classic,US,4559.csv
Barbell MAYnia,US,3236.csv
Zoo City Barbell University National Qualifier,US,2128.csv
TSS Barbell Presents Chop One (TX STATE QUALIFIER),US,3222.csv
Flowery Branch Open and Lst Cance Juniors Qualifier,US,1435.csv
Pittsburgh Open Weightlifting Championships,US,1353.csv
Anchor Weightlifting Club Only Meet,US,5135.csv
2018 USAW Louisiana State Championship,US,3544.csv
Hyde Park Christmas Classic,US,2882.csv
Back Alley Rumble II: The Sequel,US,2869.csv
Elite Weightlifting Meet,US,638.csv
MN HS Weightlifting State Championship,US,1384.csv
Arrow and Circle Invitational,US,610.csv
Dumbarton Invitational 2015-3,US,88.csv
55th Annual Golden West Open & Don Wilson Memorial,US,3593.csv
The Intergalactic Open 2,US,2855.csv
Winter Weightlifting Open,US,176.csv
Arnold Weightlifting Championships Powered by Rogue,US,162.csv
November Weightlifting League,US,3587.csv
2018 HWC Winter Open,US,2841.csv
2017 New Mexico 20 and Under Championships,US,2699.csv
TCA Fall Kick-Off,US,604.csv
EAW Invitational,US,1390.csv
MN State High School Weightlifting Championship,US,943.csv
Emory Holiday Throwdown,US,4377.csv
Last Chance Qualifier,US,3418.csv
Out of Step Barbell Open #14,US,2706.csv
2022 Mayhem Supertotal,US,5069.csv
Pound for Pound Weightlifting Meet,US,2060.csv
Brooklyn Barbell Winter Qualifier,US,4411.csv
Louisiana State Weightlifting Open,US,1569.csv
BlackBox Summer Showdown,US,2074.csv
January 11th Competition,US,4405.csv
2020 Armor Classic,US,4363.csv
Port Orange Meet,US,2712.csv
Apple Valley Winter Open,US,957.csv
Equality D Meet,US,3424.csv
The Palm Beach Open,US,5055.csv
2014 American Record Makers Weightlifting Competition,US,1233.csv
210 Winter Invitational,US,1555.csv
Southside Summer Solstice Slam,US,3342.csv
MIA Classic,US,2048.csv
JJ's Qualifier,US,3356.csv
Dynamis Weightlifting Invitational,US,4439.csv
Vulkan Weightlifting Open,US,1541.csv
CF Pandora Box Last Chance for Youths,US,1227.csv
Wonder Women Of Weightlifting Classic,US,3430.csv
September )pen,US,5041.csv
Waxman's Gym Developmental Meet,US,980.csv
Gold Cup Challenge,US,758.csv
Army and Navy Academy Weightlifting Classic,US,994.csv
Essex Middle School Open,US,2909.csv
Weightlifting Camp/Millersville University,US,764.csv
2021 IWF Youth World Championships,US,5096.csv
Championnats de la Ligue Francophone en Haltrophilie,US,4388.csv
Southeast Classic,US,2921.csv
Youth National Qualifier,US,3381.csv
Bad Mother Open,US,1596.csv
Pink Bra Tour Weightlifting Meet,US,1582.csv
2018 CHICAGO OPEN,US,3395.csv
RYPT/Rutgers Winter Classic 2022 (NUQ),US,5082.csv
Olympia Autumn Cup,US,2935.csv
Mid Atlantic Qualifier,US,770.csv
Three Kings In-House Meet,US,4613.csv
2016 Kirkwood Winter Challenge,US,2262.csv
Eastbound and Down,US,2504.csv
Greensboro Barbell Rebellion #1,US,4175.csv
The All Star Classic,US,599.csv
2012 Dariotus Memorial,US,1019.csv
Murder of Crows Closed Meet,US,2510.csv
October Open,US,4161.csv
Denver Fall Throwdown,US,4607.csv
MAC Barbell Spring Open,US,3168.csv
AO Qualifier,US,2276.csv
DTLA - Spring Cleaning,US,3140.csv
Panhandle Power Winter Open,US,1757.csv
2012 Russ Knipp Weightlifting Championships,US,1031.csv
2022 Coffee Spring #1,US,5257.csv
Lift Like a Girl III Developmental Meet,US,2538.csv
Commonwealth Series 3,US,3626.csv
East Coast Gold Fall Brawl,US,4149.csv
Hawaii Open,US,5243.csv
Bravura Developmental Meet,US,3632.csv
2013 Dariotis Memorial,US,1025.csv
4th Annual Cupid  Classic,US,1743.csv
GYT&GTFO Open - Hosted by Team O.C.,US,3154.csv
In HoWse Meet,US,4808.csv
April Showers,US,1970.csv
2019 Lock and Load,US,3801.csv
Lakeville South High School Open,US,3815.csv
Greensboro Open,US,1964.csv
Lonestar National Youth Championship Qualifier,US,228.csv
Mid-American Weightlifting Championships,US,200.csv
The Gainesville Winter Classic,US,1794.csv
Moorhead Spud Thud,US,4834.csv
"Barbarian Barbell presents ""Tribal Lifting!""",US,3183.csv
Barbells and Brews - Denver - Bierstadt Lagerhaus,US,5294.csv
Last American Open Qualifier,US,566.csv
2012 AO Last Chance Qualifier,US,572.csv
Five Rings WL Quarter Kumite,US,3829.csv
2022- Nashville Weightlifting Club Open,US,5280.csv
Spring Classic,US,2289.csv
Show Me Weightlifting Classic,US,4820.csv
Onaga Blast Chance,US,3197.csv
Team Chikara Developmental Meet#45,US,1958.csv
2016 Maryland Potomac Valley Open,US,1780.csv
Twenty Dolla No Holla Fall Open,US,214.csv
PR Festivus,US,4818.csv
Florida Youth National Qualifier,US,1960.csv
SPS Championship,US,3811.csv
WarGames 2019:  The Battle for PRs,US,3805.csv
Natty Tune-up,US,238.csv
Spring Classic,US,1974.csv
Freedom Classic Weightlifting Challenge,US,210.csv
Auburn WinterLift,US,1784.csv
West Michigan American open Qualifier,US,3193.csv
Pittsburgh Barbell Spring Qualifier,US,4824.csv
(NUQ) The Gator Weightlifting Spring Open 2022,US,5284.csv
Oly Weightlifting Academy Developmental Meet,US,576.csv
Memphis Fall Open,US,562.csv
2022 Freedom April In House,US,5290.csv
Trinity vs Silver Creek In House Meet,US,3839.csv
The AYUDA Barbell Throwdown,US,3187.csv
Tradition Barbell Open,US,4830.csv
2017 Fortius Developmental 1,US,2299.csv
Iron Tiger Weightlifting Open,US,1790.csv
Big Four Barbell New Years Open,US,204.csv
Whitney Open III,US,1948.csv
Nashville Weightlifting New Year's Open,US,2272.csv
DIESEL Weightlifting Meet,US,4603.csv
San Dimas Developmental Meet,US,4165.csv
HD Classic,US,2514.csv
Bluegrass Barbell Winter Meet,US,589.csv
Utah State Chmpionships,US,1009.csv
Good Vibes Meet (2020 Texas State Qualifier),US,4171.csv
The Lab Spring Open,US,2500.csv
2016 IWF Masters Championship,US,2266.csv
Larry Hannenman Memorial,US,4617.csv
2018 Old Dominion Classic,US,3178.csv
KIM BARBELL Development Meet,US,3150.csv
2016 Capital City Open,US,1747.csv
Weightlifting Def Jam,US,1021.csv
2019 Old Dominion Classic,US,3636.csv
Caffeine and Kilos Invitational,US,4159.csv
2022 Howard Cohen Classic,US,5247.csv
Weights & Lakes Open,US,2528.csv
T3 Barbell Cleveland Open,US,3622.csv
Torque Barbell Open 2022,US,5253.csv
University Of Oregon Weightlifting Classic,US,1035.csv
Force Weightlifting Midwest Open and Last Chance Qualifier,US,1753.csv
Bar Wars -Revenge of the Fifth-,US,3144.csv
Elmira Open,US,748.csv
TCA New Year's Weightlifting Meet,US,990.csv
Team Chikara Developmental Meet #31,US,984.csv
Independence Junior Qualifier/OPEN,US,2919.csv
Liberty Barbell Club Open/Philadelphia City Championships,US,774.csv
5th Annual Aurora Sports Festival Weightlifting Competition,US,2931.csv
BlueWave In-House Meet,US,4398.csv
Don Wilson Memorial Golden West Open,US,5086.csv
Badger State Games 2018,US,3391.csv
423 Barbell Open,US,1586.csv
Utah Christmas Meet,US,1592.csv
Star of the North Games,US,3385.csv
Last Chance Qualifier,US,2925.csv
SNATCH-CICLES,US,5092.csv
Hillsborough Raider Invitational,US,760.csv
Caledonia Last Chance Meet,US,953.csv
Time Trials,US,2716.csv
2022 Alaska State Championship,US,5079.csv
Mass Barbell Winter Open,US,4367.csv
Georgia / Alabama Championships,US,3408.csv
4th Capitol City Open WLC,US,4401.csv
Big Shoulders Clang and Bang,US,2070.csv
California State Games,US,1579.csv
Solcana Beginner Oly Meet,US,4415.csv
2016 Weightlifting Wise Championships,US,2064.csv
Spring 3,US,2702.csv
Freedom Invitational,US,4373.csv
Star of the North State Games,US,947.csv
2021 Midwest Open,US,5045.csv
Tampa Bay Practice Classic (#TBPC1),US,3434.csv
Blonde Bomber Invitational,US,1223.csv
2014 Caffeine and Kilos Invitational,US,1545.csv
Scottsdale Barbell Summer Open,US,3352.csv
Hassle Free BBC Summer Breaker,US,3346.csv
Union Weightlifting invitationa,US,4429.csv
Industrious Fall Classic,US,2058.csv
Junior Championship Last Chance Qualifier,US,1551.csv
Squatmore Open,US,1237.csv
1st Annual Cornerstone Weightlifting Championships,US,5051.csv
Redwood Empire Championships,US,3420.csv
2017 Universiade,US,2879.csv
Halloween Classic,US,628.csv
Southside's Lifting Championship at the Expo,US,1394.csv
CrossFit Fairbanks Winter Open,US,600.csv
2015 PGH Fall Invitational,US,98.csv
Intro to Kilos,US,3583.csv
American Masters Championships,US,2845.csv
Speed Shop Spring Weightliftng Open-Powered by Columbus Weightlifting,US,166.csv
Project Lift Summer Invitational,US,172.csv
Thor's Stone Spring Weightlifting Meet,US,2689.csv
Rite of Passage 2018,US,3597.csv
Intrepid Last Chance for 2018 Nationals,US,2851.csv
Balzako Open,US,614.csv
Liberty Barbell Classic,US,1380.csv
Masters Meet,US,67.csv
"ETWU Snatches, Cleans, and American Dreams",US,827.csv
Kentucky State Open,US,4213.csv
The Praelium,US,2662.csv
Tampa Bay Area Classic 3,US,2104.csv
Nike 2020 Online American Open Series 3 powered by Rogue,US,4575.csv
Last Chance Qualifier,US,199.csv
Sunshine Lift Off,US,1419.csv
IWF Junior World Championship 2016,US,2110.csv
Freedom’s Last Chance AO3 Qualifier,US,4561.csv
Olympia Autumn Cup 2018,US,3568.csv
Just Strong Open,US,4207.csv
2022 Missouri Valley & Open Championships(NUQ),US,5119.csv
2017 IWF Youth World Championships,US,2676.csv
Manayunk Barbell Fall Open,US,73.csv
Shallcross The Road to Nationals,US,833.csv
Test Meet,US,3540.csv
November Weightlifting League,US,2886.csv
New Year New PR Weightlifting Competition by Strength Works,US,5131.csv
"True Athletics Open, Junior and Masters",US,1357.csv
Auburn Autumn lift,US,1431.csv
Olympia Southwest Open 2016,US,2138.csv
East Coast Gold - August Spring Fling,US,4549.csv
Gorilla House Gym - Open,US,3226.csv
Summer Solstice Open,US,9.csv
QUEEN CITY CLASSIC,US,3232.csv
Dog Days Open,US,1425.csv
Independence Open 2014,US,1343.csv
Three Ships Classic 2018,US,3554.csv
2018 Nike National Junior Championships,US,2892.csv
Closed Meet - Uncommon High School Open,US,5125.csv
Paramount Winter Open,US,358.csv
Out of Step Barbell Open #20,US,3965.csv
Lifting in the Smokies,US,3971.csv
Beyond Parallel Open,US,1800.csv
Optimus Barbell Summer Open 2021,US,4978.csv
LBH Classic,US,1828.csv
Grind City Invitational,US,364.csv
OMA Classic 2021,US,4950.csv
Wags & Weightlifting,US,4788.csv
2019 West Chester Summer Classic,US,3781.csv
NYS CHAMPIONSHIP,US,3959.csv
2015 Doc Yogi Memorial,US,402.csv
2014 State of Michigan and Open Championships,US,1196.csv
Barn Spring Invitational,US,1182.csv
Bluegrass Barbell Spring Meet,US,416.csv
2019 USA Weightlifting National Championships,US,3795.csv
Queen Emma Youth Meet,US,4944.csv
Savage Weightlifting Open,US,370.csv
Not A Master Yet,US,3018.csv
KC Winter Open,US,4777.csv
Boise Barbell Masters Team Trial,US,2306.csv
2019 Arizona Senior Weightlifting State Championships,US,4011.csv
Peak Classic,US,1169.csv
Yellow Brick Road,US,2474.csv
Team Florida Gainesville Last Chance Qualifier,US,4005.csv
MASS Mania: Round One,US,4763.csv
Port Saint Lucie Weightlifting Open 2,US,2312.csv
Essex Middle School Junior and Scholastic Meet,US,3024.csv
Kilo's for Cancer,US,4993.csv
1st Annual Mississippi State Championship,US,1633.csv
2013 It's Still Winter Weightlifting Open,US,1155.csv
Iron Factory Spring Open,US,5333.csv
Team WNY January Club Meet,US,3742.csv
Industrious Weightlifting Championship,US,2448.csv
Notch 8 Barbell Almost Summer Classic,US,5327.csv
"Whatever Happens, Happens Invitational",US,4039.csv
Let's Get This Bread,US,3756.csv
Grand Canyon State Winter Games,US,1141.csv
National university championships,US,1627.csv
Bar Wars IV,US,3030.csv
Rep Max Fall Face Off,US,4987.csv
EVCF Open,US,1140.csv
Howard Cohen Classic,US,3757.csv
6th Annual Mississippi State Weightlifting Championships,US,4038.csv
"Stars, Stripes and White Lights 2022",US,5326.csv
2017 Minnesota LWC Qualifier,US,2449.csv
2021 Trident Classic,US,4986.csv
2017 Southern Minnesota High School Open,US,3031.csv
1st Annual Chiang Mai Competition,US,1626.csv
Canadian Senior Weightlifting Championships,US,1632.csv
BARBELLS N SPRINKLES FALL OPEN,US,4992.csv
The 2018 Big Money Fundraiser,US,3025.csv
Full Tilt Winter Classic,US,3743.csv
Utah State Champs 2022,US,5332.csv
2013 Alaska State Championship,US,1154.csv
Rise Barbell Summer Open,US,4004.csv
Onaga Blast Chance,US,2475.csv
Gayle Hatch Louisiana Christmas Weightlifting Meet,US,2313.csv
Yank & Yeet 2021,US,4762.csv
December Weightlifting League,US,2307.csv
Lunar Open VI,US,4776.csv
Belmont Barbell Open,US,3019.csv
Northern Michigan Youth Qualifier,US,1168.csv
VICE Weightlifting Summer Showcase,US,4010.csv
Elmira Spring Open,US,2461.csv
2019 American Open Finals,US,3794.csv
Kentucky Open Championship,US,417.csv
NM Games and Invitational - Men,US,1183.csv
Industrial Strength Fall Classic II,US,371.csv
The Gator Weightlifting Fall Open 2021 (NUQ),US,4945.csv
Iron Egg A Squared II,US,4789.csv
3rd Annual Brigade Barbell Club Open 2021,US,4951.csv
2015 Level 5 Weightlifting Open,US,365.csv
Larry Mintz Memorial,US,1829.csv
Moorestown Development,US,1197.csv
Aloha State Games,US,403.csv
Big Blue In-House Meet,US,3958.csv
2018 5th International Qatar Cup,US,3780.csv
Bar Wars - MAY THE 4th BE WITH YOU,US,3970.csv
2021 CHICAGO OPEN,US,4979.csv
Illinois State and Open Championships,US,1801.csv
Industrious Weightlifting Championship,US,359.csv
2016 National Under 25 Championship,US,1815.csv
Michigan State Meet,US,3964.csv
Georgia Games Olympic Weightlifting Championship,US,1424.csv
2018 East Coast Gold Lift Off,US,3233.csv
PBC January Open,US,5124.csv
2018 USA Weightlifting National Youth Championships,US,2893.csv
The Minnesota Open,US,3555.csv
Raider Invitational,US,1342.csv
Sunshine State Games - Weightlifting,US,1356.csv
Olympia Winter Cup 2022,US,5130.csv
December Weightlifting League,US,2887.csv
TEST** 2018 American Open Finals,US,3541.csv
Memorial Day Open Weighlifting Competition,US,8.csv
TSS Barbell Presents Chop Two (TX STATE QUALIFIER),US,3227.csv
Michigan Weightlifting State Meet,US,4548.csv
2016 Halloween Weightlifting Spectacular,US,2139.csv
GA-AL LWC Chamionships,US,1430.csv
Allsouth Open and one year celebration,US,4560.csv
University Qualifier,US,2111.csv
