BVWL Developmental Meet,US,4133.csv
Cookies and Kilos Fall Open,US,3884.csv
Henderson Youth Championships 2017,US,2542.csv
Oahu Open,US,1063.csv
QUEEN CITY CLASSIC 2019,US,3674.csv
AKP Last Chance,US,5205.csv
2017 Masters World Cup,US,3112.csv
2016 Texas State Championships,US,1705.csv
Last Chance Qualifer - Nationals,US,291.csv
Colorado State & Open,US,285.csv
"Inner strength Winter Qualifier, 2016",US,1711.csv
PFB Weightlifting Fall Open,US,2218.csv
Team Flaig Last Chance Qualifier ATL,US,4669.csv
Last Chance Junior National Qualifier,US,3106.csv
Nike 2019 National Under 25 Championships,US,3660.csv
Gym's House Open,US,5211.csv
Central Kentucky Weightlifting Open,US,1077.csv
Barbell MAYnia 2020,US,4480.csv
Industrious Fall Classic,US,3489.csv
2017 Mid American and Rodger Degarmo Memorial,US,2797.csv
Lily Weightlifting's Lifting Palace,US,2783.csv
Paramount Invite,US,4494.csv
Trinity College Open Weightlifting Championship,US,736.csv
KWL In-House Meet,US,2973.csv
2018 Armor Classic,US,2967.csv
Essex Middle School Open/Jr. and  Vermont State Championships,US,722.csv
February Competition,US,4443.csv
The 2016 Ohio State Championships and Midwest Open,US,2032.csv
Roadhouse Open,US,911.csv
Caboose Weightlifting Cup,US,2754.csv
Big Bend Winter Classic,US,4325.csv
Colorado Classic,US,2740.csv
WODGODZ 2017,US,2998.csv
TSAC Fall 2019 Meet,US,4331.csv
CFOKC House Call,US,905.csv
North Coast League 5,US,1249.csv
Tier 1 Triple Crown,US,3338.csv
Big Bend Spring Classic,US,4457.csv
Southside's Summer select weightlifting meet,US,2026.csv
Holiday Competition,US,1507.csv
Olympia Fall Open WLC,US,3310.csv
Tommy Kono Invitational,US,2768.csv
Puget Sound Classic,US,5007.csv
Nashville Weightlifting New Year Open,US,4319.csv
September Weightlifting League,US,3476.csv
Alabama Weightlifting State Championships,US,1261.csv
Southern Minnesota High School Open,US,939.csv
2014 Inner Strength Spring Meet,US,1275.csv
PFP Liftmas,US,5013.csv
"9th Annual ""Ginny"" and NE Championships",US,3462.csv
Barbells and Brews - Charlotte - 2018,US,3304.csv
Western New York Open,US,1513.csv
North Carolina State Championships,US,118.csv
2016 Manitoba Open Championships,US,2185.csv
October 5th Competition,US,4292.csv
Enzo Athletic Performance Invitational,US,5198.csv
Frank Spellman,US,4286.csv
2016 Afro-Asian Championships,US,2191.csv
Crossfit Norwalk Open,US,1498.csv
The Palm Beach Open,US,124.csv
607 Open,US,642.csv
Covert Barbell's Second Annual Winter Weightlifting Meet!,US,2807.csv
AO Series Qualifier,US,2813.csv
Emory Classic,US,656.csv
East Coast Championships,US,130.csv
Pittsburgh Barbell Invitational,US,4537.csv
Arizona Weightlifting State Championships,US,3258.csv
Minnesota LWC Championship,US,1329.csv
Team WNY Summer Open,US,25.csv
Wisc/WL Championship/ Wisc. Open,US,865.csv
British University Championships,US,4251.csv
West Chester Developmental Meet #1,US,2620.csv
2019 Iron Egg A Squared,US,4245.csv
2nd Annual First Timer's Meet,US,2634.csv
Team WNY November Club Meet,US,31.csv
Charleston J.O. Qualifier,US,871.csv
"Connecticut State Senior, Junior, and Masters Championships",US,2152.csv
AO Series Online Qualifier - March,US,4523.csv
Philadelphia Barbell Fall Qualifier,US,1473.csv
2018 N. Highland WLC Qualifier.,US,3264.csv
I-45 Invitational,US,3502.csv
Northwest WSO kick off,US,5173.csv
South East Classic,US,681.csv
Mid-Tennessee Mega OLY Lifting Meet,US,1315.csv
TWNY Snowbound Open,US,19.csv
Summer Slam,US,859.csv
Mason-Dixon Open,US,1301.csv
Veterans Day Memorial,US,695.csv
AMP Training State Championship Last Chance Qualifier,US,3516.csv
Paradise Classic,US,4279.csv
BlueWave Championship 2022,US,5167.csv
Out of Step Barbell Open #13,US,2608.csv
WarGames 2018: The Battle for PRS,US,3270.csv
NMU National Even Qualifier,US,1467.csv
Brooklyn Barbell Open,US,4090.csv
Onaga Blast Chance,US,3927.csv
Last Chance Youth Qualifier,US,2387.csv
North Dakota High School Weightlifting State Championships,US,3099.csv
Minnesota State High School Weightlifting Championship,US,1856.csv
ND Open,US,1842.csv
Hassle Free BBC Spring Breaker,US,2393.csv
Allegheny Mountain Assoc. LWC Open  Championships,US,4084.csv
P-Town Throw Down,US,3933.csv
The Georgia Flanagan University Scholarship Meet,US,468.csv
Last Chance Qualifer,US,440.csv
Team Chikara Developmental Meet #43,US,326.csv
Garlic City Classic,US,4912.csv
2021 Pan American Masters Weightlifting Championships,US,4906.csv
VBC Holiday Classic,US,332.csv
Northwest Georgia Open,US,454.csv
2017 American Open Finals,US,2422.csv
HBC Youth Last Chance Invite,US,4053.csv
International Invitational,US,1895.csv
"The Nike 2021 National Youth Championships, powered by Rogue",US,4735.csv
16 th Annual Holiday Cup,US,2344.csv
Hatch Annual Christmas Meet,US,4721.csv
Nike 2017 National University Championship,US,2350.csv
Union Christmas Meet,US,1659.csv
2016 National Test Event,US,1881.csv
The Iron Game Open 2017,US,2436.csv
TMG 8th Anniversary Invite,US,5359.csv
Monmouth Championships,US,4047.csv
BlueWave Weightlifting Championship,US,3728.csv
Open @ the Branch 2,US,1117.csv
Flagstaff Open III,US,483.csv
2022 Illinois State Championship and Open,US,5371.csv
Winter Open,US,3066.csv
2021 Big O Barbell Winter Classic,US,4709.csv
Bravura WL It's Gettin' Hot in Herre Summer Lift Off,US,5417.csv
Intrepid January Open,US,2378.csv
End of Year PR Meet,US,1671.csv
Charleston-Mattoon Weightlifting Club Open Winter Meet,US,1665.csv
PODM UP Spring Classic,US,3072.csv
Central NY Regional Weightlifting Open,US,5403.csv
Spring Fling - Last Chance Qualifier and NUQ,US,5365.csv
Capitol City Open WLC,US,3714.csv
Risto Olympia Cup,US,497.csv
War Eagle Open,US,1103.csv
Clintonville Barbell Summer Open,US,5402.csv
BlackBox Championships,US,3073.csv
3rd Annual Winter Solstice Open,US,1664.csv
National Masters,US,1102.csv
Iron Athlete November Open,US,496.csv
Liftmas,US,3715.csv
2022 Philadelphia Spring Open,US,5364.csv
Rep Max Spring Lift Off,US,3701.csv
2nd Annual Left Coast Weightlifting Spring Open,US,5370.csv
Arizona State Weightlifting Championships,US,482.csv
Open @ the Branch 1,US,1116.csv
Illumine Winter Open - Chicagoland,US,1670.csv
AOS1 Qualifier,US,2379.csv
Armor Championships,US,5416.csv
2020 Pan American Masters,US,4708.csv
2018 Fortius Open,US,3067.csv
2016 BlueWave Weightlifting Championships,US,1880.csv
Tampa Bay Area Classic 2,US,1658.csv
Virus winter open,US,2351.csv
BARBARIAN BARBELL presenta Un Very Merry Feliz Holiday Espectacular!,US,4720.csv
Team Chikara Developmental Meet #51,US,3729.csv
Lift For Lions,US,4046.csv
Schools Out Open and Last Chance Qualifier,US,5358.csv
Lift Off,US,2437.csv
RYPT Summer Classic,US,4052.csv
AZHSWA High School & Youth Championship,US,2423.csv
Gold Cup Challenge,US,2345.csv
"The Nike 2021 National Under 25 Championships, powered by Rogue",US,4734.csv
Lorton Strength Classic,US,1894.csv
Sense Gym 2015 Developmental Meet #2,US,333.csv
Sasquatch Summer Classic,US,4907.csv
Cookies and Kilos Spring Open,US,455.csv
September Showdown,US,441.csv
Iron Athlete Spring Open,US,4913.csv
Team Chikara Developmental Meet #44,US,327.csv
Last Chance Jr. Nationals Qualifier,US,2392.csv
3rd Annual Mississippi State Weightlifting Championship,US,1843.csv
American Masters Championships,US,469.csv
2019 Hudson Valley Open,US,3932.csv
Big Sky State Games 2019,US,4085.csv
Yellow Brick Road,US,3926.csv
Kansas State & Open Championships,US,4091.csv
Cookies & Kilos Fall Open,US,1857.csv
CrossFit Align Invitational,US,3098.csv
First Timers Meet,US,2386.csv
Mid Atlantic LWC Last Chance Qualifier,US,2609.csv
Raider in-house,US,5166.csv
Jingle Brews Classic II,US,4278.csv
Lion's Roar Barbell Fall Classic,US,3517.csv
Southern Pacific LWC 33 2012 Championships,US,694.csv
South East Classic,US,1300.csv
Crossfit DV8 Developmental,US,1466.csv
OWC Spring Open,US,3271.csv
Tough Temple Invitational,US,3265.csv
West Chester Fall Classic,US,1472.csv
2013 Iron Egg Summer Meltdown Weightlifting Championships,US,858.csv
CT State Weightlifting Championships,US,18.csv
Spring 2014 Iron Cat Open,US,1314.csv
Elite Oly Weightlifting Meet,US,680.csv
SAW Winter Showdown,US,5172.csv
PathWeigh Performance St. Louis Classic,US,3503.csv
Charleston Qualifier,US,870.csv
Jim's Gym Last Chance Qualifier,US,30.csv
Inaugural Titan Meet,US,2635.csv
The Genesis Series Finals,US,4244.csv
Strong Barbell Club Weightlifting Open,US,4522.csv
Enfeld Open,US,2153.csv
Berlin Wall Demo Memorial,US,3259.csv
Freedom Summer 2020,US,4536.csv
Texas Strength State Qualifer,US,2147.csv
Big D Developmental,US,2621.csv
406 Barbell Open Weightlifting Meet,US,4250.csv
Holiday Classic/LWC Senior Mens & Womens,US,864.csv
Team WNY Spring Cleaning,US,24.csv
XLR8 Barbell Clubs First Meet,US,1328.csv
Louisiana  Governor's Games,US,657.csv
Butte Barbell Club Summer Classic,US,2812.csv
Treasure coast Open,US,131.csv
Merry LIFTmas,US,2806.csv
Iron Egg Fall Classic,US,643.csv
2nd Annual Jeannie Strong Championships,US,4287.csv
Mustang Blizzard in house Meet,US,5199.csv
Connecticut LWC State Championships,US,1499.csv
Cowboy Classic,US,2190.csv
2017 Bridgeport Barbell Club Old Folks Open,US,2184.csv
Out of Step Barbell Open 7,US,119.csv
Winter Classic Weightlifting Meet,US,4293.csv
RWL Annual Summer Open Competition,US,3463.csv
2021 Copperhead Weightlifting Championships,US,5012.csv
Crossfit Variance Challenge,US,1274.csv
Cain Athletics Weightlifting Open,US,938.csv
Elmira Open,US,1512.csv
Get Darby Qualified for U Nationals!,US,3305.csv
Olympia Harvest Classic WLC,US,3311.csv
CliffsidePark Open,US,1506.csv
Waxman's Gym Spartaklade,US,1260.csv
LWC 49 AO 3 Qualifier,US,3477.csv
Brooklyn Barbell Closed Meet (Nov-2019),US,4318.csv
Athletic Lab Fall Classic,US,5006.csv
Kegs and Kilos at Braxton,US,2769.csv
North Coast League 1,US,1248.csv
Heavy Hitter's Halloween,US,904.csv
Bravura WL Dia De Los Kilos,US,4330.csv
Hawaii Open Weightlifting Championships,US,2999.csv
Vivian Dawson Memorial/Nutmeg Open,US,2741.csv
Hit Your Openers Open,US,2027.csv
7th Annual Mississippi State Weightlifing Championship,US,4456.csv
Buffalo Barbell Spring club meet,US,3339.csv
Fortius Halloween Open,US,2033.csv
Last Chance Meet,US,4442.csv
2019 Mediterranean Cup,US,4324.csv
Iron Beaver Summer Slam,US,2755.csv
Lab Rat Invitational,US,910.csv
The 2012 Ginny Robinson Memorial Developmental Meet,US,723.csv
AO Qualifier,US,2966.csv
Farid's Last Chance,US,2972.csv
Norwood Weightlifting Fall Open,US,737.csv
2017 Armor Open,US,2782.csv
2021 Yellow Brick Road,US,4495.csv
Bixby's Barbell Bonanza,US,4481.csv
2nd Annual GPX Open Presented By Mississippi Barbell,US,2796.csv
Record Breakers 2018,US,3488.csv
Spring Classic 2018,US,3107.csv
Christmas Classic Weightlifting Meet,US,4668.csv
Olympia Fall Open,US,2219.csv
2016 Bull City Barbell Open,US,1710.csv
Last Chance American Open,US,284.csv
Central Kentucky Weightlifting Invitational,US,1076.csv
Intro to Kilos at Tuff Expo,US,5210.csv
Welcome to 2019,US,3661.csv
Pacifico Barbell WLC In-house,US,5204.csv
CrossFit Branson Lift Off,US,3675.csv
Team Hawaii Developmental Meet,US,1062.csv
Conquer All Chaos,US,290.csv
Yoked Barbell Club Winter Classic,US,1704.csv
Developmental Gym Meet 1,US,3113.csv
CFSBC Christmas & Kilos,US,4654.csv
Faction Fall Weightlifting Open,US,2225.csv
Barbell MAYhem,US,2543.csv
Moorestown Spring Open,US,3885.csv
Fort Myers AO Last Chance Qualifier,US,4132.csv
Blaze Barbell Invitational,US,2557.csv
Nashville Weightlifting Club Open,US,3891.csv
HBC Nanny McCarthy Meet,US,5238.csv
Super Total X3 - The Ocala Championships,US,4126.csv
2019 Armor Classic,US,3649.csv
Frank Spellman Classic,US,2231.csv
2021 Arnold Pope Classic,US,4898.csv
Alpha Invitational,US,1738.csv
Onaga Christmas Open,US,247.csv
BASA BIG Sunday 2021,US,4873.csv
The LehighValley Open,US,521.csv
2016 Saint Patrick's Day Weightlifting Championship,US,535.csv
2021 Lock and Load,US,4867.csv
Sparkler Qualifier,US,253.csv
2020 Online National Championships,US,4697.csv
2016 Aloha State Games,US,1937.csv
1st Annual Buffalo Classic,US,1089.csv
Mission 1 Weightlifting Meet,US,2580.csv
2019 EGAT Cup,US,3846.csv
Risto Olympia Cup event 2,US,2594.csv
Irontail Classic,US,3852.csv
Anchorage Home From College Gym Meet,US,509.csv
The Miller Gym Second Anniversary Invite,US,1923.csv
Sunday Series: Santa's Slay,US,4683.csv
Brooklyn Barbell Closed Meet,US,3844.csv
WarGames 2017:  The Battle For PRs,US,2582.csv
TCB Meet,US,279.csv
3rd Annual White Rose Barbell Open,US,1935.csv
Phoenix Weightlifting Open,US,4695.csv
WOOD IS GOOD,US,4681.csv
Praxis Cup,US,4859.csv
2015 IWF Grand Prix-Russia,US,1921.csv
2019 Las Vegas International Open,US,3850.csv
"Spring ""Cleaning"" Event",US,2596.csv
Big Blue Winter Slam,US,3688.csv
St. Valentines's Day Snatchacre,US,523.csv
10TH HoundWood Gym Pocket-Size Open (Pre-Super Bowl Comp!),US,3878.csv
Conqueror Weightlifting In-House Meet,US,4871.csv
Yellow Brick Road,US,245.csv
CrossFit Fairbanks Spring Open,US,1909.csv
Last Chance Youth,US,251.csv
Capital City Open (Men),US,4865.csv
Battle of Normandy (D-Day) Weightlifting Meet,US,537.csv
Catalyst  Athletics Summer Invitational,US,1048.csv
2020 Masters National Championships,US,4130.csv
Lifting Palace 2.0,US,3887.csv
Minnesota State High School Championship,US,2541.csv
Iowa State Championships,US,2227.csv
WYOMING STATE WEIGHTLIFTING CHAMPIONSHIPS,US,4656.csv
Memorial Day Classic,US,3139.csv
Development Meet (September),US,2233.csv
2021 Baltimore Open,US,4642.csv
2019 Indiana State Meet,US,4124.csv
Spring Classic 2019,US,3893.csv
Bennito Bash,US,2555.csv
2018 Southern MN High School Open,US,3663.csv
Puget Sound Classic II,US,5212.csv
Niedeman Open,US,1074.csv
Rocky Mountain State Games,US,286.csv
2016 SENSE Gym Weigthlifting Meet #1,US,1712.csv
Team Houston Invitational,US,3105.csv
FRCF Fall WeightLifting Meet 2018,US,3111.csv
Sacramento Fitness Expo Open,US,1706.csv
Flat Irons Weightlifting Open,US,292.csv
Veterans Day Memorial,US,1060.csv
Grayskull Winter Open,US,3677.csv
Will Lift For Tacos,US,4118.csv
Mark Needs A Qualifier Meet,US,5206.csv
2017 Vero Beach Classic,US,2569.csv
2021 Onaga Blast Chance,US,4497.csv
2014 Arizona State Weightlifting Championships,US,1289.csv
Las Vegas Barbell Fall Open,US,2958.csv
2017 Central Texas Oly Open,US,2780.csv
Last Minute Qualifier - Invitational,US,2794.csv
Southern Minnesota High School Open,US,709.csv
Sunday Series: Summer Daze,US,4483.csv
2018 Kentucky State Championship,US,2964.csv
2012 Boston Last Chance Nationals Qualifier,US,721.csv
Connecticut Open Weightlifting Championships,US,735.csv
2018 Alaska State Championship,US,2970.csv
Testify Barbell MAYhem,US,4454.csv
2016 American Masters Weightlifting Championship,US,2025.csv
Jacked Classic,US,2743.csv
Inland Empire Championship,US,4332.csv
Koda Kilo,US,906.csv
Collegiates Qualifier,US,912.csv
Equality D Meet,US,2757.csv
Jingle Barbells,US,5038.csv
2019 San Diego International Open,US,4326.csv
2018 Oklahoma State Championships of Weightlifting,US,3449.csv
2020 Universities Qualifier,US,4440.csv
Colorado State and Open,US,2031.csv
U of O Weightlifting Classic Oregon LWC State Championships,US,1538.csv
2018 West Chester Winter Classic,US,3307.csv
Just Strong Open,US,4468.csv
NJ OUTDOOR  LWC CHAMPIONSHIPS AND OPEN,US,2019.csv
Eagle Invitational,US,1510.csv
2014 Spring Intrepic Athletics Developmental Meet,US,1276.csv
No Matter What Open 2021,US,5010.csv
Good Vibes Meet - Texas State Qualifier,US,3461.csv
2020 Olympic Games,US,5004.csv
2018 ALLSOUTH Invitational,US,3475.csv
New Mexico Games Women,US,1262.csv
Moorestown Open WLC,US,1504.csv
2018 Freedom Classic,US,3313.csv
2016 Rio Olympic Games,US,2192.csv
End the Year with a PR Open and Development Meet,US,669.csv
Barbells and Boos,US,4285.csv
Driftless Showdown,US,4291.csv
Risto Oympia Cup by Alaskafit,US,2838.csv
EMS Developmental Meet,US,3298.csv
2016 Nevada State Championships,US,2186.csv
Southeast Classic,US,133.csv
Rudy Sablo Memorial,US,2810.csv
2012 Stoneage Invitational,US,655.csv
Easter Development Meet,US,899.csv
2013 Inner Strength Fall Invitational,US,641.csv
Thor's Stone Summer Weightlifting Meet,US,2804.csv
Altamonte Open,US,127.csv
Dumbarton Invitational 2014 2,US,1458.csv
August Meet 2016,US,2151.csv
The Drunky Memorial Meet,US,4520.csv
The Village Grand Opener,US,4246.csv
95East Barbell Winter Classic,US,5158.csv
Tampa Bay Area Classic 4,US,2637.csv
2015 NYC Experimental Open,US,32.csv
Sayre Park Winter Open Chicagoland Competition,US,872.csv
Buffalo BBC,US,26.csv
Illinois State Weightlifting Championships,US,866.csv
Halloween Weightlifting Spectacular,US,4252.csv
WhiteRose Barbell Club Developmental Meet,US,2623.csv
Mash Mafia Strength Picnic,US,2145.csv
Lift Proud Virtual Cup,US,4534.csv
Alpha Invitational,US,3273.csv
Superior National Challenge,US,1464.csv
Cannon Valley Classic,US,1302.csv
PWA Record Breakers,US,696.csv
last chance qualifier,US,3515.csv
2022 February Online Qualifier,US,5164.csv
2018 Merry Liftmas,US,3501.csv
Winter Invitational,US,5170.csv
Kirkwood Winter Challenge,US,682.csv
Elmira Challenge Weightlifting Meet,US,1316.csv
2014 Hookgrip Classic,US,1470.csv
6th Qatar International Cup,US,4508.csv
Hawaii Fit Expo Weightlifting Open,US,3267.csv
Night of the Lifting Dead,US,4087.csv
PFP Barbell Bar Wars,US,3930.csv
East Ave Team Comp,US,5399.csv
Camel City Classic,US,1841.csv
Barbell Lift Off,US,1699.csv
Last chance meet 2,US,2390.csv
Sunshine And Kilos Summertime Open,US,4939.csv
Reach Your Peak Classic,US,2384.csv
Solcana Beginner Meet,US,1855.csv
Drive Pop Punch! June Boom!,US,319.csv
Scorched Iron Classic,US,3924.csv
Team Georgia Spring Classic,US,457.csv
In House Meet May 2021,US,4905.csv
Last Chance Americans Qualifier,US,331.csv
Fun on the Vegas Strip,US,1869.csv
Fortius Summer Invitational,US,325.csv
2021 West Chester Summer Classic,US,4911.csv
Winona Last Chance Meet,US,3918.csv
Team Houston Qualifier,US,443.csv
Barbell Battle in the Bluffs,US,2435.csv
2019 National Police Week Open,US,4044.csv
EASTSIDE IN HOUSE MEET,US,4722.csv
Winter Open,US,2353.csv
2016 CTS Wine Country Classic,US,1882.csv
PWA Championships,US,1896.csv
RevFit Weightlifting Open,US,3059.csv
The Nike 2021 North American Open Series 2 powered by Rogue,US,4736.csv
Industrial Strength Weightlifting Classic,US,2347.csv
Nike 2017 American Open Series 3,US,2421.csv
2019 Houses' Gym Last Chance Qualifier,US,4050.csv
2013 Youth Nationals Qualifier,US,1128.csv
Whitney Lunar New Year Open,US,2409.csv
2022 Big Energy Weightlifting Competition by Strength Works,US,5366.csv
2019 OSS Novice/National Youth Qualifier,US,4078.csv
February Weightlifting Competition,US,3717.csv
Iron Athlete October Open,US,494.csv
IronCat Fall Open,US,1100.csv
D.A.V. Patriot Games 2015: Lift for 22,US,1666.csv
Nashville Weightlifting Club Open,US,3071.csv
Tampa Bay Practice Classic 5,US,5400.csv
Altius Athletics Winter Classic,US,3065.csv
"The Nike 2022 National Junior Championships, powered by Rogue",US,5414.csv
WINTERFEST 2016,US,1672.csv
Southern Open,US,1114.csv
Tucson Barbell Club Open,US,480.csv
Rubber City Weightlifting Open,US,5372.csv
The John Davis Memorial 5 Invite,US,3703.csv
Empire Classic Weightlifting Open,US,1673.csv
"The Nike 2022 National Under 25 Championships, powered by Rogue",US,5415.csv
SAS Memorial Meet,US,3064.csv
2018 Larry Mintz Memorial,US,3702.csv
8th Annual Athleo Open,US,5373.csv
East Valley Open,US,481.csv
Last Chance Youth Championships,US,1115.csv
HPG Last Chance Qualifier,US,1101.csv
Last Chance Qualifier Open,US,495.csv
January 13th Weightlifting Competition,US,3716.csv
Friday Night Lights 2019,US,4079.csv
2022 Spring Lift Off,US,5367.csv
2017 New Year Lift Off,US,2408.csv
CANI OPEN,US,5401.csv
Big Dog Lift Off,US,3070.csv
WWC Invitational,US,1667.csv
Rosemount High School Open,US,2346.csv
Barbell Collective TWO -2022,US,5429.csv
Barbell Collective FINAL,US,4737.csv
Mid-Minnesota High School Open,US,3058.csv
Strength vs Cancer,US,1897.csv
Liberty County High School Invite,US,1129.csv
Notch 8 Barbell Classic Presented by KiloTape,US,4051.csv
2017 USA Weightlifting National Youth Championships,US,2420.csv
Howard Cohen American Masters,US,4045.csv
Second Annual Coal Region Classic,US,2434.csv
Last Chance Qualifier,US,1883.csv
Out of Step Barbell Open #12,US,2352.csv
2020 Howard Cohen American Masters,US,4723.csv
Bobcat Barbell National Qualifier & Open,US,4910.csv
Feel the Steel III,US,324.csv
Trinity HS Last Chance Youth Qualifier,US,1868.csv
Team Houston Qualifier,US,442.csv
Naptown Capital Cup presented by 1Kilo,US,3919.csv
18th Matt Davis Memorial,US,456.csv
Battle of Pearl Harbor Weightlifting Meet,US,330.csv
THE 11th ANNUAL CANUSA,US,4904.csv
2015 Sense Gym Developmental meet #1,US,318.csv
Hyperion Weightlifting Open,US,1854.csv
Last Chance Qualifier for AO Series I,US,2385.csv
4th Annual JT Kalnay Memorial Olympic Lifting Meet,US,3925.csv
Inland Empire Classic II,US,4092.csv
Summer Singlets 3.0,US,5398.csv
5th Annual Freedom Classic,US,3931.csv
Senior Provincial Championships,US,4086.csv
Heart and Barbell Summer Open,US,4938.csv
Testify Cupid Classic,US,2391.csv
Athletic Lab Winter Classic,US,1698.csv
Whitney Open II,US,1840.csv
3rd Annual Black Box Championships,US,1317.csv
Team Texas Open,US,683.csv
Menlo College University Qualifier and Open (NUQ),US,5171.csv
AO3 Last Chance Qualifier,US,3500.csv
Last Chance MN State Championships,US,3266.csv
February Fun,US,4509.csv
2016 Fairbanks Lift Off,US,2178.csv
2014 LBC Developmental Meet 1,US,1471.csv
2014 Iron Egg Autumn Classic,US,1465.csv
Good Luck Qualifying,US,3272.csv
Yolked Championships at Salus Barbell Club,US,5165.csv
2018 Midwest Open,US,3514.csv
Southern Minnesota High School Open,US,697.csv
Tom Terhart/Mike Ramsey Open Memorial,US,1303.csv
2017 Lock and Load Weightlifting Championships,US,2622.csv
2019 NMLWC Championships,US,4253.csv
Sayre Park Qualifying Meet,US,867.csv
2015 Elmira Fall Open,US,27.csv
The Praelium,US,4535.csv
United States Olympic Training Center 15U Camp Competition,US,2144.csv
No Matter What Open 2020,US,4521.csv
Unrivaled Classic 2016,US,2150.csv
Rudy Sablo Memorial,US,1459.csv
"Mattoon, IL YMCA Open W/L Championships",US,873.csv
Lost Battalion Hall Classic,US,33.csv
Visalia Spring Lift Off 2017,US,2636.csv
70th Annual Gayle Hatch Louisiana Christmas Meet,US,5159.csv
Allsouth Fall Open,US,4247.csv
TeamWNY Fall Classic,US,3528.csv
Palmetto Weightlifting Open,US,2805.csv
The Freak Show Open,US,640.csv
2nd Annual Blackbox Weightlifting Championships,US,898.csv
The Iron Game Open,US,126.csv
Last Chance Youth National Qualifier,US,132.csv
The 2012 Hookgrip Classic,US,654.csv
The Holiday Open,US,2811.csv
Last Chance Qual for AO3,US,2839.csv
Winter Strength Invitational,US,4290.csv
Hoosier Barbell Club- Closed Meet,US,3299.csv
Rocktober Classic,US,2193.csv
The New England November Open,US,4284.csv
MDUSA Fall Open,US,668.csv
2014 Summer Lift Off,US,1263.csv
5th Annual White Rose Barbell Open,US,3474.csv
Pull & Pray 2021 Pt 2,US,5005.csv
Rubber City Open,US,3312.csv
South Jersey Open Weightlifting Championship,US,1505.csv
2014 Inner Strength Winter Meet,US,1511.csv
Niskayuna Open,US,2018.csv
Battle For The Fallen IV,US,4469.csv
3K Last Chance Youth Qualifier - Closed Meet,US,3306.csv
RWL Annual Memorial Day Weightlifting Competition,US,3460.csv
LIFTOMANIA II,US,5011.csv
Cabin Fever Open Meet,US,1277.csv
LVB IN-HOUSE COMPETITION,US,3448.csv
Annual Turkey Classic,US,4327.csv
Rockford Barbell In House,US,5039.csv
Alaska State Fair USAW weightlifting,US,2756.csv
Yellow Brick Open,US,913.csv
Industrial Strength Classic,US,1539.csv
Garage Freedom Open,US,2030.csv
AO 1 Last Chance Qualifier,US,4441.csv
Colorado Last Chance Competition,US,2024.csv
RowanStrong Weightlifting Open,US,4455.csv
Oklahoma State Championships,US,907.csv
2019 Hawaii Open,US,4333.csv
CT State LWC Championships,US,2742.csv
Kuinini Send Off Classic,US,2971.csv
New England Masters Weightlifting Championship,US,734.csv
Crossfit Relentless Hartford Open Olympic WL Championship,US,720.csv
2018 Kentucky Open Championship,US,2965.csv
Trinity College Open Weightlifting Championship,US,708.csv
ZKC International Meet,US,2795.csv
2020 Virginia LWC Championship & Old Dominion Classic,US,4482.csv
2021 Calavera Battle Born Classic,US,4496.csv
Iron Born Open,US,2781.csv
BASA Big Sunday Open,US,2959.csv
Barslamming Festival,US,1288.csv
Lift Lift Boom,US,293.csv
TeamWNY January Club Meet,US,1707.csv
FRCF Spring WeightLifting Meet 2018,US,3110.csv
Last Chance University/23U,US,2568.csv
Singapore National Weightlifting Championships 2021,US,5207.csv
2019 Southside Summer Slam.,US,4119.csv
Phoenix Weightlifting Open,US,3676.csv
4th Annual Midtown Classic,US,1061.csv
Iowa Open and State Meet,US,1075.csv
February Fortis et  Fortior,US,5213.csv
Dec. New Comers meet,US,3662.csv
2018 Biggest Little City Open,US,3104.csv
Raider High School Open,US,1713.csv
Roger Degarmo Memorial,US,287.csv
I Can See For Miles Invite,US,4643.csv
Rusted Crow Liftoff,US,2232.csv
Unrivaled Spring Open 2017,US,2554.csv
Last Chance U25,US,3892.csv
Houston Weightlifting Development Meet (Summer 2019),US,4125.csv
210 Weightlifting March Madness,US,2540.csv
5th Annual Mobility-Doc Classic,US,4131.csv
Junior Pacific Weightlifting Association Championship,US,1049.csv
Winter Weightlifting Classic,US,3138.csv
2021- TN State Championship,US,4657.csv
The Alameda Weightlifting Competition,US,2226.csv
Capital City Open (Women),US,4864.csv
Spring LiftaThon,US,250.csv
Battle of Iwo Jima Weightlifting Meet,US,536.csv
Middle GA Classic,US,3879.csv
Frank Spellman Classic,US,522.csv
march 26th meet,US,1908.csv
The Lab Gym Spring Open,US,244.csv
Private National Qualifier,US,4870.csv
Industrious LCQ,US,1920.csv
"Stars, Stripes and White Lights 2021",US,4858.csv
Bexar Barbell Winter Throwdown,US,4680.csv
The Atlanta Classic,US,3689.csv
2017 Ohio State Weighlifting Championships,US,2597.csv
2019 HWC Spring Open,US,3851.csv
Nor Cal Open,US,2583.csv
Houston Weightlifting Championships,US,3845.csv
6th Annual Turkey Classic,US,4694.csv
2016 Junior Session @ National Youth Championships,US,1934.csv
The Minnesota Open,US,278.csv
Internal American Open Qualifier,US,261.csv
2021 Denver Fall Throwdown,US,4855.csv
North Metro Highschool open,US,3684.csv
2012 AAU Junior Olympic Games,US,1093.csv
MDUSA Fall Open,US,507.csv
Southern Minnesota  High School Open,US,513.csv
Barnholth Memorial,US,1087.csv
Industrial Strength Classic,US,3848.csv
