meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2016 Jerry Dunne Red Light Open,2016-07-24,Open Men's 85 kg,Daniel Billian,83.05,110,115,120,135,-144,-145,120,135,255
2016 Jerry Dunne Red Light Open,2016-07-24,Open Men's 69 kg,Dean Otsuka,64.8,98,103,-107,122,127,131,103,131,234
2016 Jerry Dunne Red Light Open,2016-07-24,Open Men's 94 kg,Mihalis Alisandratos,86.9,95,100,-106,120,-125,0,100,120,220
2016 Jerry Dunne Red Light Open,2016-07-24,Open Men's+105 kg,Hardeep Singh,118.9,85,-90,90,105,-115,-115,90,105,195
2016 Jerry Dunne Red Light Open,2016-07-24,Open Men's 85 kg,Dennis Vaisberg,84.75,75,80,-85,100,110,-113,80,110,190
2016 Jerry Dunne Red Light Open,2016-07-24,Open Men's 94 kg,Mohamed Lemfadli,91.65,-84,-84,84,-101,101,-107,84,101,185
2016 Jerry Dunne Red Light Open,2016-07-24,Open Men's+105 kg,Christopher Smith,134,78,-83,85,95,-100,-103,85,95,180
2016 Jerry Dunne Red Light Open,2016-07-24,Open Men's 62 kg,domenick caracappa,57.15,68,71,73,88,91,-93,73,91,164
2016 Jerry Dunne Red Light Open,2016-07-24,Open Women's 69 kg,Ashley Gold,68.98,-68,68,-71,84,-88,88,68,88,156
2016 Jerry Dunne Red Light Open,2016-07-24,Women's Masters (45-49) 63 kg,Stella Ladao,62.6,60,64,-67,75,80,-85,64,80,144
2016 Jerry Dunne Red Light Open,2016-07-24,Open Women's 63 kg,Cariss Romano,62.1,50,-54,-54,70,75,-80,50,75,125
2016 Jerry Dunne Red Light Open,2016-07-24,Open Women's 69 kg,Sosara Ma,66.17,48,-52,54,61,65,-70,54,65,119
2016 Jerry Dunne Red Light Open,2016-07-24,Open Women's 75 kg,Ashley Jurkiewicz,72.7,-52,52,56,63,-66,-66,56,63,119
2016 Jerry Dunne Red Light Open,2016-07-24,Open Women's 53 kg,Katherine McDevitt,52.75,49,51,-53,58,61,-63,51,61,112
2016 Jerry Dunne Red Light Open,2016-07-24,Open Men's 77 kg,Gerard Dunne,74.55,45,-50,-50,58,62,-65,45,62,107
2016 Jerry Dunne Red Light Open,2016-07-24,Men's 14-15 Age Group 69 kg,Andrew Smith,65.95,-36,36,39,54,-59,59,39,59,98
2016 Jerry Dunne Red Light Open,2016-07-24,Men's 13 Under Age Group 50 Kg,LAWRENCE MINTZ,49.8,-37,-37,37,47,52,56,37,56,93
2016 Jerry Dunne Red Light Open,2016-07-24,Women's Masters (40-44) 63 kg,Dena Smith,60.7,21,23,25,32,36,40,25,40,65
