meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Olympia Harvest Classic,2016-11-19,Open Men's 94 kg,Mason Haro-Kobernik,88.9,109,115,-117,-136,138,-148,115,138,253
Olympia Harvest Classic,2016-11-19,Open Men's 85 kg,Jamesynn Mendez,81.2,97,102,107,125,131,137,107,137,244
Olympia Harvest Classic,2016-11-19,Open Men's 105 kg,Don Bell,99.6,-94,97,-102,127,132,138,97,138,235
Olympia Harvest Classic,2016-11-19,Open Men's 94 kg,Christopher Doughty,91.5,100,108,-115,118,125,-128,108,125,233
Olympia Harvest Classic,2016-11-19,Open Women's +75 Kg,Dorothy Morentin,84.5,95,98,-103,-129,130,135,98,135,233
Olympia Harvest Classic,2016-11-19,Open Men's 85 kg,Brian Nguyen,83.2,92,97,100,115,120,-125,100,120,220
Olympia Harvest Classic,2016-11-19,Open Men's 85 kg,Blake West,83,-91,-93,94,115,120,123,94,123,217
Olympia Harvest Classic,2016-11-19,Open Men's 105 kg,Filip Dziembowski,94.5,75,80,83,100,105,-107,83,105,188
Olympia Harvest Classic,2016-11-19,Open Men's 105 kg,James Libby,99.8,75,78,82,100,105,-107,82,105,187
Olympia Harvest Classic,2016-11-19,Open Men's 85 kg,Rigoberto Ramirez,83.4,76,80,84,90,95,100,84,100,184
Olympia Harvest Classic,2016-11-19,Open Men's 69 kg,Jordan Tillman,65.8,60,-65,65,85,90,-98,65,90,155
Olympia Harvest Classic,2016-11-19,Open Women's 69 kg,helena hudak,66.9,53,57,61,-80,80,83,61,83,144
Olympia Harvest Classic,2016-11-19,Open Women's 63 kg,Annie Voetberg,58.6,55,59,-62,75,-80,82,59,82,141
Olympia Harvest Classic,2016-11-19,Women's Masters (40-44) 63 kg,Susanne Arbore,62.9,53,55,60,70,77,80,60,80,140
Olympia Harvest Classic,2016-11-19,Open Men's 62 kg,Tristan Lewis,60.2,55,58,-60,75,78,-80,58,78,136
Olympia Harvest Classic,2016-11-19,Open Women's 69 kg,Mallory Long,65.3,53,55,-59,75,-80,80,55,80,135
Olympia Harvest Classic,2016-11-19,Open Women's 63 kg,Blair Brock,63,-50,50,53,70,74,77,53,77,130
Olympia Harvest Classic,2016-11-19,Open Women's 53 kg,Keeley Sorensen,50,55,-57,55,70,-75,-78,55,70,125
Olympia Harvest Classic,2016-11-19,Open Women's +75 Kg,Nicole Fiasco,83.6,40,50,56,54,60,65,56,65,121
Olympia Harvest Classic,2016-11-19,Women's Masters (45-49) +75 kg,Deljean Libby,83,50,54,56,65,-71,-71,56,65,121
Olympia Harvest Classic,2016-11-19,Open Women's 75 kg,Stephanie Quimby,74.9,-50,55,-56,60,65,-68,55,65,120
Olympia Harvest Classic,2016-11-19,Women's Masters (40-44) 75 kg,Teri Sharp,74.2,47,-50,50,61,65,69,50,69,119
Olympia Harvest Classic,2016-11-19,Open Men's 85 kg,Russell Williams,83.7,43,47,50,57,-61,62,50,62,112
Olympia Harvest Classic,2016-11-19,Women's Masters (45-49) 58 kg,Kecia Aldridge,57,-44,44,46,-63,-63,63,46,63,109
Olympia Harvest Classic,2016-11-19,Women's Masters (35-39) 63 kg,Nicole Tsong,62.5,40,43,45,54,58,62,45,62,107
Olympia Harvest Classic,2016-11-19,Open Women's 69 kg,Shannon Fisher,67.6,38,41,45,55,60,-64,45,60,105
Olympia Harvest Classic,2016-11-19,Open Men's+105 kg,Kyle Alexander,123,95,100,105,-125,-128,-130,105,0,105
Olympia Harvest Classic,2016-11-19,Men's 14-15 Age Group 50 Kg,Logan Sabin,47.5,43,45,47,52,55,58,47,58,105
Olympia Harvest Classic,2016-11-19,Open Women's 53 kg,Andrea Moore,52.7,43,45,-47,53,-57,57,45,57,102
Olympia Harvest Classic,2016-11-19,Women's Masters (45-49) 58 kg,Diana Kelly,57.5,35,40,42,50,55,57,42,57,99
Olympia Harvest Classic,2016-11-19,Open Women's 69 kg,Kelsey Bingham,65,41,44,-48,55,-60,-60,44,55,99
Olympia Harvest Classic,2016-11-19,Women's Masters (35-39) 58 kg,Sarah Rybka,57.8,42,44,46,52,-55,-55,46,52,98
Olympia Harvest Classic,2016-11-19,Women's Masters (35-39) 53 kg,Katerina Ferraiuoli,52.5,38,-40,40,51,53,-56,40,53,93
Olympia Harvest Classic,2016-11-19,Open Women's 53 kg,Ramona Ramirez,49.9,38,-40,-40,52,-56,-56,38,52,90
Olympia Harvest Classic,2016-11-19,Women's 13 Under Age Group 53kg,Angelina McComiskey,52.2,34,37,-39,40,-44,44,37,44,81
Olympia Harvest Classic,2016-11-19,Women's Masters (50-54) 69 kg,Gina Hagen,64.1,30,33,-35,40,46,-48,33,46,79
Olympia Harvest Classic,2016-11-19,Open Men's 56 kg,Ethan Tolle,51.6,30,32,35,39,42,-45,35,42,77
Olympia Harvest Classic,2016-11-19,Open Men's 77 kg,Albert Dunlap,75.1,30,-37,-37,-41,-41,44,30,44,74
Olympia Harvest Classic,2016-11-19,{'type': 'unset'},Jimmy Sabin,35.5,23,25,27,-31,-35,35,27,35,62
Olympia Harvest Classic,2016-11-19,Women's 13 Under Age Group 44kg,Alina Dziembowski,40.2,22,25,-27,29,33,36,25,36,61
Olympia Harvest Classic,2016-11-19,Men's 13 Under Age Group 39kg,Javier Cavanaugh,36.5,-25,25,26,31,32,33,26,33,59
Olympia Harvest Classic,2016-11-19,Open Women's 53 kg,Yoshiko Rhodes,50.6,22,-25,-25,32,36,-39,22,36,58
Olympia Harvest Classic,2016-11-19,Open Women's 58 kg,Tracy Crocker,57.8,58,-60,-60,-78,-78,-78,58,0,58
Olympia Harvest Classic,2016-11-19,Women's 13 Under Age Group 48kg,Kathleen Groth,45.9,20,23,-25,25,29,-31,23,29,52
Olympia Harvest Classic,2016-11-19,Women's Masters (35-39) 58 kg,Leah Tolle,57.5,40,42,-43,-54,-55,-55,42,0,42
