meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Spud Classic,2023-12-09,Men's 16-17 Age Group 89kg,Micah Laska,87,95,100,105,120,125,-130,105,125,230
Spud Classic,2023-12-09,Men's 14-15 Age Group 81kg,Payton Bartos,73.6,65,70,73,80,-85,85,73,85,158
Spud Classic,2023-12-09,Junior Women's 76kg,Rubie Dobbins,75.5,58,60,63,79,81,83,63,83,146
Spud Classic,2023-12-09,Junior Women's 64kg,Ruth Harris,61.9,-57,57,61,81,84,-87,61,84,145
Spud Classic,2023-12-09,Women's 16-17 Age Group 76kg,Mckenzie Baker,72.4,-52,54,60,70,75,80,60,80,140
Spud Classic,2023-12-09,Men's 14-15 Age Group +89kg,Alexander Schneider,118.3,47,51,56,66,71,-76,56,71,127
Spud Classic,2023-12-09,Men's 14-15 Age Group 67kg,Christian Anderson,62.3,52,55,-58,65,67,70,55,70,125
Spud Classic,2023-12-09,Men's 14-15 Age Group 55kg,Evan Lindenfelser,54.2,46,50,-53,66,-70,-70,50,66,116
Spud Classic,2023-12-09,Men's 14-15 Age Group 73kg,Caleb Trueblood,72.4,48,51,53,57,-61,-61,53,57,110
Spud Classic,2023-12-09,Women's 16-17 Age Group 76kg,Avery Selinski,75.1,42,46,-51,58,62,-66,46,62,108
Spud Classic,2023-12-09,Women's 16-17 Age Group 71kg,Emma Goertz,70.8,41,44,47,56,60,-64,47,60,107
Spud Classic,2023-12-09,Women's 16-17 Age Group 76kg,Hannah Strunk,71.5,38,42,46,56,60,-64,46,60,106
Spud Classic,2023-12-09,Women's 14-15 Age Group +76kg,Gracie Rustad,94.6,38,42,45,55,59,-64,45,59,104
Spud Classic,2023-12-09,Women's 16-17 Age Group 59kg,Madison Olson,56.8,34,37,40,50,52,55,40,55,95
Spud Classic,2023-12-09,Women's 16-17 Age Group 64kg,Samantha Bartos,63.5,40,44,-46,49,-53,-53,44,49,93
Spud Classic,2023-12-09,Women's 16-17 Age Group 71kg,Alexandra Beto,66,38,42,44,43,47,-50,44,47,91
Spud Classic,2023-12-09,Women's 16-17 Age Group 64kg,Hannah Trueblood,62.9,-38,38,-40,49,51,-54,38,51,89
Spud Classic,2023-12-09,Men's 13 Under Age Group 55kg,Keagan Card,54.7,31,33,35,41,44,51,35,51,86
Spud Classic,2023-12-09,Men's 13 Under Age Group 36kg,Simeon Anderson,35.7,37,-39,-39,45,47,-49,37,47,84
Spud Classic,2023-12-09,Men's 13 Under Age Group 67kg,Mason Gilson,64.4,27,-35,35,40,43,49,35,49,84
Spud Classic,2023-12-09,Men's 13 Under Age Group 55kg,Theodore Gindele,53.5,27,31,36,34,37,42,36,42,78
Spud Classic,2023-12-09,Men's 14-15 Age Group 61kg,Wyatt  Petersen ,59.2,24,27,33,34,39,45,33,45,78
Spud Classic,2023-12-09,Women's 13 Under Age Group 59kg,Macie Olson,56.5,29,31,35,39,41,-44,35,41,76
Spud Classic,2023-12-09,Women's 13 Under Age Group 55kg,Ellie Abbott,54.2,26,29,32,35,39,43,32,43,75
Spud Classic,2023-12-09,Men's 13 Under Age Group 49kg,Nathanael Trueblood,46.3,-28,28,-30,38,40,-42,28,40,68
Spud Classic,2023-12-09,Women's 14-15 Age Group 55kg,Anella Sahr,54.4,27,30,-34,-35,-35,35,30,35,65
Spud Classic,2023-12-09,Women's 14-15 Age Group 55kg,Tayla Enstad,50.9,-27,-27,27,35,-39,-39,27,35,62
Spud Classic,2023-12-09,Women's 13 Under Age Group 55kg,Maiya  Poppen,52.9,20,-23,27,-29,32,-36,27,32,59
