meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Crossfit Norwalk Open,2014-09-28,Open Men's+105 kg,Luis Diaz,110.84,98,-104,-105,135,-140,140,98,140,238
Crossfit Norwalk Open,2014-09-28,Open Men's 105 kg,Michael Tomanelli,95.76,91,101,105,121,128,-135,105,128,233
Crossfit Norwalk Open,2014-09-28,Open Men's 105 kg,Chris Lesmes,98.04,95,100,105,120,125,-130,105,125,230
Crossfit Norwalk Open,2014-09-28,Open Men's 85 kg,John Varsam,81.85,90,95,-100,115,120,-126,95,120,215
Crossfit Norwalk Open,2014-09-28,Open Men's 85 kg,Ireneusz Dabrowski,80.41,80,85,87,120,125,-130,87,125,212
Crossfit Norwalk Open,2014-09-28,Open Men's+105 kg,Shaun Sullivan,133.53,80,85,-90,110,115,-120,85,115,200
Crossfit Norwalk Open,2014-09-28,Open Men's 94 kg,Michael Edelen,92.96,81,84,87,96,-100,100,87,100,187
Crossfit Norwalk Open,2014-09-28,Open Men's 94 kg,Phillip Carr,91.14,67,-71,-71,100,105,106,67,106,173
Crossfit Norwalk Open,2014-09-28,Open Men's 77 kg,Jon Cioffi,75.27,70,74,78,85,90,-95,78,90,168
Crossfit Norwalk Open,2014-09-28,Open Women's +75 Kg,Sarah White,108.66,-69,69,-72,87,92,-95,69,92,161
Crossfit Norwalk Open,2014-09-28,Open Men's 69 kg,Earl Lee,68.71,-70,-70,70,-85,85,87,70,87,157
Crossfit Norwalk Open,2014-09-28,Open Men's 62 kg,Zach Chilelli,59.31,55,60,-65,70,75,80,60,80,140
Crossfit Norwalk Open,2014-09-28,Open Women's +75 Kg,Vanessa White,93.03,51,53,55,72,74,77,55,77,132
Crossfit Norwalk Open,2014-09-28,Women's Masters (45-49) +75 kg,Vivian Dawson,114.51,50,-52,52,70,78,-81,52,78,130
Crossfit Norwalk Open,2014-09-28,Open Men's 62 kg,Adyel Duran,59.19,42,47,-54,60,65,70,47,70,117
Crossfit Norwalk Open,2014-09-28,Open Women's 58 kg,Lisa Maas,57.86,41,43,44,51,53,-55,44,53,97
Crossfit Norwalk Open,2014-09-28,Women's Masters (35-39) 48 kg,riky Jakobsohn,47.57,36,38,41,50,52,-54,41,52,93
Crossfit Norwalk Open,2014-09-28,Open Women's 63 kg,Alexa Duffy,58.94,35,40,43,45,50,-55,43,50,93
Crossfit Norwalk Open,2014-09-28,Open Men's 94 kg,Karol Kostrzewski,86.04,-90,-90,-90,0,0,0,0,0,0
