meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Elite Weightlifting Meet,2012-08-18,Open Men's+105 kg,Robert Hoskins,109.5,105,112,118,140,148,160,118,160,278
Elite Weightlifting Meet,2012-08-18,Open Men's 105 kg,Marcel McClain,94,105,110,-114,134,-140,-140,110,134,244
Elite Weightlifting Meet,2012-08-18,Open Men's+105 kg,Alex Bell,109.5,102,-110,-110,135,137,-140,102,137,239
Elite Weightlifting Meet,2012-08-18,Open Men's 105 kg,Drew Bignall,94,100,-107,-107,137,-145,-148,100,137,237
Elite Weightlifting Meet,2012-08-18,Open Men's+105 kg,Tery Powell,119.2,100,-103,-105,130,135,-140,100,135,235
Elite Weightlifting Meet,2012-08-18,Open Men's 105 kg,Aaron Bielefeldt,94,100,-105,105,130,-137,-137,105,130,235
Elite Weightlifting Meet,2012-08-18,Open Men's 85 kg,Charles Keenan,85,105,-110,-110,125,130,-135,105,130,235
Elite Weightlifting Meet,2012-08-18,Open Men's 85 kg,Daniel Martinez,82.7,-95,95,100,125,-128,-130,100,125,225
Elite Weightlifting Meet,2012-08-18,Open Men's 105 kg,Stephen Galvan,98,95,-100,100,111,116,121,100,121,221
Elite Weightlifting Meet,2012-08-18,Open Men's 94 kg,Kenneth Bozeman,92.3,90,95,100,115,120,-125,100,120,220
Elite Weightlifting Meet,2012-08-18,Open Men's 77 kg,Marshall Lowy,75.9,90,94,-98,115,120,122,94,122,216
Elite Weightlifting Meet,2012-08-18,Open Men's 94 kg,Don Ricci,87.4,92,97,99,107,112,-117,99,112,211
Elite Weightlifting Meet,2012-08-18,Open Men's 85 kg,Christopher Galvan,84.9,79,-85,85,100,105,110,85,110,195
Elite Weightlifting Meet,2012-08-18,Open Men's+105 kg,Dominic Oviedo,110.2,70,78,-83,105,110,111,78,111,189
Elite Weightlifting Meet,2012-08-18,Open Men's 105 kg,Lyndon Echels,94,-130,-130,-130,165,172,-180,0,172,172
Elite Weightlifting Meet,2012-08-18,Open Men's 77 kg,Taylor Yablinsky,77,70,73,76,86,90,-92,76,90,166
Elite Weightlifting Meet,2012-08-18,Open Men's 85 kg,Scott Cornman,84.7,65,68,70,90,95,-100,70,95,165
Elite Weightlifting Meet,2012-08-18,Open Women's 69 kg,Emily Tucker,69,50,52,54,68,70,73,54,73,127
Elite Weightlifting Meet,2012-08-18,Women's Masters (40-44) 58 kg,Amalia Litras,58,55,-60,-62,65,70,-75,55,70,125
Elite Weightlifting Meet,2012-08-18,Open Men's 69 kg,Ryan Ramos,66.2,47,50,52,-68,68,73,52,73,125
Elite Weightlifting Meet,2012-08-18,Open Men's 94 kg,Zachary Thiel,89.3,102,-107,107,-127,-128,-128,107,0,107
Elite Weightlifting Meet,2012-08-18,Open Men's 69 kg,Randal Setzler,62.5,-58,58,60,-80,-80,-81,60,0,60
