meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2022 Strength Works Open Weightlifting Competition,2022-10-22,Men's Masters (35-39) +109kg,Wesley Sherrer,117.1,-120,120,125,-145,145,151,125,151,276
2022 Strength Works Open Weightlifting Competition,2022-10-22,Open Men's 81kg,Cuong Ly,80.2,110,114,117,145,150,155,117,155,272
2022 Strength Works Open Weightlifting Competition,2022-10-22,Junior Men's 81kg,George Upmeyer,79.8,110,115,120,142,147,0,120,147,267
2022 Strength Works Open Weightlifting Competition,2022-10-22,Junior Men's 89kg,Carson Brame,81.6,105,110,-115,130,135,-140,110,135,245
2022 Strength Works Open Weightlifting Competition,2022-10-22,Open Men's +109kg,Jerome Smith,668,-105,105,110,125,133,-140,110,133,243
2022 Strength Works Open Weightlifting Competition,2022-10-22,Open Men's 89kg,Yifu Zhu,85.7,105,110,-115,130,-135,-135,110,130,240
2022 Strength Works Open Weightlifting Competition,2022-10-22,Open Men's +109kg,korvea meredith,115.5,100,105,-110,130,135,-140,105,135,240
2022 Strength Works Open Weightlifting Competition,2022-10-22,Men's Masters (40-44) 81kg,Jimmy Duke III,79.9,85,90,93,112,116,-120,93,116,209
2022 Strength Works Open Weightlifting Competition,2022-10-22,Open Men's 73kg,Matthew Gambino,72.9,-88,-88,88,108,-111,-112,88,108,196
2022 Strength Works Open Weightlifting Competition,2022-10-22,Men's Masters (45-49) 89kg,Aaron Shaner,84.5,-76,76,83,100,104,108,83,108,191
2022 Strength Works Open Weightlifting Competition,2022-10-22,Men's 14-15 Age Group 81kg,Tevin Austell,80.4,78,82,85,97,102,105,85,105,190
2022 Strength Works Open Weightlifting Competition,2022-10-22,Open Women's +87kg,Trisha Ruyle,100,71,74,78,100,104,106,78,106,184
2022 Strength Works Open Weightlifting Competition,2022-10-22,Open Men's 96kg,Kayden McCullough,95.8,70,-75,75,95,-100,100,75,100,175
2022 Strength Works Open Weightlifting Competition,2022-10-22,Open Women's 87kg,Kristen Braccio,84.5,72,75,-78,95,99,-102,75,99,174
2022 Strength Works Open Weightlifting Competition,2022-10-22,Men's 13 Under Age Group 67kg,Samson Porter,67,66,69,72,79,84,88,72,88,160
2022 Strength Works Open Weightlifting Competition,2022-10-22,Open Women's 76kg,Audrey Wohler,74.9,63,65,68,82,86,90,68,90,158
2022 Strength Works Open Weightlifting Competition,2022-10-22,Men's Masters (35-39) 67kg,Martin Padilla,66.9,58,-62,-62,85,90,-102,58,90,148
2022 Strength Works Open Weightlifting Competition,2022-10-22,Men's Masters (40-44) 102kg,Steven Mauricio,100.2,61,64,-67,76,80,83,64,83,147
2022 Strength Works Open Weightlifting Competition,2022-10-22,Men's Masters (65-69) 73kg,Myron Davis,72.5,58,62,-65,80,-90,-90,62,80,142
2022 Strength Works Open Weightlifting Competition,2022-10-22,Open Women's 87kg,jaidin jackson,82.6,-58,58,-61,78,81,83,58,83,141
2022 Strength Works Open Weightlifting Competition,2022-10-22,Open Women's 71kg,Erin O'Flaherty,69.3,58,61,-65,-70,71,-75,61,71,132
2022 Strength Works Open Weightlifting Competition,2022-10-22,Men's 13 Under Age Group +73kg,Sidney Porter,85.6,50,53,56,66,70,73,56,73,129
2022 Strength Works Open Weightlifting Competition,2022-10-22,Women's Masters (35-39) 71kg,Megan Steinmann,66.9,47,50,53,59,62,65,53,65,118
2022 Strength Works Open Weightlifting Competition,2022-10-22,Women's Masters (35-39) 81kg,Brooke Doherty,78.5,46,48,50,60,63,66,50,66,116
2022 Strength Works Open Weightlifting Competition,2022-10-22,Open Women's 59kg,Briana White,57.6,42,-45,45,53,55,58,45,58,103
2022 Strength Works Open Weightlifting Competition,2022-10-22,Women's Masters (35-39) 64kg,Regina Robison,62.2,37,41,-44,55,57,59,41,59,100
2022 Strength Works Open Weightlifting Competition,2022-10-22,Open Women's 87kg,Sabrina Cope,86.1,40,-43,43,50,-53,54,43,54,97
2022 Strength Works Open Weightlifting Competition,2022-10-22,Women's Masters (55-59) 76kg,Joni Barry,75,38,41,43,48,51,53,43,53,96
2022 Strength Works Open Weightlifting Competition,2022-10-22,Open Women's +87kg,Abigail Culp,135,36,39,41,47,50,52,41,52,93
2022 Strength Works Open Weightlifting Competition,2022-10-22,Women's 13 Under Age Group 49kg,Luka Shayakhmetova,45.7,27,29,-31,35,38,40,29,40,69
2022 Strength Works Open Weightlifting Competition,2022-10-22,Women's 13 Under Age Group 55kg,Ivy Shayakhmetova,51.4,20,22,24,25,28,30,24,30,54
