meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
PFB Weightlifting Fall Open,2017-11-18,Open Men's 94 kg,Mason Haro-Kobernik,89.6,123,126,-129,148,151,-155,126,151,277
PFB Weightlifting Fall Open,2017-11-18,Open Men's+105 kg,Keone Camat,120.8,-100,105,110,146,151,156,110,156,266
PFB Weightlifting Fall Open,2017-11-18,Open Men's 85 kg,Joseph McCoy,84.3,108,-112,115,143,147,-151,115,147,262
PFB Weightlifting Fall Open,2017-11-18,Open Men's 105 kg,Dylan Hansen,103,-115,-117,117,140,145,-150,117,145,262
PFB Weightlifting Fall Open,2017-11-18,Open Men's 94 kg,Alec Olson,92,105,-110,-112,140,-145,145,105,145,250
PFB Weightlifting Fall Open,2017-11-18,Open Men's 94 kg,Neville Chu,92.5,108,113,-116,133,-138,-140,113,133,246
PFB Weightlifting Fall Open,2017-11-18,Open Men's+105 kg,Aaron LeFore,137.7,92,96,100,125,130,135,100,135,235
PFB Weightlifting Fall Open,2017-11-18,Open Men's 85 kg,Joshua Kanakaole,84.7,95,100,-105,125,-132,132,100,132,232
PFB Weightlifting Fall Open,2017-11-18,Open Men's 85 kg,Samuel Macklin,80.2,93,96,100,127,-130,-132,100,127,227
PFB Weightlifting Fall Open,2017-11-18,Open Men's 85 kg,Tyler Hoang,80.8,95,-100,100,115,121,126,100,126,226
PFB Weightlifting Fall Open,2017-11-18,Open Men's 85 kg,Matei Leontescu,81.4,-91,92,95,110,115,120,95,120,215
PFB Weightlifting Fall Open,2017-11-18,Open Men's 94 kg,Ryan Wilson,93.1,79,86,-93,106,113,119,86,119,205
PFB Weightlifting Fall Open,2017-11-18,Open Women's 75 kg,Ariel Ford,73.7,84,87,90,105,109,112,90,112,202
PFB Weightlifting Fall Open,2017-11-18,Open Men's 77 kg,Jeff Boughton,74.5,80,85,91,100,110,-116,91,110,201
PFB Weightlifting Fall Open,2017-11-18,Open Men's 77 kg,Timothy Petrucci,72.3,84,88,-91,108,112,-117,88,112,200
PFB Weightlifting Fall Open,2017-11-18,Open Men's 77 kg,Elijah Price,71.9,-85,85,90,105,-110,-114,90,105,195
PFB Weightlifting Fall Open,2017-11-18,Open Men's 85 kg,Rigoberto Ramirez,84.8,-84,-84,84,-108,109,-112,84,109,193
PFB Weightlifting Fall Open,2017-11-18,Open Men's 69 kg,William Powls,68.4,77,-82,83,95,100,102,83,102,185
PFB Weightlifting Fall Open,2017-11-18,Open Men's 105 kg,Brad Bremer,94,-80,80,83,100,-105,-106,83,100,183
PFB Weightlifting Fall Open,2017-11-18,Open Men's 77 kg,Ryan Miller,76.1,77,80,83,95,100,-105,83,100,183
PFB Weightlifting Fall Open,2017-11-18,Open Men's 105 kg,Ryan Baugus,99.7,72,-77,-80,100,105,110,72,110,182
PFB Weightlifting Fall Open,2017-11-18,Open Men's 85 kg,Anthony Ballas,82.3,-71,74,-77,90,-95,100,74,100,174
PFB Weightlifting Fall Open,2017-11-18,Open Men's 77 kg,Eric Lumpkin,75.6,62,67,73,-92,92,100,73,100,173
PFB Weightlifting Fall Open,2017-11-18,Open Women's 75 kg,Kayla Bauer,73,67,70,73,80,-84,-86,73,80,153
PFB Weightlifting Fall Open,2017-11-18,Open Women's 75 kg,Ashley Kondziela,70.2,63,66,69,76,81,-85,69,81,150
PFB Weightlifting Fall Open,2017-11-18,Open Women's 58 kg,Megan Ciurej,57.2,-67,-67,68,77,80,-83,68,80,148
PFB Weightlifting Fall Open,2017-11-18,Open Women's 69 kg,Kayla James,66.5,65,68,70,77,-80,-81,70,77,147
PFB Weightlifting Fall Open,2017-11-18,Open Women's 53 kg,Chloe Tacata,49.4,59,61,64,78,81,-83,64,81,145
PFB Weightlifting Fall Open,2017-11-18,Open Women's 69 kg,Bailey Barnick,67.3,-65,65,67,70,75,77,67,77,144
PFB Weightlifting Fall Open,2017-11-18,Women's Masters (35-39) 75 kg,Laurie Fish,73.7,63,66,-70,73,74,77,66,77,143
PFB Weightlifting Fall Open,2017-11-18,Open Women's 75 kg,Kayla Kumle,73.9,57,60,-62,76,80,-84,60,80,140
PFB Weightlifting Fall Open,2017-11-18,Open Women's 58 kg,Chelsea Brinegar,57,57,60,-62,73,75,-78,60,75,135
PFB Weightlifting Fall Open,2017-11-18,Open Women's 58 kg,Joanna Puryear,56.8,57,59,61,65,67,-69,61,67,128
PFB Weightlifting Fall Open,2017-11-18,Open Women's 69 kg,Sara Fun,68.1,52,54,-57,67,71,-75,54,71,125
PFB Weightlifting Fall Open,2017-11-18,Women's Masters (40-44) 69 kg,Laurie Koenig,68.1,48,-50,-50,72,-74,74,48,74,122
PFB Weightlifting Fall Open,2017-11-18,Open Women's 58 kg,Hannah Capps,56.9,54,-56,-56,64,67,-69,54,67,121
PFB Weightlifting Fall Open,2017-11-18,Open Women's 58 kg,Julia Wong,55.8,50,53,-57,60,64,68,53,68,121
PFB Weightlifting Fall Open,2017-11-18,Open Women's 69 kg,Kara Shea,63.7,50,52,54,-65,-67,67,54,67,121
PFB Weightlifting Fall Open,2017-11-18,Open Women's 75 kg,Meghan McCourt,72.4,46,51,-55,58,63,67,51,67,118
PFB Weightlifting Fall Open,2017-11-18,Open Women's 63 kg,Emily Heiberg,61.6,50,53,-55,60,63,-66,53,63,116
PFB Weightlifting Fall Open,2017-11-18,Open Women's 75 kg,Udeme Akpaete,71.6,44,48,52,60,63,-67,52,63,115
PFB Weightlifting Fall Open,2017-11-18,Open Women's 63 kg,Heather Bowers,62.3,50,52,-55,62,-65,-67,52,62,114
PFB Weightlifting Fall Open,2017-11-18,Open Women's 69 kg,Jeana Boughton,65.1,48,50,52,59,62,-65,52,62,114
PFB Weightlifting Fall Open,2017-11-18,Women's Masters (50-54) 58 kg,Jennifer Banning,56.9,44,47,49,57,60,63,49,63,112
PFB Weightlifting Fall Open,2017-11-18,Open Women's 58 kg,Kathia Gonzalez-Gallo,54.5,45,48,-50,57,59,-61,48,59,107
