meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
CHAMPIONNATS DE Belgique HALTEROPHILIE MASTERS | WL 2019,2019-11-10,Women's Masters (50-54) 55kg,Kathleen Friend,51.6,36,39,42,51,54,57,42,57,99
