meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Denali Weightlifting Open,2021-05-08,Open Men's 89kg,Reed Childers,87.7,85,90,96,116,121,126,96,126,222
Denali Weightlifting Open,2021-05-08,Open Men's 96kg,Jordan howes,95.8,87,93,-97,116,120,-130,93,120,213
Denali Weightlifting Open,2021-05-08,Junior Women's +87kg,Myra Dullum,122.7,80,84,-88,-105,105,-112,84,105,189
Denali Weightlifting Open,2021-05-08,Men's 16-17 Age Group 73kg,Philip Brevogel,67.9,67,71,74,85,89,93,74,93,167
Denali Weightlifting Open,2021-05-08,Junior Men's 81kg,Joseph Jurva,77.4,54,57,62,72,76,81,62,81,143
Denali Weightlifting Open,2021-05-08,Men's Masters (60-64) 89kg,Wayne Childers,89,55,58,61,75,77,79,61,79,140
Denali Weightlifting Open,2021-05-08,Open Women's 59kg,Ashton Gray,57.3,54,57,-60,72,76,78,57,78,135
Denali Weightlifting Open,2021-05-08,Women's Masters (45-49) 76kg,Tiffany Johnson,72.9,48,51,54,61,64,66,54,66,120
Denali Weightlifting Open,2021-05-08,Women's 16-17 Age Group 71kg,Makynna Bedgood,70.3,45,48,51,66,69,-72,51,69,120
Denali Weightlifting Open,2021-05-08,Open Women's 76kg,brandymay goodlin,74.8,45,47,-49,55,58,61,47,61,108
Denali Weightlifting Open,2021-05-08,Junior Women's 81kg,Abigaile Fuller,78.2,34,38,-42,52,-56,56,38,56,94
Denali Weightlifting Open,2021-05-08,Women's Masters (45-49) +87kg,Charlene Hansen-Dullum,99.2,30,32,35,45,-48,48,35,48,83
Denali Weightlifting Open,2021-05-08,Open Women's 81kg,Ashley Easterling,80.4,25,-28,28,35,38,41,28,41,69
Denali Weightlifting Open,2021-05-08,Junior Women's 59kg,Presley Allen,58,-40,-40,-40,-45,-45,45,0,45,45
Denali Weightlifting Open,2021-05-08,Women's 13 Under Age Group +64kg,Kelsey Brandt,134.8,15,-20,20,25,-28,-28,20,25,45
Denali Weightlifting Open,2021-05-08,Women's 13 Under Age Group 45kg,Macy Applehans,41.6,13,16,-19,20,-24,-24,16,20,36
Denali Weightlifting Open,2021-05-08,Men's 13 Under Age Group 32kg,JAX ULPIANO GOODLIN,29.5,6,8,-9,8,10,13,8,13,21
