meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Steel City Open 2021,2021-04-10,Open Men's 81kg,Thomas Bednar,78.7,118,122,125,149,154,-160,125,154,279
Steel City Open 2021,2021-04-10,Open Men's 89kg,KEVIN FRAME,85.3,123,127,-131,150,-153,-153,127,150,277
Steel City Open 2021,2021-04-10,Open Men's 89kg,Sint Van Solkema,84.2,112,115,118,140,145,150,118,150,268
Steel City Open 2021,2021-04-10,Men's Masters (35-39) 96kg,Jonathan Bowers,94.8,110,116,-121,135,141,-146,116,141,257
Steel City Open 2021,2021-04-10,Open Men's 89kg,Derik Sidell,84.5,-106,-107,110,125,-130,130,110,130,240
Steel City Open 2021,2021-04-10,Open Men's +109kg,Caleb Eppley,117.2,100,105,-110,125,-130,-132,105,125,230
Steel City Open 2021,2021-04-10,Men's Masters (35-39) 96kg,John Junkin,92.26,-95,100,105,115,120,125,105,125,230
Steel City Open 2021,2021-04-10,Open Men's 96kg,Nick Woznicki,95.2,92,-97,100,117,122,127,100,127,227
Steel City Open 2021,2021-04-10,Open Men's 89kg,Josh Dinges,85.8,95,100,-106,120,126,-132,100,126,226
Steel City Open 2021,2021-04-10,Open Men's 89kg,Jordan Kaiser,88.45,80,84,87,120,124,126,87,126,213
Steel City Open 2021,2021-04-10,Open Men's 67kg,Brandon Bolden,66.8,81,86,90,-110,110,115,90,115,205
Steel City Open 2021,2021-04-10,Open Women's 76kg,Danielle Sidell,74.7,80,-83,-83,100,105,-111,80,105,185
Steel City Open 2021,2021-04-10,Open Men's 55kg,Brandon Fuhs,0,70,76,-81,95,103,-110,76,103,179
Steel City Open 2021,2021-04-10,Open Women's 64kg,Haylie Helbig,62.9,70,74,-77,90,-93,94,74,94,168
Steel City Open 2021,2021-04-10,Women's 16-17 Age Group 59kg,Miranda Ulrey,57.4,70,72,-74,84,87,90,72,90,162
Steel City Open 2021,2021-04-10,Open Women's +87kg,Shene Fleming,133.5,62,65,69,88,93,-96,69,93,162
Steel City Open 2021,2021-04-10,Women's Masters (40-44) 76kg,Heidi White,75.9,52,56,59,76,80,84,59,84,143
Steel City Open 2021,2021-04-10,Men's 14-15 Age Group 81kg,Edward Quillin,76.05,-57,57,-61,70,75,-82,57,75,132
Steel City Open 2021,2021-04-10,Open Women's 71kg,Megan Blair,69.4,-50,52,55,72,76,-81,55,76,131
Steel City Open 2021,2021-04-10,Women's Masters (45-49) 71kg,Anastasia Bakhareva,68.5,54,-58,-59,71,75,-78,54,75,129
Steel City Open 2021,2021-04-10,Open Women's 71kg,Samantha Witycyak,64.4,53,58,-61,65,-68,-68,58,65,123
Steel City Open 2021,2021-04-10,Women's 14-15 Age Group 71kg,Saharra Keegan,66.5,52,-56,57,-60,-60,60,57,60,117
Steel City Open 2021,2021-04-10,Junior Women's 49kg,Amanda Serapiglia,48.3,-50,52,-55,58,62,65,52,65,117
Steel City Open 2021,2021-04-10,Women's 14-15 Age Group 64kg,Kendall Hoolahan,59.4,46,50,-55,-60,-62,63,50,63,113
Steel City Open 2021,2021-04-10,Women's Masters (45-49) 71kg,Amy Schultz,64.9,-48,-48,48,-60,-60,60,48,60,108
Steel City Open 2021,2021-04-10,Open Women's 76kg,Avila Gyorki,75.5,40,44,47,-56,-56,56,47,56,103
Steel City Open 2021,2021-04-10,Open Men's 67kg,Andrew Maine,66.4,90,95,-97,-113,-113,-113,95,0,95
Steel City Open 2021,2021-04-10,Women's Masters (45-49) +87kg,Tracy Grahovec,100.7,31,-33,-33,36,-40,-42,31,36,67
Steel City Open 2021,2021-04-10,Men's 13 Under Age Group 44kg,Rocco Lamia,41.9,18,20,23,25,28,30,23,30,53
