meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Sargsian Qualifier,2013-12-14,Open Men's 69 kg,Jake Dickerson,68.67,91,96,97,115,130,130,97,130,227
Sargsian Qualifier,2013-12-14,Open Men's 77 kg,Carson Welty,76.5,90,95,97,110,118,122,97,122,219
Sargsian Qualifier,2013-12-14,Open Men's 69 kg,Levi Nielson,67.13,66,71,76,90,95,104,76,104,180
Sargsian Qualifier,2013-12-14,Open Men's 85 kg,Quint Sudbury,83.66,62,66,70,88,93,100,70,100,170
Sargsian Qualifier,2013-12-14,Open Men's 85 kg,Michael Motta,84.91,62,65,70,81,86,86,70,86,156
Sargsian Qualifier,2013-12-14,Open Women's 69 kg,KARISSA JUNGERMAN,67.67,57,61,65,73,76,80,65,80,145
Sargsian Qualifier,2013-12-14,Open Men's 69 kg,Connor Brown,65.02,52,57,61,66,79,81,61,81,142
Sargsian Qualifier,2013-12-14,Open Women's +75 Kg,Rachel Becker,78.09,55,60,60,68,71,71,60,71,131
Sargsian Qualifier,2013-12-14,Open Men's 69 kg,William Woodward,67.3,45,48,54,61,68,71,54,71,125
Sargsian Qualifier,2013-12-14,Open Men's 62 kg,Jackson Woodward,60.6,45,48,52,55,60,68,52,68,120
Sargsian Qualifier,2013-12-14,Men's 13 Under Age Group 56 Kg,Ethan Brown,50.7,32,39,39,52,56,61,39,61,100
Sargsian Qualifier,2013-12-14,Women's 14-15 Age Group 69 kg,Morgan Sanders,64.58,37,38,41,50,52,53,41,53,94
Sargsian Qualifier,2013-12-14,Men's 13 Under Age Group 50 Kg,Talen Jackson,44.09,16,19,21,20,24,26,21,26,47
Sargsian Qualifier,2013-12-14,Women's 13 Under Age Group 48kg,Quincy Petree,47.21,11,13,16,16,18,20,16,20,36
