meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2023 April Online Qualifier Presented by WODProof,2023-04-08,Open Men's 109kg,Alex Freiburger,109,0,0,140,0,0,168,140,168,308
2023 April Online Qualifier Presented by WODProof,2023-04-30,Open Men's 89kg,Mason Haro-Kobernik,89,0,0,130,0,0,160,130,160,290
2023 April Online Qualifier Presented by WODProof,2023-04-29,Open Men's 89kg,Cody Bain,89,0,0,125,0,0,165,125,165,290
2023 April Online Qualifier Presented by WODProof,2023-04-30,Open Men's 89kg,Lucas Nakamura,89,0,0,100,0,0,130,100,130,230
2023 April Online Qualifier Presented by WODProof,2023-04-30,Open Men's 102kg,Leo Peralta,102,0,0,105,0,0,125,105,125,230
2023 April Online Qualifier Presented by WODProof,2023-04-24,Junior Men's 96kg,Grant Wei,96,0,0,100,0,0,125,100,125,225
2023 April Online Qualifier Presented by WODProof,2023-04-28,Open Men's 102kg,Cooper Johnson,102,0,0,100,0,0,122,100,122,222
2023 April Online Qualifier Presented by WODProof,2023-04-30,Open Men's 73kg,Eric Vercellone,73,0,0,85,0,0,115,85,115,200
2023 April Online Qualifier Presented by WODProof,2023-04-08,Open Women's 87kg,Haley McDaniel,87,0,0,90,0,0,107,90,107,197
2023 April Online Qualifier Presented by WODProof,2023-04-22,Open Men's 61kg,AJ Birmingham,61,0,0,90,0,0,100,90,100,190
2023 April Online Qualifier Presented by WODProof,2023-04-28,Junior Men's 67kg,Kennedy Bui,67,0,0,85,0,0,103,85,103,188
2023 April Online Qualifier Presented by WODProof,2023-04-30,Open Women's 64kg,Hunter Abila,64,0,0,82,0,0,98,82,98,180
2023 April Online Qualifier Presented by WODProof,2023-04-22,Open Women's 64kg,Maria Azpiri,64,0,0,84,0,0,95,84,95,179
2023 April Online Qualifier Presented by WODProof,2023-04-30,Open Women's 64kg,Lily Farmer,64,0,0,79,0,0,100,79,100,179
2023 April Online Qualifier Presented by WODProof,2023-04-30,Open Women's 71kg,Jessica Knoblock,71,0,0,70,0,0,82,70,82,152
2023 April Online Qualifier Presented by WODProof,2023-04-28,Women's Masters (40-44) 64kg,Erin Martin,64,0,0,63,0,0,80,63,80,143
2023 April Online Qualifier Presented by WODProof,2023-04-30,Open Women's 49kg,Aseel Zayed,49,0,0,61,0,0,76,61,76,137
2023 April Online Qualifier Presented by WODProof,2023-04-19,Men's 16-17 Age Group 67kg,Jacob Davis,67,0,0,60,0,0,74,60,74,134
2023 April Online Qualifier Presented by WODProof,2023-04-17,Open Women's 64kg,Caroline Hittler,64,0,0,60,0,0,74,60,74,134
2023 April Online Qualifier Presented by WODProof,2023-04-30,Women's Masters (35-39) 81kg,Lindsay Watson,81,0,0,60,0,0,73,60,73,133
2023 April Online Qualifier Presented by WODProof,2023-04-10,Junior Women's 59kg,Ashley Greenfield,59,0,0,61,0,0,71,61,71,132
2023 April Online Qualifier Presented by WODProof,2023-04-28,Men's 14-15 Age Group 67kg,Lane Anderson,67,0,0,57,0,0,72,57,72,129
2023 April Online Qualifier Presented by WODProof,2023-04-21,Open Women's 64kg,Hailee Renkers,64,0,0,55,0,0,61,55,61,116
2023 April Online Qualifier Presented by WODProof,2023-04-30,Junior Women's 64kg,Emma hennigan,64,0,0,52,0,0,58,52,58,110
2023 April Online Qualifier Presented by WODProof,2023-04-28,Men's 13 Under Age Group 67kg,Keegan McHale,67,0,0,41,0,0,51,41,51,92
2023 April Online Qualifier Presented by WODProof,2023-04-30,Women's 14-15 Age Group 71kg,Naia  Harrison ,71,0,0,38,0,0,45,38,45,83
2023 April Online Qualifier Presented by WODProof,2023-04-30,Women's 16-17 Age Group 55kg,Ella Brauch,55,0,0,32,0,0,45,32,45,77
2023 April Online Qualifier Presented by WODProof,2023-04-04,Women's Masters (55-59) 64kg,lisa reddish,64,0,0,30,0,0,44,30,44,74
2023 April Online Qualifier Presented by WODProof,2023-04-30,Women's 16-17 Age Group 49kg,Kaitlyn Roach,49,0,0,28,0,0,46,28,46,74
