meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Men's Masters (35-39) 96kg,Frankie Murray,94.5,125,130,135,169,-177,-180,135,169,304
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Open Men's 89kg,George Bakatsias,85,-112,112,-115,142,-146,-146,112,142,254
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Open Men's 81kg,LAWRENCE MINTZ,81,90,95,-98,115,-120,120,95,120,215
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Open Men's 81kg,Kevin Liu,79.6,90,-95,-95,105,110,115,90,115,205
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Open Men's 73kg,Daniel Lema,71.9,70,-74,-75,102,-107,110,70,110,180
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Men's 16-17 Age Group 67kg,Dillan Palma,61.3,62,66,69,85,88,91,69,91,160
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Open Women's 76kg,Sosara Ma,72.5,65,69,72,85,-89,-90,72,85,157
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Open Women's 76kg,Shannon Chalich,74.5,61,-64,-66,81,85,-88,61,85,146
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Open Women's 59kg,Cheryl Rock,56.8,50,53,56,66,69,-70,56,69,125
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Men's 16-17 Age Group 81kg,Matthew Emer,78.7,46,49,52,67,-71,72,52,72,124
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Men's 14-15 Age Group 81kg,Frank Mintz,81,42,45,48,57,60,62,48,62,110
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Women's Masters (35-39) 64kg,Teresa Ober,62.8,44,-48,-50,64,-67,-70,44,64,108
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Women's Masters (35-39) 64kg,jenniffer gallegos,62.8,-45,45,-50,60,-65,-65,45,60,105
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Men's Masters (75-79) 81kg,Gerard Dunne,76.6,42,-44,-45,52,55,-58,42,55,97
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Women's 16-17 Age Group +81kg,Grace Wang,82.5,33,35,37,40,43,46,37,46,83
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Junior Women's 45kg,Angelina Mintz,44.4,31,33,-35,38,41,-43,33,41,74
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Women's 16-17 Age Group 55kg,Czarina Poserio,52.8,-28,28,31,38,41,-44,31,41,72
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Women's Masters (70-74) 64kg,Linda Reesman,62.7,27,29,-30,32,33,34,29,34,63
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Open Women's 55kg,Jennifer Chacon Herrador,55,17,19,21,33,36,39,21,39,60
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Open Men's 73kg,STEVEN MARCUS,72.4,-103,103,-107,-137,-137,-137,103,0,0
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Men's Masters (40-44) 81kg,Ivan Duncan,81,-107,-110,-110,125,-131,0,0,125,0
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Open Men's 96kg,Stephan Julien,90.2,-80,-80,-86,95,101,-106,0,101,0
2024 Larry Mintz memorial / Long  Island regional open,2024-04-06,Junior Men's 109kg,Daniel Tymus,102.6,-81,-81,-81,113,116,-120,0,116,0
