meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Nats prep and newbie test,2019-04-07,Open Men's 81kg,Lonnie Hurst,73.6,115,-117,-117,-145,145,-148,115,145,260
Nats prep and newbie test,2019-04-07,Open Men's 89kg,Henry Ubaydi,86.3,82,85,90,115,-120,120,90,120,210
Nats prep and newbie test,2019-04-07,Open Women's 76kg,Laura Ward,71.5,-86,-86,86,104,107,-110,86,107,193
Nats prep and newbie test,2019-04-07,Open Women's 76kg,Mackenzie Marchildon,72.4,-81,81,84,101,104,-107,84,104,188
Nats prep and newbie test,2019-04-07,Women's Masters (35-39) 76kg,Elizabeth Mance,75.7,81,84,-86,-101,101,-104,84,101,185
Nats prep and newbie test,2019-04-07,Open Women's 71kg,Lauren Jaslove,64.2,-75,75,80,90,95,-100,80,95,175
Nats prep and newbie test,2019-04-07,Open Women's 81kg,Corrinne Sanger,79.5,70,72,-73,90,93,95,72,95,167
Nats prep and newbie test,2019-04-07,Women's Masters (40-44) 81kg,Rachel Mills,77.1,57,59,61,70,73,-75,61,73,134
Nats prep and newbie test,2019-04-07,Open Men's 73kg,Ethan May,72.9,55,-60,-60,65,68,73,55,73,128
Nats prep and newbie test,2019-04-07,Open Men's 89kg,Khodr Salman,83,45,48,52,65,69,72,52,72,124
Nats prep and newbie test,2019-04-07,Women's 14-15 Age Group 59kg,Brianna Leverenz,58.4,43,45,48,52,55,58,48,58,106
Nats prep and newbie test,2019-04-07,Women's 14-15 Age Group 71kg,Erin Lewand,71,33,35,-36,43,46,-48,35,46,81
Nats prep and newbie test,2019-04-07,Open Women's 59kg,Chelsea Paterson,56,-60,-60,-60,65,69,71,0,71,71
Nats prep and newbie test,2019-04-07,Women's 14-15 Age Group 64kg,Emily Rozman,59.8,25,28,32,35,38,-41,32,38,70
